Area/1172 GDP/9350.5390625
Area/238 GDP/176.65484619140625
Area/1266 GDP/511.01043701171875
Area/3252 GDP/10130.48046875
Area/2629 GDP/22644.482421875
Area/1057 GDP/10071.55078125
Area/4217 GDP/46559.5234375
Area/1253 GDP/10449.767578125
Area/741 GDP/100.64434051513672
Area/2641 GDP/10000.0
Area/621 GDP/10066.2001953125
Area/3471 GDP/20291.880859375
Area/805 GDP/3096.458984375
Area/2115 GDP/13492.498046875
Area/4811 GDP/8755.791015625
Area/3270 GDP/1057.2371826171875
Area/4875 GDP/10017.0849609375
Area/2555 GDP/10000.0
Area/3993 GDP/10000.0
Area/4422 GDP/5.409524440765381
Area/731 GDP/24980.833984375
Area/2331 GDP/12035.140625
Area/2000 GDP/1544.1505126953125
Area/1917 GDP/29383.19140625
Area/3196 GDP/10000.0
Area/5052 GDP/13344.0107421875
Area/2890 GDP/10000.0
Area/986 GDP/813.9738159179688
Area/152 GDP/5103.4384765625
Area/2336 GDP/35624.0703125
Area/312 GDP/100.64434051513672
Area/1943 GDP/127.3089599609375
Area/2247 GDP/10523.158203125
Area/733 GDP/1018.617431640625
Area/3923 GDP/1057.2371826171875
Area/4187 GDP/34.19635009765625
Area/3108 GDP/21875.783203125
Area/689 GDP/46844.84765625
Area/537 GDP/16058.47265625
Area/688 GDP/46844.84765625
Area/5092 GDP/5.409524440765381
Area/1703 GDP/21059.4296875
Area/5142 GDP/13859.056640625
Area/3564 GDP/10000.0
Area/2978 GDP/10000.0
Area/2285 GDP/21868.58984375
Area/4203 GDP/7320.75927734375
Area/921 GDP/30890.748046875
Area/407 GDP/13168.208984375
Area/4923 GDP/5.409524440765381
Area/4159 GDP/10000.0
Area/4891 GDP/6194.78857421875
Area/1704 GDP/9240.04296875
Area/210 GDP/72.2236557006836
Area/1901 GDP/37188.234375
Area/1495 GDP/100.64434051513672
Area/2760 GDP/10540.76171875
Area/3430 GDP/30028.06640625
Area/2377 GDP/10000.0
Area/1052 GDP/8067.09375
Area/1148 GDP/34434.0078125
Area/4091 GDP/5.409524440765381
Area/3656 GDP/10000.0
Area/2281 GDP/10192.53125
Area/4574 GDP/10000.0
Area/3043 GDP/26536.544921875
Area/3917 GDP/10791.22265625
Area/1961 GDP/10000.0
Area/4429 GDP/5.409524440765381
Area/2131 GDP/10000.0
Area/3990 GDP/10000.0
Area/4940 GDP/5.409524440765381
Area/2710 GDP/5166.6826171875
Area/503 GDP/100.64434051513672
Area/2145 GDP/10246.865234375
Area/2913 GDP/10000.0
Area/4154 GDP/37342.87109375
Area/3602 GDP/5.409524440765381
Area/1314 GDP/11332.6591796875
Area/1258 GDP/22184.62109375
Area/752 GDP/10000.0
Area/1178 GDP/108.2203369140625
Area/2994 GDP/12662.130859375
Area/4274 GDP/609.3948974609375
Area/632 GDP/10006.634765625
Area/262 GDP/33314.29296875
Area/545 GDP/10000.0
Area/3134 GDP/46071.81640625
Area/3770 GDP/5.409524440765381
Area/1062 GDP/100.64434051513672
Area/2713 GDP/28035.09375
Area/4823 GDP/10007.2314453125
Area/401 GDP/15526.748046875
Area/3302 GDP/34935.44140625
Area/5232 GDP/7229.5234375
Area/997 GDP/15624.330078125
Area/548 GDP/22687.044921875
Area/3969 GDP/25589.8671875
Area/1882 GDP/10000.0
Area/1458 GDP/10000.0
Area/2744 GDP/10014.978515625
Area/3202 GDP/30082.04296875
Area/2459 GDP/46509.875
Area/132 GDP/32829.01171875
Area/5030 GDP/5.409524440765381
Area/3164 GDP/10005.9208984375
Area/1396 GDP/12882.1044921875
Area/2932 GDP/1057.2371826171875
Area/5155 GDP/668.6248779296875
Area/2722 GDP/10000.0
Area/712 GDP/10000.0
Area/2608 GDP/12953.8271484375
Area/3598 GDP/1057.2371826171875
Area/3339 GDP/10738.8759765625
Area/2388 GDP/10000.0
Area/3048 GDP/34338.03125
Area/4771 GDP/5.409524440765381
Area/1455 GDP/10000.0
Area/365 GDP/19016.357421875
Area/2202 GDP/21184.333984375
Area/1550 GDP/10000.0
Area/1520 GDP/1847.6488037109375
Area/2900 GDP/10000.0
Area/1337 GDP/29657.041015625
Area/3065 GDP/36138.93359375
Area/967 GDP/42137.5625
Area/3305 GDP/26223.0234375
Area/3844 GDP/1057.2371826171875
Area/3501 GDP/10111.796875
Area/1516 GDP/169.42889404296875
Area/220 GDP/89.4686050415039
Area/240 GDP/100.64434051513672
Area/3674 GDP/10870.591796875
Area/1364 GDP/10000.0
Area/2974 GDP/10000.0
Area/782 GDP/10413.2724609375
Area/4342 GDP/5.409524440765381
Area/3041 GDP/23251.158203125
Area/1826 GDP/35767.11328125
Area/641 GDP/906.8555297851562
Area/5080 GDP/5.409524440765381
Area/1793 GDP/10000.0
Area/5213 GDP/369.2185363769531
Area/1710 GDP/10000.0
Area/4291 GDP/7496.12939453125
Area/5159 GDP/485.75189208984375
Area/3410 GDP/10000.0
Area/4866 GDP/5.409524440765381
Area/2427 GDP/10967.4716796875
Area/1146 GDP/100.64434051513672
Area/1790 GDP/36955.73828125
Area/369 GDP/10000.0
Area/4133 GDP/46559.5234375
Area/1270 GDP/10616.3759765625
Area/879 GDP/10000.0
Area/2473 GDP/10000.0
Area/2568 GDP/10129.40625
Area/4011 GDP/5.409524440765381
Area/3997 GDP/1544.1505126953125
Area/5163 GDP/5.409524440765381
Area/2099 GDP/5293.88427734375
Area/535 GDP/38750.2265625
Area/1456 GDP/10000.0
Area/2001 GDP/5367.673828125
Area/2672 GDP/21704.546875
Area/949 GDP/11214.8798828125
Area/718 GDP/11300.6123046875
Area/287 GDP/10000.0
Area/3641 GDP/8785.3203125
Area/3532 GDP/248.44573974609375
Area/2512 GDP/10985.4765625
Area/1587 GDP/9965.3818359375
Area/1201 GDP/13943.205078125
Area/2815 GDP/36138.93359375
Area/192 GDP/187.22401428222656
Area/3198 GDP/39673.37109375
Area/2773 GDP/1898.937744140625
Area/4 GDP/256.5418395996094
Area/4268 GDP/6215.34912109375
Area/3335 GDP/10822.4150390625
Area/3685 GDP/5.409524440765381
Area/1853 GDP/126.714599609375
Area/101 GDP/7579.17138671875
Area/2640 GDP/10000.0
Area/1874 GDP/39249.609375
Area/2697 GDP/3422.74609375
Area/5158 GDP/485.75189208984375
Area/2929 GDP/15907.06640625
Area/3336 GDP/10379.5517578125
Area/2424 GDP/23063.3203125
Area/5054 GDP/4876.587890625
Area/848 GDP/187.22401428222656
Area/4023 GDP/1781.4049072265625
Area/1675 GDP/10644.767578125
Area/3055 GDP/10000.0
Area/523 GDP/41491.03125
Area/3922 GDP/10000.0
Area/89 GDP/191.7183074951172
Area/1760 GDP/2302.535400390625
Area/3516 GDP/5.409524440765381
Area/1622 GDP/10000.0
Area/174 GDP/489.49700927734375
Area/1309 GDP/20991.94140625
Area/521 GDP/45415.45703125
Area/4652 GDP/6049.4853515625
Area/1886 GDP/10000.0
Area/402 GDP/107.83207702636719
Area/4757 GDP/5.409524440765381
Area/3519 GDP/5.409524440765381
Area/1631 GDP/10000.0
Area/3814 GDP/10005.587890625
Area/377 GDP/17070.916015625
Area/3268 GDP/1057.2371826171875
Area/1683 GDP/21619.576171875
Area/156 GDP/5012.09326171875
Area/4114 GDP/5.409524440765381
Area/283 GDP/10080.4384765625
Area/4791 GDP/10000.03515625
Area/368 GDP/10000.0
Area/1685 GDP/5426.92333984375
Area/2844 GDP/10452.126953125
Area/4552 GDP/10029.3447265625
Area/2818 GDP/10000.0
Area/2514 GDP/39011.1875
Area/16 GDP/688.2337646484375
Area/3495 GDP/10000.0
Area/1238 GDP/100.64434051513672
Area/4216 GDP/28641.767578125
Area/4332 GDP/485.75189208984375
Area/1751 GDP/100.64434051513672
Area/683 GDP/10000.0
Area/5062 GDP/248.44573974609375
Area/1195 GDP/48212.76171875
Area/2402 GDP/10000.0
Area/190 GDP/25685.7421875
Area/4007 GDP/5.409524440765381
Area/3753 GDP/10000.0
Area/3053 GDP/10303.443359375
Area/2033 GDP/111.75193786621094
Area/4795 GDP/2333.406494140625
Area/4166 GDP/3746.37744140625
Area/2686 GDP/1057.2371826171875
Area/1101 GDP/17105.29296875
Area/1344 GDP/123.81190490722656
Area/1888 GDP/10000.0
Area/3014 GDP/10521.1328125
Area/4031 GDP/631.569580078125
Area/1909 GDP/11373.5927734375
Area/5018 GDP/5.409524440765381
Area/4714 GDP/248.44573974609375
Area/3211 GDP/13062.7216796875
Area/2026 GDP/8367.8427734375
Area/1087 GDP/100.64434051513672
Area/1485 GDP/33288.00390625
Area/4573 GDP/10000.4111328125
Area/4710 GDP/19.139652252197266
Area/2365 GDP/7115.79736328125
Area/3850 GDP/5.409524440765381
Area/163 GDP/11905.662109375
Area/3925 GDP/1057.2371826171875
Area/1259 GDP/22184.62109375
Area/2980 GDP/36138.93359375
Area/349 GDP/10000.0
Area/1604 GDP/5294.1044921875
Area/4160 GDP/10000.0
Area/657 GDP/15628.4306640625
Area/2811 GDP/10000.0
Area/48 GDP/11272.8203125
Area/4951 GDP/5.409524440765381
Area/936 GDP/187.22401428222656
Area/3314 GDP/36138.93359375
Area/126 GDP/72.2236557006836
Area/4485 GDP/1217.0963134765625
Area/4075 GDP/10000.0
Area/2676 GDP/17438.6328125
Area/2635 GDP/10000.0
Area/4526 GDP/5.409524440765381
Area/3624 GDP/12959.322265625
Area/3742 GDP/10000.0
Area/1069 GDP/100.64434051513672
Area/4814 GDP/29352.1875
Area/4284 GDP/347.9599914550781
Area/3714 GDP/31758.501953125
Area/382 GDP/4212.33154296875
Area/397 GDP/113.72645568847656
Area/3717 GDP/41757.06640625
Area/4697 GDP/5.409524440765381
Area/2282 GDP/33797.0
Area/3903 GDP/10000.0
Area/2836 GDP/3092.51953125
Area/2523 GDP/10920.46484375
Area/4484 GDP/3978.141357421875
Area/3385 GDP/35898.71484375
Area/5117 GDP/215.87738037109375
Area/267 GDP/10004.9990234375
Area/551 GDP/7898.22119140625
Area/3765 GDP/5.409524440765381
Area/1756 GDP/18481.41015625
Area/4829 GDP/485.75189208984375
Area/4720 GDP/7190.4765625
Area/5021 GDP/5.409524440765381
Area/5065 GDP/7066.9873046875
Area/5258 GDP/5.409524440765381
Area/4991 GDP/24039.796875
Area/4447 GDP/5.409524440765381
Area/4104 GDP/14.762721061706543
Area/3288 GDP/9084.599609375
Area/777 GDP/35589.0234375
Area/3880 GDP/39677.6953125
Area/3525 GDP/8.652493476867676
Area/2392 GDP/10000.0
Area/4358 GDP/6.682412147521973
Area/582 GDP/18711.52734375
Area/5010 GDP/5.409524440765381
Area/2559 GDP/10000.0
Area/179 GDP/39359.75390625
Area/3307 GDP/9081.2265625
Area/3272 GDP/1057.2371826171875
Area/1338 GDP/29657.041015625
Area/3875 GDP/248.44573974609375
Area/1015 GDP/4680.33251953125
Area/2698 GDP/3422.74609375
Area/4321 GDP/46059.125
Area/2539 GDP/25272.3671875
Area/1327 GDP/100.64434051513672
Area/4945 GDP/5.409524440765381
Area/3577 GDP/10000.0
Area/3551 GDP/12099.4501953125
Area/3826 GDP/10000.0
Area/4983 GDP/16598.283203125
Area/2650 GDP/15661.8671875
Area/1668 GDP/26697.248046875
Area/2304 GDP/10000.0
Area/3773 GDP/13.123017311096191
Area/2132 GDP/10000.0
Area/3526 GDP/8.652493476867676
Area/1546 GDP/10000.0
Area/3936 GDP/5.409524440765381
Area/46 GDP/2934.494140625
Area/841 GDP/106.21823120117188
Area/3507 GDP/10844.958984375
Area/360 GDP/31808.05078125
Area/1326 GDP/12051.8359375
Area/1171 GDP/9350.5390625
Area/1089 GDP/13162.7587890625
Area/1038 GDP/10000.5986328125
Area/461 GDP/12952.41796875
Area/3293 GDP/35833.87890625
Area/3320 GDP/10000.0
Area/3951 GDP/248.44573974609375
Area/3229 GDP/10000.0
Area/4457 GDP/168.06468200683594
Area/3834 GDP/10405.185546875
Area/347 GDP/10000.0185546875
Area/3754 GDP/10000.0
Area/3959 GDP/4416.44287109375
Area/2479 GDP/10000.0
Area/4334 GDP/485.75189208984375
Area/3345 GDP/11028.03515625
Area/5193 GDP/5.409524440765381
Area/3734 GDP/10005.0947265625
Area/4608 GDP/5.409524440765381
Area/1410 GDP/4368.92724609375
Area/2398 GDP/10000.0
Area/3746 GDP/10907.619140625
Area/2294 GDP/10085.244140625
Area/2605 GDP/109.31229400634766
Area/3296 GDP/46559.5234375
Area/1727 GDP/10002.470703125
Area/284 GDP/10052.3251953125
Area/2383 GDP/10000.0
Area/4195 GDP/5.409524440765381
Area/1599 GDP/366.99078369140625
Area/4097 GDP/5.409524440765381
Area/1684 GDP/40008.9921875
Area/4171 GDP/1057.2371826171875
Area/2955 GDP/24492.294921875
Area/4624 GDP/23708.759765625
Area/2589 GDP/10886.6513671875
Area/742 GDP/100.64434051513672
Area/2381 GDP/10000.0
Area/4328 GDP/10000.0
Area/4172 GDP/5.409524440765381
Area/3286 GDP/23848.572265625
Area/3808 GDP/821.8080444335938
Area/3760 GDP/10690.4814453125
Area/633 GDP/31970.267578125
Area/3390 GDP/33464.9375
Area/2894 GDP/10000.0
Area/1288 GDP/25521.798828125
Area/951 GDP/3245.81640625
Area/2848 GDP/1173.9990234375
Area/4313 GDP/29047.111328125
Area/5152 GDP/16956.486328125
Area/3346 GDP/1057.2371826171875
Area/1515 GDP/366.99078369140625
Area/1387 GDP/14261.439453125
Area/2704 GDP/46812.4609375
Area/289 GDP/10000.0
Area/2054 GDP/10000.0
Area/4948 GDP/5.409524440765381
Area/568 GDP/39630.21484375
Area/694 GDP/33222.07421875
Area/5095 GDP/5.409524440765381
Area/1291 GDP/10000.0
Area/144 GDP/7845.3857421875
Area/154 GDP/6672.72900390625
Area/4330 GDP/42567.4453125
Area/615 GDP/13918.2578125
Area/50 GDP/994.82861328125
Area/3541 GDP/4236.07275390625
Area/2656 GDP/10000.0
Area/2005 GDP/34518.08984375
Area/115 GDP/2641.0654296875
Area/3819 GDP/10000.0
Area/574 GDP/38240.37890625
Area/134 GDP/7815.20751953125
Area/3330 GDP/12520.8388671875
Area/3582 GDP/10479.24609375
Area/1877 GDP/10000.0
Area/1820 GDP/13975.4873046875
Area/4936 GDP/5.409524440765381
Area/923 GDP/11391.12890625
Area/3361 GDP/258.213134765625
Area/3384 GDP/37605.73828125
Area/2584 GDP/45024.87890625
Area/2335 GDP/10866.8857421875
Area/278 GDP/3086.995361328125
Area/15 GDP/5761.34228515625
Area/3391 GDP/9081.2265625
Area/3329 GDP/10000.0
Area/4879 GDP/47874.953125
Area/871 GDP/37131.34765625
Area/5090 GDP/5.409524440765381
Area/4747 GDP/485.75189208984375
Area/53 GDP/9742.330078125
Area/1363 GDP/10000.0
Area/4798 GDP/240.64454650878906
Area/1437 GDP/42382.48046875
Area/379 GDP/1106.3995361328125
Area/1855 GDP/115.8917236328125
Area/1878 GDP/10000.0
Area/4746 GDP/485.75189208984375
Area/2517 GDP/0.0
Area/2297 GDP/10000.0
Area/2620 GDP/31957.75390625
Area/4873 GDP/10000.0
Area/2504 GDP/10644.6826171875
Area/1765 GDP/48637.1484375
Area/495 GDP/15560.013671875
Area/5255 GDP/5.409524440765381
Area/2432 GDP/1113.767822265625
Area/1930 GDP/10301.572265625
Area/3399 GDP/10000.0
Area/1477 GDP/10579.365234375
Area/2404 GDP/10000.0
Area/2371 GDP/8474.4326171875
Area/26 GDP/2075.7373046875
Area/2268 GDP/11061.19921875
Area/2813 GDP/36138.93359375
Area/1590 GDP/22149.541015625
Area/1788 GDP/10751.408203125
Area/611 GDP/22266.880859375
Area/391 GDP/10508.42578125
Area/2753 GDP/33301.515625
Area/915 GDP/20997.689453125
Area/3269 GDP/1057.2371826171875
Area/2037 GDP/34282.2890625
Area/4226 GDP/3344.798095703125
Area/890 GDP/30705.21875
Area/5025 GDP/5.409524440765381
Area/5 GDP/365.8717956542969
Area/2359 GDP/108.2203369140625
Area/3534 GDP/3356.498779296875
Area/3273 GDP/1057.2371826171875
Area/67 GDP/2051.08203125
Area/2957 GDP/45378.59375
Area/4794 GDP/8518.3232421875
Area/2718 GDP/46559.5234375
Area/5177 GDP/5.409524440765381
Area/1323 GDP/100.64434051513672
Area/4474 GDP/5060.1669921875
Area/1250 GDP/97.2923812866211
Area/714 GDP/10000.0
Area/1822 GDP/17015.90625
Area/38 GDP/80.84613037109375
Area/2201 GDP/21184.333984375
Area/2068 GDP/10000.0
Area/892 GDP/6037.880859375
Area/178 GDP/9588.42578125
Area/3337 GDP/35229.07421875
Area/1929 GDP/10301.572265625
Area/3352 GDP/1057.2371826171875
Area/2920 GDP/10808.36328125
Area/4910 GDP/590.250732421875
Area/1358 GDP/1459.034423828125
Area/141 GDP/2745.19140625
Area/3710 GDP/23830.5859375
Area/88 GDP/468.1257629394531
Area/4168 GDP/17909.740234375
Area/945 GDP/3283.091552734375
Area/3447 GDP/248.44573974609375
Area/4265 GDP/6.08180570602417
Area/4562 GDP/7963.87158203125
Area/1858 GDP/1832.8978271484375
Area/4628 GDP/3536.532470703125
Area/693 GDP/36067.34765625
Area/4735 GDP/2451.88818359375
Area/4911 GDP/485.75189208984375
Area/1129 GDP/10000.0
Area/2307 GDP/10000.0
Area/2254 GDP/10070.5673828125
Area/1851 GDP/37684.16796875
Area/1506 GDP/35872.36328125
Area/1750 GDP/316.9819641113281
Area/560 GDP/42912.10546875
Area/329 GDP/9502.560546875
Area/2528 GDP/108.2203369140625
Area/1088 GDP/100.64434051513672
Area/4702 GDP/5.409524440765381
Area/2852 GDP/1057.2371826171875
Area/7 GDP/6806.7294921875
Area/2783 GDP/19510.083984375
Area/4494 GDP/10000.0
Area/1686 GDP/11137.4755859375
Area/4153 GDP/37342.87109375
Area/4815 GDP/8864.8857421875
Area/2506 GDP/11020.68359375
Area/4228 GDP/930.826171875
Area/1017 GDP/586.1780395507812
Area/4655 GDP/30853.697265625
Area/4533 GDP/5.409524440765381
Area/1514 GDP/15433.5986328125
Area/3226 GDP/10000.0
Area/2252 GDP/10475.2890625
Area/2323 GDP/10791.22265625
Area/2043 GDP/10000.0
Area/3076 GDP/10000.0
Area/5139 GDP/108.07400512695312
Area/773 GDP/2455.124267578125
Area/1025 GDP/22975.30859375
Area/1979 GDP/10000.0
Area/5166 GDP/5.409524440765381
Area/3104 GDP/1057.2371826171875
Area/2951 GDP/25284.21484375
Area/1180 GDP/2186.3173828125
Area/1020 GDP/187.22401428222656
Area/3420 GDP/10024.0888671875
Area/3082 GDP/10000.0
Area/3639 GDP/12071.6640625
Area/595 GDP/278.51416015625
Area/2364 GDP/108.2203369140625
Area/886 GDP/15262.751953125
Area/3957 GDP/7746.208984375
Area/1567 GDP/10001.1875
Area/1298 GDP/10000.0
Area/4680 GDP/11.300132751464844
Area/4012 GDP/5.409524440765381
Area/118 GDP/21705.919921875
Area/1690 GDP/33297.15234375
Area/3954 GDP/12534.775390625
Area/792 GDP/30425.345703125
Area/11 GDP/15454.5712890625
Area/1870 GDP/28910.138671875
Area/528 GDP/23226.572265625
Area/2010 GDP/10858.083984375
Area/1947 GDP/399.3938903808594
Area/1385 GDP/10000.0
Area/3439 GDP/6.155869483947754
Area/1954 GDP/31511.2890625
Area/3763 GDP/5.409524440765381
Area/444 GDP/48658.484375
Area/926 GDP/2573.821044921875
Area/4327 GDP/10000.0
Area/1656 GDP/35100.5625
Area/704 GDP/10014.146484375
Area/1575 GDP/100.64434051513672
Area/2481 GDP/10000.0
Area/4400 GDP/44060.4609375
Area/372 GDP/10000.0
Area/1438 GDP/49334.76171875
Area/3421 GDP/10024.0888671875
Area/1977 GDP/10000.0
Area/4143 GDP/821.8080444335938
Area/5263 GDP/5.409524440765381
Area/3901 GDP/26103.623046875
Area/3178 GDP/20158.43359375
Area/3227 GDP/10000.0
Area/755 GDP/4930.2353515625
Area/2333 GDP/10505.708984375
Area/4602 GDP/7.752350330352783
Area/218 GDP/869.8026733398438
Area/3171 GDP/48990.6015625
Area/1346 GDP/17083.638671875
Area/1359 GDP/13066.6220703125
Area/3681 GDP/5.409524440765381
Area/1431 GDP/15030.908203125
Area/2081 GDP/11025.31640625
Area/4493 GDP/10000.0
Area/4920 GDP/5.409524440765381
Area/1091 GDP/8251.310546875
Area/1973 GDP/10002.8017578125
Area/1060 GDP/9665.2685546875
Area/3637 GDP/45508.265625
Area/1661 GDP/1544.1505126953125
Area/912 GDP/10002.09375
Area/4364 GDP/5.409524440765381
Area/2299 GDP/10000.0
Area/3687 GDP/5.409524440765381
Area/717 GDP/28972.716796875
Area/121 GDP/8909.775390625
Area/2727 GDP/10000.0
Area/1422 GDP/36842.90234375
Area/4946 GDP/5.409524440765381
Area/3831 GDP/35292.2734375
Area/4817 GDP/8818.78515625
Area/1568 GDP/50010.31640625
Area/5279 GDP/6.751247406005859
Area/829 GDP/39813.21484375
Area/2083 GDP/1544.1505126953125
Area/1571 GDP/14858.37890625
Area/1488 GDP/170.80789184570312
Area/270 GDP/13010.7705078125
Area/4650 GDP/2460.7822265625
Area/1356 GDP/4475.68603515625
Area/4705 GDP/10000.3916015625
Area/1454 GDP/10000.0
Area/4194 GDP/5.41801643371582
Area/4250 GDP/485.75189208984375
Area/3791 GDP/248.44573974609375
Area/2840 GDP/10933.748046875
Area/168 GDP/187.22401428222656
Area/228 GDP/100.64434051513672
Area/2087 GDP/13994.3017578125
Area/158 GDP/100.64434051513672
Area/3932 GDP/5.409524440765381
Area/428 GDP/5780.36181640625
Area/4469 GDP/10029.3447265625
Area/903 GDP/3334.0146484375
Area/406 GDP/6620.8037109375
Area/3294 GDP/35833.87890625
Area/2370 GDP/906.8555297851562
Area/5064 GDP/11822.2529296875
Area/4731 GDP/5887.6611328125
Area/4148 GDP/33200.1796875
Area/2290 GDP/35397.2265625
Area/3809 GDP/39699.734375
Area/3977 GDP/9185.0537109375
Area/2073 GDP/46383.65234375
Area/3331 GDP/10000.0
Area/4833 GDP/5.409524440765381
Area/2065 GDP/10000.0
Area/2310 GDP/10000.0
Area/1357 GDP/95.66673278808594
Area/1960 GDP/10000.0
Area/2518 GDP/0.0
Area/1226 GDP/27461.970703125
Area/99 GDP/18620.751953125
Area/1079 GDP/8643.056640625
Area/3848 GDP/5.409524440765381
Area/3201 GDP/30082.04296875
Area/1964 GDP/10000.0
Area/54 GDP/1887.2548828125
Area/4918 GDP/5.409524440765381
Area/2943 GDP/2820.9873046875
Area/630 GDP/33021.0390625
Area/3899 GDP/45415.3984375
Area/1777 GDP/6975.0634765625
Area/150 GDP/1684.626708984375
Area/1813 GDP/10509.4150390625
Area/710 GDP/41109.94921875
Area/2399 GDP/10000.0
Area/3934 GDP/5.409524440765381
Area/3413 GDP/10000.0
Area/5205 GDP/14.844989776611328
Area/4741 GDP/10000.0
Area/738 GDP/1521.456298828125
Area/4477 GDP/6773.6767578125
Area/858 GDP/175.5873565673828
Area/2748 GDP/10000.0
Area/3247 GDP/10191.994140625
Area/4766 GDP/5.409524440765381
Area/3737 GDP/10000.0
Area/3159 GDP/10000.0
Area/2687 GDP/1057.2371826171875
Area/4625 GDP/4.001540184020996
Area/1155 GDP/100.64434051513672
Area/2034 GDP/19065.083984375
Area/3833 GDP/10280.41796875
Area/1241 GDP/100.64434051513672
Area/1436 GDP/23562.251953125
Area/1230 GDP/2626.5322265625
Area/2768 GDP/1057.2371826171875
Area/2806 GDP/10000.0
Area/404 GDP/108.2645263671875
Area/3960 GDP/8283.41796875
Area/812 GDP/726.2693481445312
Area/1419 GDP/100.64434051513672
Area/1984 GDP/10426.802734375
Area/4818 GDP/821.8080444335938
Area/4949 GDP/5.409524440765381
Area/932 GDP/6039.599609375
Area/1099 GDP/2031.6015625
Area/5103 GDP/5.409524440765381
Area/1293 GDP/10000.0
Area/3183 GDP/1057.2371826171875
Area/2159 GDP/10855.6142578125
Area/3779 GDP/2003.3160400390625
Area/3295 GDP/22755.630859375
Area/875 GDP/10000.0
Area/1637 GDP/10000.0
Area/2740 GDP/10039.3291015625
Area/2341 GDP/25701.8671875
Area/5188 GDP/5.409524440765381
Area/1717 GDP/10000.0
Area/4076 GDP/10000.0
Area/5274 GDP/5.409524440765381
Area/3095 GDP/10613.1689453125
Area/4826 GDP/42306.19921875
Area/4649 GDP/2623.2021484375
Area/3846 GDP/5.409524440765381
Area/29 GDP/23292.65234375
Area/4820 GDP/812.0960083007812
Area/380 GDP/2122.868896484375
Area/4259 GDP/5.409524440765381
Area/2892 GDP/10000.0
Area/2178 GDP/10992.42578125
Area/3022 GDP/1057.2371826171875
Area/2103 GDP/23421.515625
Area/676 GDP/14085.6708984375
Area/842 GDP/106.21823120117188
Area/4449 GDP/5.409524440765381
Area/378 GDP/4132.82421875
Area/736 GDP/98.47882080078125
Area/300 GDP/39650.21484375
Area/2072 GDP/10809.7529296875
Area/4359 GDP/6.682412147521973
Area/3822 GDP/10000.0
Area/562 GDP/32732.54296875
Area/788 GDP/49599.46484375
Area/305 GDP/7648.8203125
Area/2723 GDP/10000.0
Area/2862 GDP/4359.3544921875
Area/384 GDP/18121.857421875
Area/4414 GDP/42567.4453125
Area/133 GDP/8112.6826171875
Area/1490 GDP/7801.09423828125
Area/1976 GDP/10000.0
Area/310 GDP/100.64434051513672
Area/3096 GDP/46469.32421875
Area/2405 GDP/10000.0
Area/2151 GDP/10000.0
Area/745 GDP/14814.6142578125
Area/1885 GDP/10000.0
Area/1336 GDP/100.64434051513672
Area/2266 GDP/0.0
Area/721 GDP/906.8555297851562
Area/3715 GDP/45475.84375
Area/433 GDP/10000.0
Area/2499 GDP/10719.728515625
Area/3531 GDP/76.50203704833984
Area/4792 GDP/40087.24609375
Area/5288 GDP/14.844989776611328
Area/2186 GDP/1093.3575439453125
Area/232 GDP/21366.046875
Area/3353 GDP/1057.2371826171875
Area/1174 GDP/9654.5810546875
Area/4502 GDP/5.409524440765381
Area/2488 GDP/10000.0
Area/3544 GDP/151.40625
Area/4225 GDP/8691.8759765625
Area/4382 GDP/980.1607666015625
Area/3316 GDP/36138.93359375
Area/1083 GDP/100.64434051513672
Area/389 GDP/4877.79931640625
Area/2349 GDP/0.0
Area/3023 GDP/1057.2371826171875
Area/1199 GDP/44954.36328125
Area/3847 GDP/5.409524440765381
Area/1447 GDP/39754.24609375
Area/147 GDP/3038.35546875
Area/1519 GDP/112.19425201416016
Area/2869 GDP/28498.205078125
Area/3565 GDP/10000.0
Area/3780 GDP/548.1065063476562
Area/1278 GDP/34711.6796875
Area/2147 GDP/10015.7529296875
Area/4681 GDP/14.779885292053223
Area/2843 GDP/10740.111328125
Area/590 GDP/45317.37890625
Area/409 GDP/13893.62890625
Area/4130 GDP/6491.17919921875
Area/2017 GDP/48637.1484375
Area/5105 GDP/5.409524440765381
Area/1084 GDP/100.64434051513672
Area/1942 GDP/127.3089599609375
Area/4289 GDP/43.73857116699219
Area/482 GDP/9457.59765625
Area/3129 GDP/21454.287109375
Area/3263 GDP/1718.0726318359375
Area/4245 GDP/10000.0
Area/4050 GDP/46559.5234375
Area/2419 GDP/10932.3583984375
Area/2922 GDP/10803.267578125
Area/4925 GDP/5.409524440765381
Area/3158 GDP/10000.0
Area/1047 GDP/10000.0
Area/1184 GDP/1924.0126953125
Area/3304 GDP/24432.01171875
Area/2918 GDP/10000.0
Area/4622 GDP/10097.1728515625
Area/4092 GDP/5.409524440765381
Area/106 GDP/3065.693603515625
Area/2091 GDP/16790.845703125
Area/4967 GDP/6473.2275390625
Area/3597 GDP/1057.2371826171875
Area/4451 GDP/5.409524440765381
Area/3811 GDP/10000.3291015625
Area/3355 GDP/5.409524440765381
Area/3045 GDP/15674.666015625
Area/2218 GDP/10000.0
Area/3209 GDP/31189.810546875
Area/599 GDP/10000.0
Area/3205 GDP/743.9743041992188
Area/955 GDP/10054.1396484375
Area/2477 GDP/10000.0
Area/4348 GDP/9.715211868286133
Area/4658 GDP/10000.0
