Area/1172 Light/15.872499465942383
Area/2115 Light/31.725000381469727
Area/4811 Light/4.127500057220459
Area/3270 Light/2.5999999046325684
Area/4875 Light/22.682498931884766
Area/2555 Light/37.69249725341797
Area/3993 Light/28.952499389648438
Area/4422 Light/1.9474999904632568
Area/731 Light/17.107500076293945
Area/2331 Light/54.810001373291016
Area/2000 Light/10.920000076293945
Area/1917 Light/25.095001220703125
Area/3196 Light/22.645000457763672
Area/5052 Light/11.100000381469727
Area/2890 Light/36.14500045776367
Area/986 Light/27.332500457763672
Area/152 Light/4.550000190734863
Area/2336 Light/19.060001373291016
Area/312 Light/7.007500171661377
Area/1943 Light/12.477499961853027
Area/2247 Light/34.707496643066406
Area/733 Light/19.15250015258789
Area/3923 Light/52.10499954223633
Area/4187 Light/25.024999618530273
Area/3108 Light/29.767499923706055
Area/689 Light/41.45750045776367
Area/537 Light/25.235000610351562
Area/688 Light/35.70000076293945
Area/5092 Light/1.225000023841858
Area/1703 Light/23.205001831054688
Area/5142 Light/7.252500057220459
Area/3564 Light/17.387500762939453
Area/2978 Light/31.432498931884766
Area/2285 Light/16.689998626708984
Area/4203 Light/9.5625
Area/921 Light/16.887500762939453
Area/407 Light/14.397500038146973
Area/4923 Light/1.1899999380111694
Area/4159 Light/28.119998931884766
Area/4891 Light/5.59250020980835
Area/1704 Light/28.38249969482422
Area/210 Light/5.927500247955322
Area/1901 Light/39.24250030517578
Area/1495 Light/25.915000915527344
Area/2760 Light/44.002498626708984
Area/3430 Light/35.587501525878906
Area/2377 Light/47.07499694824219
Area/1052 Light/16.442501068115234
Area/1148 Light/23.872501373291016
Area/4091 Light/4.694999694824219
Area/3656 Light/23.607500076293945
Area/2281 Light/23.204999923706055
Area/4574 Light/45.36499786376953
Area/3043 Light/16.502498626708984
Area/3917 Light/31.65999984741211
Area/1961 Light/40.31999969482422
Area/4429 Light/2.5399999618530273
Area/2131 Light/31.204999923706055
Area/3990 Light/23.9375
Area/4940 Light/0.9149999618530273
Area/2710 Light/20.669998168945312
Area/503 Light/6.842499732971191
Area/2145 Light/40.67500305175781
Area/2913 Light/28.954998016357422
Area/4154 Light/24.787498474121094
Area/3602 Light/4.252500057220459
Area/1314 Light/20.302499771118164
Area/1258 Light/20.40250015258789
Area/752 Light/36.45249938964844
Area/1178 Light/3.432499885559082
Area/2994 Light/25.09749984741211
Area/4274 Light/14.242500305175781
Area/632 Light/21.985000610351562
Area/262 Light/42.782501220703125
Area/545 Light/36.69249725341797
Area/3134 Light/46.400001525878906
Area/3770 Light/6.787500381469727
Area/1062 Light/18.422500610351562
Area/2713 Light/35.92749786376953
Area/4823 Light/19.567501068115234
Area/401 Light/17.619998931884766
Area/3302 Light/35.15999984741211
Area/5232 Light/10.315000534057617
Area/997 Light/14.22249984741211
Area/548 Light/27.684999465942383
Area/3969 Light/23.207500457763672
Area/1882 Light/42.77750015258789
Area/1458 Light/50.22249984741211
Area/2744 Light/31.184999465942383
Area/3202 Light/22.010000228881836
Area/2459 Light/35.09749984741211
Area/132 Light/15.822500228881836
Area/5030 Light/0.8075000047683716
Area/3164 Light/34.47999954223633
Area/1396 Light/27.854999542236328
Area/2932 Light/6.6650004386901855
Area/5155 Light/8.667500495910645
Area/2722 Light/48.95249938964844
Area/712 Light/20.655000686645508
Area/2608 Light/18.962499618530273
Area/3598 Light/10.050000190734863
Area/3339 Light/34.19249725341797
Area/2388 Light/44.50499725341797
Area/3048 Light/46.307498931884766
Area/4771 Light/1.0625
Area/1455 Light/22.170000076293945
Area/365 Light/20.139999389648438
Area/2202 Light/23.65250015258789
Area/1550 Light/36.63999938964844
Area/1520 Light/13.612500190734863
Area/2900 Light/34.73749923706055
Area/1337 Light/9.125
Area/3065 Light/42.3849983215332
Area/967 Light/32.21500015258789
Area/3305 Light/37.88249969482422
Area/3844 Light/7.027500152587891
Area/3501 Light/38.162498474121094
Area/1516 Light/12.354999542236328
Area/220 Light/8.542499542236328
Area/240 Light/5.792500019073486
Area/3674 Light/30.950000762939453
Area/1364 Light/40.42749786376953
Area/2974 Light/40.78499984741211
Area/782 Light/13.802499771118164
Area/4342 Light/2.127500057220459
Area/3041 Light/10.427499771118164
Area/1826 Light/27.139999389648438
Area/641 Light/19.395000457763672
Area/5080 Light/2.1675000190734863
Area/1793 Light/52.44750213623047
Area/5213 Light/6.460000038146973
Area/1710 Light/37.75250244140625
Area/4291 Light/8.667499542236328
Area/5159 Light/4.300000190734863
Area/3410 Light/30.177501678466797
Area/4866 Light/1.6799999475479126
Area/2427 Light/24.225000381469727
Area/1146 Light/20.537500381469727
Area/1790 Light/41.68499755859375
Area/369 Light/31.182498931884766
Area/4133 Light/35.65250015258789
Area/1270 Light/18.990001678466797
Area/879 Light/32.537498474121094
Area/2473 Light/38.415000915527344
Area/2568 Light/81.20999908447266
Area/4011 Light/4.467499732971191
Area/3997 Light/17.052499771118164
Area/5163 Light/2.115000009536743
Area/2099 Light/8.332500457763672
Area/535 Light/22.022499084472656
Area/1456 Light/20.685001373291016
Area/2001 Light/30.655000686645508
Area/2672 Light/35.05000305175781
Area/949 Light/33.087501525878906
Area/718 Light/16.989999771118164
Area/287 Light/31.33500099182129
Area/3641 Light/21.189998626708984
Area/3532 Light/5.247499942779541
Area/2512 Light/17.470001220703125
Area/1587 Light/7.969999313354492
Area/1201 Light/28.34000015258789
Area/2815 Light/48.90999984741211
Area/192 Light/12.4350004196167
Area/3198 Light/40.04999923706055
Area/2773 Light/7.242500305175781
Area/4 Light/4.739999771118164
Area/4268 Light/14.71500015258789
Area/3335 Light/26.915000915527344
Area/3685 Light/4.287499904632568
Area/1853 Light/27.842498779296875
Area/101 Light/10.77750015258789
Area/2640 Light/33.95249938964844
Area/1874 Light/55.282501220703125
Area/2697 Light/10.109999656677246
Area/5158 Light/11.272500038146973
Area/2929 Light/11.734999656677246
Area/3336 Light/38.49250030517578
Area/2424 Light/24.59749984741211
Area/5054 Light/12.680000305175781
Area/848 Light/13.772499084472656
Area/4023 Light/21.130001068115234
Area/1675 Light/33.377498626708984
Area/3055 Light/38.342498779296875
Area/523 Light/34.970001220703125
Area/3922 Light/106.66499328613281
Area/89 Light/8.774999618530273
Area/1760 Light/45.332496643066406
Area/3516 Light/5.622499942779541
Area/1622 Light/37.55249786376953
Area/174 Light/22.017499923706055
Area/1309 Light/21.94499969482422
Area/521 Light/34.58000183105469
Area/4652 Light/8.082500457763672
Area/1886 Light/33.26750183105469
Area/402 Light/11.944999694824219
Area/4757 Light/1.3049999475479126
Area/3519 Light/3.6525001525878906
Area/1631 Light/33.57250213623047
Area/3814 Light/34.05500030517578
Area/377 Light/36.970001220703125
Area/3268 Light/3.362499952316284
Area/1683 Light/42.57500076293945
Area/156 Light/8.352499961853027
Area/4114 Light/1.8300000429153442
Area/283 Light/23.75
Area/4791 Light/35.845001220703125
Area/368 Light/38.17749786376953
Area/1685 Light/43.5775032043457
Area/2844 Light/25.299999237060547
Area/4552 Light/9.02750015258789
Area/2818 Light/43.84749984741211
Area/2514 Light/7.114999771118164
Area/16 Light/6.482500076293945
Area/3495 Light/28.627498626708984
Area/1238 Light/47.86000061035156
Area/4216 Light/32.50749969482422
Area/4332 Light/8.875
Area/1751 Light/15.765000343322754
Area/683 Light/23.147499084472656
Area/5062 Light/6.602499961853027
Area/1195 Light/30.84000015258789
Area/2402 Light/42.26750183105469
Area/190 Light/17.849998474121094
Area/4007 Light/8.895000457763672
Area/3753 Light/37.86750030517578
Area/3053 Light/35.12249755859375
Area/2033 Light/30.45250129699707
Area/4795 Light/23.915000915527344
Area/4166 Light/5.545000076293945
Area/2686 Light/2.5625
Area/1101 Light/14.802499771118164
Area/1344 Light/7.912499904632568
Area/1888 Light/40.73999786376953
Area/3014 Light/5.627500057220459
Area/4031 Light/4.337500095367432
Area/1909 Light/30.962499618530273
Area/5018 Light/0.8949999809265137
Area/4714 Light/22.6825008392334
Area/3211 Light/27.88249969482422
Area/2026 Light/14.042499542236328
Area/1087 Light/15.077499389648438
Area/1485 Light/31.499998092651367
Area/4573 Light/28.702499389648438
Area/4710 Light/24.46000099182129
Area/2365 Light/34.15250015258789
Area/3850 Light/5.394999980926514
Area/163 Light/6.885000228881836
Area/3925 Light/7.900000095367432
Area/1259 Light/12.324999809265137
Area/2980 Light/36.415000915527344
Area/349 Light/31.517501831054688
Area/1604 Light/18.97749900817871
Area/4160 Light/26.280000686645508
Area/657 Light/7.397500038146973
Area/2811 Light/34.032501220703125
Area/48 Light/19.487499237060547
Area/4951 Light/4.422499656677246
Area/936 Light/20.49250030517578
Area/3314 Light/13.727499961853027
Area/126 Light/5.647500038146973
Area/4485 Light/8.342500686645508
Area/4075 Light/27.302499771118164
Area/2676 Light/30.53499984741211
Area/2635 Light/44.810001373291016
Area/4526 Light/1.5174999237060547
Area/3624 Light/14.697500228881836
Area/3742 Light/28.005001068115234
Area/1069 Light/19.577499389648438
Area/4814 Light/12.710000038146973
Area/4284 Light/13.875
Area/3714 Light/47.167503356933594
Area/382 Light/9.077499389648438
Area/397 Light/7.3899993896484375
Area/3717 Light/23.030000686645508
Area/4697 Light/4.557499885559082
Area/2282 Light/25.934999465942383
Area/3903 Light/30.810001373291016
Area/2836 Light/19.037500381469727
Area/2523 Light/19.139999389648438
Area/4484 Light/7.467499732971191
Area/3385 Light/35.275001525878906
Area/5117 Light/1.1500000953674316
Area/267 Light/34.727500915527344
Area/551 Light/33.099998474121094
Area/3765 Light/5.150000095367432
Area/1756 Light/28.625
Area/4829 Light/3.487499952316284
Area/4720 Light/6.519999980926514
Area/5021 Light/0.8474999666213989
Area/5065 Light/13.772500038146973
Area/5258 Light/0.9650000333786011
Area/4991 Light/14.03499984741211
Area/4447 Light/1.4725000858306885
Area/4104 Light/31.0575008392334
Area/3288 Light/22.75749969482422
Area/777 Light/22.212501525878906
Area/3880 Light/34.42499923706055
Area/3525 Light/9.46500015258789
Area/2392 Light/51.402496337890625
Area/4358 Light/8.100000381469727
Area/582 Light/15.47249984741211
Area/5010 Light/1.0475000143051147
Area/2559 Light/40.375
Area/179 Light/16.957500457763672
Area/3307 Light/29.329999923706055
Area/3272 Light/2.9025001525878906
Area/1338 Light/21.369998931884766
Area/3875 Light/14.360000610351562
Area/1015 Light/12.8125
Area/2698 Light/10.114999771118164
Area/4321 Light/28.079999923706055
Area/2539 Light/15.510000228881836
Area/1327 Light/14.005001068115234
Area/4945 Light/0.8550000190734863
Area/3577 Light/27.63249969482422
Area/3551 Light/14.15250015258789
Area/3826 Light/39.00749969482422
Area/4983 Light/15.994999885559082
Area/2650 Light/59.21500015258789
Area/1668 Light/13.680000305175781
Area/2304 Light/50.33000183105469
Area/3773 Light/41.70000076293945
Area/2132 Light/49.79999923706055
Area/3526 Light/6.372499942779541
Area/1546 Light/40.537498474121094
Area/3936 Light/17.337499618530273
Area/46 Light/8.449999809265137
Area/841 Light/4.392499923706055
Area/3507 Light/29.419998168945312
Area/360 Light/32.834999084472656
Area/1326 Light/16.364999771118164
Area/1171 Light/18.56999969482422
Area/1089 Light/9.2475004196167
Area/1038 Light/19.332500457763672
Area/461 Light/41.55999755859375
Area/3293 Light/12.920000076293945
Area/3320 Light/30.38249969482422
Area/3951 Light/6.042500019073486
Area/3229 Light/28.045000076293945
Area/4457 Light/13.03499984741211
Area/3834 Light/42.4375
Area/347 Light/33.880001068115234
Area/3754 Light/33.12750244140625
Area/3959 Light/17.720001220703125
Area/2479 Light/62.415000915527344
Area/4334 Light/3.2249999046325684
Area/3345 Light/45.05500030517578
Area/5193 Light/0.7699999809265137
Area/3734 Light/34.22999954223633
Area/4608 Light/1.3799999952316284
Area/1410 Light/15.957500457763672
Area/2398 Light/49.82250213623047
Area/3746 Light/23.994998931884766
Area/2294 Light/89.71249389648438
Area/2605 Light/4.747499942779541
Area/3296 Light/25.34749984741211
Area/1727 Light/49.067501068115234
Area/284 Light/27.709999084472656
Area/2383 Light/47.19499969482422
Area/4195 Light/2.1700000762939453
Area/1599 Light/37.64500045776367
Area/4097 Light/3.8375000953674316
Area/1684 Light/38.94499969482422
Area/4171 Light/3.859999895095825
Area/2955 Light/31.064998626708984
Area/4624 Light/11.760000228881836
Area/2589 Light/27.967500686645508
Area/742 Light/15.135000228881836
Area/2381 Light/51.099998474121094
Area/4328 Light/36.83749771118164
Area/4172 Light/3.8550000190734863
Area/3286 Light/22.517499923706055
Area/3808 Light/22.360000610351562
Area/3760 Light/18.067501068115234
Area/633 Light/13.579999923706055
Area/3390 Light/37.10499954223633
Area/2894 Light/42.474998474121094
Area/1288 Light/21.049999237060547
Area/951 Light/22.202499389648438
Area/2848 Light/10.0600004196167
Area/4313 Light/32.48750305175781
Area/5152 Light/6.957499980926514
Area/3346 Light/39.80750274658203
Area/1515 Light/15.52750015258789
Area/1387 Light/18.792499542236328
Area/2704 Light/11.922499656677246
Area/289 Light/31.6875
Area/2054 Light/49.38500213623047
Area/4948 Light/0.9025000333786011
Area/568 Light/25.079999923706055
Area/694 Light/33.6150016784668
Area/5095 Light/1.065000057220459
Area/1291 Light/39.44499969482422
Area/144 Light/7.900000095367432
Area/154 Light/5.152500152587891
Area/4330 Light/26.48000144958496
Area/615 Light/16.184999465942383
Area/50 Light/5.987500190734863
Area/3541 Light/14.970000267028809
Area/2656 Light/45.36499786376953
Area/2005 Light/21.432498931884766
Area/115 Light/14.057499885559082
Area/3819 Light/37.067501068115234
Area/574 Light/17.302499771118164
Area/134 Light/9.787500381469727
Area/3330 Light/17.099998474121094
Area/3582 Light/22.600000381469727
Area/1877 Light/39.25749969482422
Area/1820 Light/33.01000213623047
Area/4936 Light/1.0425000190734863
Area/923 Light/7.139999866485596
Area/3361 Light/21.670000076293945
Area/3384 Light/26.807498931884766
Area/2584 Light/21.052499771118164
Area/2335 Light/30.505001068115234
Area/278 Light/19.00749969482422
Area/15 Light/10.887499809265137
Area/3391 Light/38.095001220703125
Area/3329 Light/43.40999984741211
Area/4879 Light/21.454999923706055
Area/871 Light/23.889999389648438
Area/5090 Light/1.0374999046325684
Area/4747 Light/3.6649999618530273
Area/53 Light/7.902500152587891
Area/1363 Light/37.07250213623047
Area/4798 Light/11.75
Area/1437 Light/11.487500190734863
Area/379 Light/26.900001525878906
Area/1855 Light/31.65250015258789
Area/1878 Light/37.01499938964844
Area/4746 Light/3.6475000381469727
Area/2517 Light/-1.7014115303685483e+38
Area/2297 Light/81.72999572753906
Area/2620 Light/18.887500762939453
Area/4873 Light/30.010000228881836
Area/2504 Light/32.68499755859375
Area/1765 Light/33.57749938964844
Area/495 Light/16.489999771118164
Area/5255 Light/1.0550000667572021
Area/2432 Light/15.015000343322754
Area/1930 Light/53.44000244140625
Area/3399 Light/23.422500610351562
Area/1477 Light/26.270000457763672
Area/2404 Light/79.58000183105469
Area/2371 Light/36.73249816894531
Area/26 Light/5.982500076293945
Area/2268 Light/20.677499771118164
Area/2813 Light/45.30750274658203
Area/1590 Light/23.412500381469727
Area/1788 Light/23.542499542236328
Area/611 Light/17.505001068115234
Area/391 Light/16.73499870300293
Area/2753 Light/12.672499656677246
Area/915 Light/21.479999542236328
Area/3269 Light/3.0924999713897705
Area/2037 Light/52.3125
Area/4226 Light/14.549999237060547
Area/890 Light/28.912500381469727
Area/5025 Light/0.8650000095367432
Area/5 Light/4.984999656677246
Area/2359 Light/10.575000762939453
Area/3534 Light/15.430000305175781
Area/3273 Light/2.809999942779541
Area/67 Light/9.40250015258789
Area/2957 Light/19.112499237060547
Area/4794 Light/41.182498931884766
Area/2718 Light/41.747501373291016
Area/5177 Light/1.9299999475479126
Area/1323 Light/15.80250072479248
Area/4474 Light/18.0625
Area/1250 Light/6.005000114440918
Area/714 Light/28.165000915527344
Area/1822 Light/30.360000610351562
Area/38 Light/16.357500076293945
Area/2201 Light/16.19499969482422
Area/2068 Light/29.432498931884766
Area/892 Light/31.29749870300293
Area/178 Light/40.397499084472656
Area/3337 Light/36.52000045776367
Area/1929 Light/24.21000099182129
Area/3352 Light/3.3499999046325684
Area/2920 Light/23.91499900817871
Area/4910 Light/16.05500030517578
Area/1358 Light/39.907501220703125
Area/141 Light/4.457499980926514
Area/3710 Light/15.125
Area/88 Light/4.970000267028809
Area/4168 Light/3.8874998092651367
Area/945 Light/17.25
Area/3447 Light/7.739999771118164
Area/4265 Light/30.474998474121094
Area/4562 Light/9.262499809265137
Area/1858 Light/13.65999984741211
Area/4628 Light/17.397499084472656
Area/693 Light/26.239999771118164
Area/4735 Light/13.66249942779541
Area/4911 Light/10.807499885559082
Area/1129 Light/30.959999084472656
Area/2307 Light/37.28499984741211
Area/2254 Light/34.55500030517578
Area/1851 Light/27.389999389648438
Area/1506 Light/31.26249885559082
Area/1750 Light/21.604999542236328
Area/560 Light/14.617499351501465
Area/329 Light/6.340000152587891
Area/2528 Light/5.3125
Area/1088 Light/12.202499389648438
Area/4702 Light/1.1375000476837158
Area/2852 Light/2.4375
Area/7 Light/9.242500305175781
Area/2783 Light/10.96500015258789
Area/4494 Light/20.864999771118164
Area/1686 Light/36.42000198364258
Area/4153 Light/19.377498626708984
Area/4815 Light/12.094999313354492
Area/2506 Light/26.042499542236328
Area/4228 Light/46.09000015258789
Area/1017 Light/11.8125
Area/4655 Light/16.582500457763672
Area/4533 Light/1.1299999952316284
Area/1514 Light/25.84000015258789
Area/3226 Light/31.73000144958496
Area/2252 Light/33.15999984741211
Area/2323 Light/76.39250183105469
Area/2043 Light/62.38249969482422
Area/3076 Light/27.204999923706055
Area/5139 Light/7.542500019073486
Area/773 Light/35.10000228881836
Area/1025 Light/28.045001983642578
Area/1979 Light/34.96999740600586
Area/5166 Light/1.5975000858306885
Area/3104 Light/2.1399998664855957
Area/2951 Light/21.205001831054688
Area/1180 Light/3.8975000381469727
Area/1020 Light/14.979999542236328
Area/3420 Light/35.90999984741211
Area/3082 Light/30.292499542236328
Area/3639 Light/15.0
Area/595 Light/17.977500915527344
Area/2364 Light/25.979999542236328
Area/886 Light/22.797500610351562
Area/3957 Light/8.077500343322754
Area/1567 Light/36.23999786376953
Area/1298 Light/24.892499923706055
Area/4680 Light/2.362499952316284
Area/4012 Light/4.537499904632568
Area/118 Light/11.242500305175781
Area/1690 Light/17.962499618530273
Area/3954 Light/24.082500457763672
Area/792 Light/25.25
Area/11 Light/8.802499771118164
Area/1870 Light/29.61250114440918
Area/528 Light/24.91499900817871
Area/2010 Light/23.424999237060547
Area/1947 Light/32.102500915527344
Area/1385 Light/35.86000061035156
Area/3439 Light/13.137500762939453
Area/1954 Light/49.525001525878906
Area/3763 Light/7.300000190734863
Area/444 Light/30.674999237060547
Area/926 Light/11.6875
Area/4327 Light/39.80249786376953
Area/1656 Light/36.10749816894531
Area/704 Light/33.01000213623047
Area/1575 Light/40.290000915527344
Area/2481 Light/76.27249908447266
Area/4400 Light/14.494999885559082
Area/372 Light/33.70500183105469
Area/1438 Light/13.262499809265137
Area/3421 Light/34.10750198364258
Area/1977 Light/48.46500015258789
Area/4143 Light/33.50749969482422
Area/5263 Light/0.8799999952316284
Area/3901 Light/30.80000114440918
Area/3178 Light/16.19499969482422
Area/3227 Light/25.512500762939453
Area/755 Light/15.8125
Area/2333 Light/33.787498474121094
Area/4602 Light/1.6500000953674316
Area/218 Light/10.260000228881836
Area/3171 Light/62.44499969482422
Area/1346 Light/5.769999980926514
Area/1359 Light/29.65250015258789
Area/3681 Light/6.692500114440918
Area/1431 Light/9.547500610351562
Area/2081 Light/26.029998779296875
Area/4493 Light/17.05500030517578
Area/4920 Light/1.4850000143051147
Area/1091 Light/8.375
Area/1973 Light/38.92749786376953
Area/1060 Light/18.232500076293945
Area/3637 Light/22.989999771118164
Area/1661 Light/38.68250274658203
Area/912 Light/19.18000030517578
Area/4364 Light/1.2699999809265137
Area/2299 Light/46.162498474121094
Area/3687 Light/13.682499885559082
Area/717 Light/22.684999465942383
Area/121 Light/10.604999542236328
Area/2727 Light/42.81500244140625
Area/1422 Light/24.782499313354492
Area/4946 Light/0.8774999976158142
Area/3831 Light/35.622501373291016
Area/4817 Light/22.01999855041504
Area/1568 Light/35.647499084472656
Area/5279 Light/0.9025000333786011
Area/829 Light/25.145000457763672
Area/2083 Light/14.46500015258789
Area/1571 Light/40.59749984741211
Area/1488 Light/25.36750030517578
Area/270 Light/34.542503356933594
Area/4650 Light/17.969999313354492
Area/1356 Light/34.23500061035156
Area/4705 Light/33.375
Area/1454 Light/29.75
Area/4194 Light/2.6675000190734863
Area/4250 Light/3.9125001430511475
Area/3791 Light/7.215000152587891
Area/2840 Light/25.677501678466797
Area/168 Light/2.7649998664855957
Area/228 Light/7.84999942779541
Area/2087 Light/43.45750045776367
Area/158 Light/4.599999904632568
Area/3932 Light/4.632499694824219
Area/428 Light/19.802499771118164
Area/4469 Light/10.84000015258789
Area/903 Light/23.865001678466797
Area/406 Light/7.577500343322754
Area/3294 Light/12.412500381469727
Area/2370 Light/41.95249938964844
Area/5064 Light/9.842499732971191
Area/4731 Light/22.904998779296875
Area/4148 Light/16.059999465942383
Area/2290 Light/34.54750061035156
Area/3809 Light/30.582500457763672
Area/3977 Light/9.110000610351562
Area/2073 Light/44.51499938964844
Area/3331 Light/13.155000686645508
Area/4833 Light/1.9325000047683716
Area/2065 Light/42.48749923706055
Area/2310 Light/33.46500015258789
Area/1357 Light/42.11750030517578
Area/1960 Light/45.375
Area/2518 Light/0
Area/1226 Light/32.29499816894531
Area/99 Light/11.529999732971191
Area/1079 Light/5.670000076293945
Area/3848 Light/4.755000114440918
Area/3201 Light/33.6875
Area/1964 Light/54.22999954223633
Area/54 Light/12.142499923706055
Area/4918 Light/1.5225000381469727
Area/2943 Light/9.467499732971191
Area/630 Light/34.35499954223633
Area/3899 Light/31.525001525878906
Area/1777 Light/18.372499465942383
Area/150 Light/10.742500305175781
Area/1813 Light/39.877498626708984
Area/710 Light/23.280000686645508
Area/2399 Light/57.400001525878906
Area/3934 Light/13.522500038146973
Area/3413 Light/32.05750274658203
Area/5205 Light/1.6649999618530273
Area/4741 Light/20.8700008392334
Area/738 Light/12.667499542236328
Area/4477 Light/13.109999656677246
Area/858 Light/22.93000030517578
Area/2748 Light/45.057498931884766
Area/3247 Light/17.822500228881836
Area/4766 Light/1.3600000143051147
Area/3737 Light/61.529998779296875
Area/3159 Light/27.417499542236328
Area/2687 Light/2.005000114440918
Area/4625 Light/9.517499923706055
Area/1155 Light/17.407499313354492
Area/2034 Light/38.25250244140625
Area/3833 Light/43.15250015258789
Area/1241 Light/14.437500953674316
Area/1436 Light/12.632499694824219
Area/1230 Light/19.657501220703125
Area/2768 Light/2.8350000381469727
Area/2806 Light/43.220001220703125
Area/404 Light/4.0
Area/3960 Light/32.92250061035156
Area/812 Light/16.067501068115234
Area/1419 Light/9.529999732971191
Area/1984 Light/30.40999984741211
Area/4818 Light/25.005001068115234
Area/4949 Light/0.9450000524520874
Area/932 Light/18.829999923706055
Area/1099 Light/12.53499984741211
Area/5103 Light/0.9024999737739563
Area/1293 Light/44.41749954223633
Area/3183 Light/4.162499904632568
Area/2159 Light/47.974998474121094
Area/3779 Light/4.269999980926514
Area/3295 Light/26.317501068115234
Area/875 Light/27.920000076293945
Area/1637 Light/30.772499084472656
Area/2740 Light/63.209999084472656
Area/2341 Light/19.36750030517578
Area/5188 Light/0.8450000286102295
Area/1717 Light/30.424999237060547
Area/4076 Light/22.979999542236328
Area/5274 Light/0.7799999713897705
Area/3095 Light/11.3725004196167
Area/4826 Light/21.607500076293945
Area/4649 Light/17.192501068115234
Area/3846 Light/5.552499771118164
Area/29 Light/9.815000534057617
Area/4820 Light/16.752498626708984
Area/380 Light/9.107500076293945
Area/4259 Light/2.9049999713897705
Area/2892 Light/50.002498626708984
Area/2178 Light/16.52250099182129
Area/3022 Light/1.8324999809265137
Area/2103 Light/16.15999984741211
Area/676 Light/8.242500305175781
Area/842 Light/4.5
Area/4449 Light/1.162500023841858
Area/378 Light/39.87750244140625
Area/736 Light/17.002498626708984
Area/300 Light/18.052499771118164
Area/2072 Light/28.959999084472656
Area/4359 Light/5.569999694824219
Area/3822 Light/44.51000213623047
Area/562 Light/24.154998779296875
Area/788 Light/27.397499084472656
Area/305 Light/10.342500686645508
Area/2723 Light/48.792503356933594
Area/2862 Light/7.257499694824219
Area/384 Light/24.427499771118164
Area/4414 Light/10.942500114440918
Area/133 Light/17.809999465942383
Area/1490 Light/33.18000030517578
Area/1976 Light/42.817501068115234
Area/310 Light/8.122499465942383
Area/3096 Light/13.845000267028809
Area/2405 Light/60.807498931884766
Area/2151 Light/40.03750228881836
Area/745 Light/22.24250030517578
Area/1885 Light/37.192501068115234
Area/1336 Light/6.534999847412109
Area/2266 Light/5.21999979019165
Area/721 Light/24.19499969482422
Area/3715 Light/35.810001373291016
Area/433 Light/31.619998931884766
Area/2499 Light/29.947500228881836
Area/3531 Light/5.039999961853027
Area/4792 Light/37.70500183105469
Area/5288 Light/1.4700000286102295
Area/2186 Light/33.657501220703125
Area/232 Light/5.802499771118164
Area/3353 Light/3.180000066757202
Area/1174 Light/10.342500686645508
Area/4502 Light/2.4124999046325684
Area/2488 Light/61.185001373291016
Area/3544 Light/16.267499923706055
Area/4225 Light/12.842500686645508
Area/4382 Light/21.389999389648438
Area/3316 Light/27.875
Area/1083 Light/9.492500305175781
Area/389 Light/15.667499542236328
Area/2349 Light/8.4975004196167
Area/3023 Light/1.6175000667572021
Area/1199 Light/13.460000038146973
Area/3847 Light/5.477499961853027
Area/1447 Light/25.182498931884766
Area/147 Light/3.932500123977661
Area/1519 Light/8.574999809265137
Area/2869 Light/19.497501373291016
Area/3565 Light/18.130001068115234
Area/3780 Light/19.72249984741211
Area/1278 Light/38.87750244140625
Area/2147 Light/59.4900016784668
Area/4681 Light/2.072500228881836
Area/2843 Light/23.957500457763672
Area/590 Light/6.114999771118164
Area/409 Light/13.9375
Area/4130 Light/21.122501373291016
Area/2017 Light/30.354999542236328
Area/5105 Light/0.8324999809265137
Area/1084 Light/7.149999618530273
Area/1942 Light/12.1875
Area/4289 Light/15.387500762939453
Area/482 Light/8.600000381469727
Area/3129 Light/36.26000213623047
Area/3263 Light/10.917499542236328
Area/4245 Light/35.209999084472656
Area/4050 Light/35.904998779296875
Area/2419 Light/25.389999389648438
Area/2922 Light/35.23999786376953
Area/4925 Light/1.2049999237060547
Area/3158 Light/33.0525016784668
Area/1047 Light/26.282499313354492
Area/1184 Light/22.584999084472656
Area/3304 Light/26.017499923706055
Area/2918 Light/43.75
Area/4622 Light/35.099998474121094
Area/4092 Light/4.412499904632568
Area/106 Light/11.97249984741211
Area/2091 Light/19.607498168945312
Area/4967 Light/14.765000343322754
Area/3597 Light/22.150001525878906
Area/4451 Light/1.0774999856948853
Area/3811 Light/34.57499694824219
Area/3355 Light/3.2624998092651367
Area/3045 Light/21.212499618530273
Area/2218 Light/42.727500915527344
Area/3209 Light/15.307499885559082
Area/599 Light/26.092498779296875
Area/3205 Light/22.622499465942383
Area/955 Light/32.48249816894531
Area/2477 Light/71.71749877929688
Area/4348 Light/12.897500038146973
Area/4658 Light/40.470001220703125
Area/292 Light/21.48499870300293
Area/1615 Light/12.47249984741211
Area/1229 Light/22.90999984741211
Area/3867 Light/12.547499656677246
Area/897 Light/33.290000915527344
Area/4372 Light/27.012500762939453
Area/894 Light/16.022499084472656
Area/2339 Light/22.895000457763672
Area/1039 Light/20.369998931884766
Area/3261 Light/29.612499237060547
Area/4177 Light/3.0225000381469727
Area/2368 Light/40.1775016784668
Area/3431 Light/13.289999961853027
Area/1339 Light/40.974998474121094
Area/1119 Light/28.127500534057617
Area/5082 Light/1.6175000667572021
Area/4006 Light/32.14250183105469
Area/3392 Light/39.625
Area/62 Light/5.457499980926514
Area/95 Light/9.920000076293945
Area/808 Light/30.702499389648438
