Area/1172 Carbon/279.45684814453125
Area/3427 Carbon/960.51611328125
Area/2668 Carbon/978.8195190429688
Area/4904 Carbon/510.45989990234375
Area/3871 Carbon/403.8271484375
Area/5286 Carbon/66.52345275878906
Area/393 Carbon/220.76673889160156
Area/4906 Carbon/477.6141357421875
Area/4659 Carbon/647.57958984375
Area/1639 Carbon/1127.435302734375
Area/2804 Carbon/2760.647216796875
Area/3513 Carbon/0.0
Area/4158 Carbon/1118.4002685546875
Area/2315 Carbon/5322.4345703125
Area/2587 Carbon/931.935546875
Area/4384 Carbon/570.8934326171875
Area/4433 Carbon/306.0561218261719
Area/645 Carbon/407.32403564453125
Area/4417 Carbon/0.0
Area/2501 Carbon/1002.71875
Area/3017 Carbon/0.0
Area/5194 Carbon/0.0
Area/529 Carbon/668.9299926757812
Area/1840 Carbon/846.9188232421875
Area/2683 Carbon/0.0
Area/4123 Carbon/374.1798095703125
Area/1779 Carbon/593.313232421875
Area/3424 Carbon/1125.7877197265625
Area/1844 Carbon/1356.544189453125
Area/1873 Carbon/1459.8914794921875
Area/2119 Carbon/1012.54052734375
Area/631 Carbon/785.6019287109375
Area/3075 Carbon/1951.275390625
Area/2715 Carbon/1498.8682861328125
Area/3414 Carbon/1288.7314453125
Area/1922 Carbon/635.8681640625
Area/3401 Carbon/1601.316162109375
Area/851 Carbon/852.9146118164062
Area/1409 Carbon/268.5418701171875
Area/3472 Carbon/703.2608032226562
Area/4340 Carbon/0.0
Area/4800 Carbon/295.40643310546875
Area/2516 Carbon/198.04396057128906
Area/4648 Carbon/444.5616455078125
Area/5220 Carbon/246.98863220214844
Area/4223 Carbon/411.7311096191406
Area/4307 Carbon/371.9414367675781
Area/2593 Carbon/652.8814697265625
Area/2859 Carbon/394.9750061035156
Area/824 Carbon/307.51080322265625
Area/1603 Carbon/380.9226989746094
Area/3771 Carbon/0.0
Area/2667 Carbon/1013.0742797851562
Area/983 Carbon/310.41058349609375
Area/1340 Carbon/306.169921875
Area/1036 Carbon/853.4517211914062
Area/1554 Carbon/1136.54638671875
Area/238 Carbon/175.14393615722656
Area/1266 Carbon/420.0584716796875
Area/3252 Carbon/1124.82373046875
Area/2629 Carbon/1332.2537841796875
Area/1057 Carbon/784.3328247070312
Area/4217 Carbon/783.22802734375
Area/1253 Carbon/343.6111755371094
Area/741 Carbon/391.845947265625
Area/2641 Carbon/5519.77978515625
Area/621 Carbon/820.0648803710938
Area/3471 Carbon/702.8114013671875
Area/805 Carbon/664.644775390625
Area/2115 Carbon/584.5623168945312
Area/4811 Carbon/323.41156005859375
Area/3270 Carbon/0.0
Area/4875 Carbon/1704.0877685546875
Area/2555 Carbon/5259.8349609375
Area/3993 Carbon/1231.88623046875
Area/4422 Carbon/0.0
Area/731 Carbon/352.174560546875
Area/2331 Carbon/1069.7857666015625
Area/2000 Carbon/646.7854614257812
Area/1917 Carbon/524.365234375
Area/3196 Carbon/1152.97314453125
Area/5052 Carbon/262.5020751953125
Area/2890 Carbon/2692.33544921875
Area/986 Carbon/241.88760375976562
Area/152 Carbon/127.05738067626953
Area/2336 Carbon/926.4790649414062
Area/312 Carbon/130.347900390625
Area/1943 Carbon/579.0384521484375
Area/2247 Carbon/1000.92578125
Area/733 Carbon/304.9816589355469
Area/3923 Carbon/1018.74169921875
Area/4187 Carbon/518.6453247070312
Area/3108 Carbon/746.5032958984375
Area/689 Carbon/1071.811279296875
Area/537 Carbon/810.984619140625
Area/688 Carbon/1180.57861328125
Area/5092 Carbon/0.0
Area/1703 Carbon/1085.104736328125
Area/5142 Carbon/218.21548461914062
Area/3564 Carbon/901.12890625
Area/2978 Carbon/2595.033935546875
Area/2285 Carbon/757.9884033203125
Area/4203 Carbon/314.79345703125
Area/921 Carbon/319.5418395996094
Area/407 Carbon/264.9820861816406
Area/4923 Carbon/0.0
Area/4159 Carbon/1129.213134765625
Area/4891 Carbon/242.16629028320312
Area/1704 Carbon/1215.2069091796875
Area/210 Carbon/0.0
Area/1901 Carbon/1397.6890869140625
Area/1495 Carbon/242.62472534179688
Area/2760 Carbon/666.7352905273438
Area/3430 Carbon/0.0
Area/2377 Carbon/1843.7252197265625
Area/1052 Carbon/798.5133666992188
Area/1148 Carbon/514.2009887695312
Area/4091 Carbon/0.0
Area/3656 Carbon/1337.9521484375
Area/2281 Carbon/497.33746337890625
Area/4574 Carbon/679.273193359375
Area/3043 Carbon/704.6473999023438
Area/3917 Carbon/1236.34130859375
Area/1961 Carbon/1823.298828125
Area/4429 Carbon/0.0
Area/2131 Carbon/2436.763671875
Area/3990 Carbon/1033.9212646484375
Area/4940 Carbon/0.0
Area/2710 Carbon/869.9583740234375
Area/503 Carbon/104.39664459228516
Area/2145 Carbon/3998.219970703125
Area/2913 Carbon/1707.37939453125
Area/4154 Carbon/898.908935546875
Area/3602 Carbon/0.0
Area/1314 Carbon/788.3673706054688
Area/1258 Carbon/179.01612854003906
Area/752 Carbon/424.1878356933594
Area/1178 Carbon/160.71868896484375
Area/2994 Carbon/1782.1748046875
Area/4274 Carbon/289.8450927734375
Area/632 Carbon/0.0
Area/262 Carbon/642.0739135742188
Area/545 Carbon/955.5899047851562
Area/3134 Carbon/1113.197509765625
Area/3770 Carbon/0.0
Area/1062 Carbon/458.8022155761719
Area/2713 Carbon/1216.49853515625
Area/4823 Carbon/526.9033813476562
Area/401 Carbon/188.3171844482422
Area/3302 Carbon/925.0308837890625
Area/5232 Carbon/304.0306091308594
Area/997 Carbon/423.4784851074219
Area/548 Carbon/688.9969482421875
Area/3969 Carbon/652.789794921875
Area/1882 Carbon/1910.2685546875
Area/1458 Carbon/1427.451904296875
Area/2744 Carbon/1917.5985107421875
Area/3202 Carbon/663.83056640625
Area/2459 Carbon/1441.3358154296875
Area/132 Carbon/266.600830078125
Area/5030 Carbon/0.0
Area/3164 Carbon/1260.24951171875
Area/1396 Carbon/768.9532470703125
Area/2932 Carbon/276.04638671875
Area/5155 Carbon/0.0
Area/2722 Carbon/3073.5869140625
Area/712 Carbon/910.1450805664062
Area/2608 Carbon/263.124755859375
Area/3598 Carbon/0.0
Area/3339 Carbon/1001.5928344726562
Area/2388 Carbon/5086.76708984375
Area/3048 Carbon/988.6202392578125
Area/4771 Carbon/0.0
Area/1455 Carbon/1125.967529296875
Area/365 Carbon/604.982177734375
Area/2202 Carbon/879.21923828125
Area/1550 Carbon/1122.0968017578125
Area/1520 Carbon/387.8890075683594
Area/2900 Carbon/4302.470703125
Area/1337 Carbon/373.03936767578125
Area/3065 Carbon/2846.2890625
Area/967 Carbon/820.1324462890625
Area/3305 Carbon/926.990966796875
Area/3844 Carbon/0.0
Area/3501 Carbon/1237.963623046875
Area/1516 Carbon/325.9468688964844
Area/220 Carbon/208.63600158691406
Area/240 Carbon/192.8142547607422
Area/3674 Carbon/1455.949462890625
Area/1364 Carbon/779.190673828125
Area/2974 Carbon/2105.85595703125
Area/782 Carbon/651.19580078125
Area/4342 Carbon/0.0
Area/3041 Carbon/629.2554931640625
Area/1826 Carbon/562.9423217773438
Area/641 Carbon/407.4131774902344
Area/5080 Carbon/0.0
Area/1793 Carbon/1581.67333984375
Area/5213 Carbon/534.9170532226562
Area/1710 Carbon/1618.6707763671875
Area/4291 Carbon/402.2884216308594
Area/5159 Carbon/0.0
Area/3410 Carbon/1841.722412109375
Area/4866 Carbon/0.0
Area/2427 Carbon/657.4835205078125
Area/1146 Carbon/531.4129638671875
Area/1790 Carbon/1431.2464599609375
Area/369 Carbon/740.8245849609375
Area/4133 Carbon/1003.3908081054688
Area/1270 Carbon/634.1685791015625
Area/879 Carbon/900.5263061523438
Area/2473 Carbon/5522.12255859375
Area/2568 Carbon/0.0
Area/4011 Carbon/0.0
Area/3997 Carbon/1080.0985107421875
Area/5163 Carbon/0.0
Area/2099 Carbon/778.5663452148438
Area/535 Carbon/701.5220947265625
Area/1456 Carbon/1273.8079833984375
Area/2001 Carbon/666.79248046875
Area/2672 Carbon/802.3146362304688
Area/949 Carbon/806.409423828125
Area/718 Carbon/612.796875
Area/287 Carbon/623.0722045898438
Area/3641 Carbon/631.7295532226562
Area/3532 Carbon/484.1782531738281
Area/2512 Carbon/484.7708435058594
Area/1587 Carbon/535.4441528320312
Area/1201 Carbon/893.50830078125
Area/2815 Carbon/5638.31103515625
Area/192 Carbon/425.1640625
Area/3198 Carbon/1020.3213500976562
Area/2773 Carbon/339.86993408203125
Area/4 Carbon/223.59231567382812
Area/4268 Carbon/451.91290283203125
Area/3335 Carbon/1090.9019775390625
Area/3685 Carbon/0.0
Area/1853 Carbon/643.96435546875
Area/101 Carbon/426.7575378417969
Area/2640 Carbon/4556.92724609375
Area/1874 Carbon/1564.9365234375
Area/2697 Carbon/398.4656982421875
Area/5158 Carbon/0.0
Area/2929 Carbon/449.73187255859375
Area/3336 Carbon/1126.627197265625
Area/2424 Carbon/756.2510375976562
Area/5054 Carbon/212.93115234375
Area/848 Carbon/680.986083984375
Area/4023 Carbon/684.6284790039062
Area/1675 Carbon/941.733642578125
Area/3055 Carbon/1742.7886962890625
Area/523 Carbon/1083.671875
Area/3922 Carbon/1408.056884765625
Area/89 Carbon/288.96307373046875
Area/1760 Carbon/1096.923828125
Area/3516 Carbon/0.0
Area/1622 Carbon/1220.84814453125
Area/174 Carbon/344.5009460449219
Area/1309 Carbon/841.499267578125
Area/521 Carbon/1176.594970703125
Area/4652 Carbon/440.2826232910156
Area/1886 Carbon/2425.416015625
Area/402 Carbon/188.8003387451172
Area/4757 Carbon/0.0
Area/3519 Carbon/0.0
Area/1631 Carbon/1486.1143798828125
Area/3814 Carbon/783.2955322265625
Area/377 Carbon/497.8168640136719
Area/3268 Carbon/0.0
Area/1683 Carbon/670.9782104492188
Area/156 Carbon/192.35787963867188
Area/4114 Carbon/0.0
Area/283 Carbon/577.7147216796875
Area/4791 Carbon/1620.6361083984375
Area/368 Carbon/676.6873168945312
Area/1685 Carbon/472.7991943359375
Area/2844 Carbon/556.3365478515625
Area/4552 Carbon/379.668701171875
Area/2818 Carbon/5209.197265625
Area/2514 Carbon/321.88616943359375
Area/16 Carbon/232.84524536132812
Area/3495 Carbon/1467.446044921875
Area/1238 Carbon/331.73028564453125
Area/4216 Carbon/772.5068969726562
Area/4332 Carbon/0.0
Area/1751 Carbon/371.6182556152344
Area/683 Carbon/1253.678955078125
Area/5062 Carbon/266.1931457519531
Area/1195 Carbon/718.3721313476562
Area/2402 Carbon/3114.837158203125
Area/190 Carbon/445.77264404296875
Area/4007 Carbon/0.0
Area/3753 Carbon/1541.391845703125
Area/3053 Carbon/1289.3062744140625
Area/2033 Carbon/772.500244140625
Area/4795 Carbon/732.000244140625
Area/4166 Carbon/0.0
Area/2686 Carbon/0.0
Area/1101 Carbon/573.6256713867188
Area/1344 Carbon/155.60113525390625
Area/1888 Carbon/1934.2568359375
Area/3014 Carbon/257.315673828125
Area/4031 Carbon/0.0
Area/1909 Carbon/706.4898071289062
Area/5018 Carbon/0.0
Area/4714 Carbon/501.5064697265625
Area/3211 Carbon/659.4087524414062
Area/2026 Carbon/532.8309326171875
Area/1087 Carbon/338.3741455078125
Area/1485 Carbon/806.0582275390625
Area/4573 Carbon/666.7206420898438
Area/4710 Carbon/686.6724853515625
Area/2365 Carbon/489.988037109375
Area/3850 Carbon/0.0
Area/163 Carbon/164.55096435546875
Area/3925 Carbon/0.0
Area/1259 Carbon/157.49505615234375
Area/2980 Carbon/2846.2890625
Area/349 Carbon/1136.7435302734375
Area/1604 Carbon/386.0486145019531
Area/4160 Carbon/1218.4564208984375
Area/657 Carbon/430.08941650390625
Area/2811 Carbon/5268.64111328125
Area/48 Carbon/278.41571044921875
Area/4951 Carbon/0.0
Area/936 Carbon/773.8252563476562
Area/3314 Carbon/1684.919189453125
Area/126 Carbon/414.460205078125
Area/4485 Carbon/504.1966247558594
Area/4075 Carbon/1159.9483642578125
Area/2676 Carbon/685.35693359375
Area/2635 Carbon/2674.946044921875
Area/4526 Carbon/0.0
Area/3624 Carbon/650.6277465820312
Area/3742 Carbon/1405.6883544921875
Area/1069 Carbon/241.92494201660156
Area/4814 Carbon/397.665771484375
Area/4284 Carbon/351.1453857421875
Area/3714 Carbon/873.7003173828125
Area/382 Carbon/0.0
Area/397 Carbon/211.77793884277344
Area/3717 Carbon/722.218017578125
Area/4697 Carbon/0.0
Area/2282 Carbon/504.3541259765625
Area/3903 Carbon/948.9783935546875
Area/2836 Carbon/918.0574951171875
Area/2523 Carbon/249.50054931640625
Area/4484 Carbon/496.64666748046875
Area/3385 Carbon/785.5166015625
Area/5117 Carbon/71.937744140625
Area/267 Carbon/699.3303833007812
Area/551 Carbon/504.3465270996094
Area/3765 Carbon/0.0
Area/1756 Carbon/913.40673828125
Area/4829 Carbon/0.0
Area/4720 Carbon/276.963134765625
Area/5021 Carbon/0.0
Area/5065 Carbon/371.0939025878906
Area/5258 Carbon/0.0
Area/4991 Carbon/466.22210693359375
Area/4447 Carbon/0.0
Area/4104 Carbon/656.0093383789062
Area/3288 Carbon/602.5822143554688
Area/777 Carbon/880.573486328125
Area/3880 Carbon/861.305419921875
Area/3525 Carbon/147.48248291015625
Area/2392 Carbon/5354.0634765625
Area/4358 Carbon/0.0
Area/582 Carbon/377.334228515625
Area/5010 Carbon/0.0
Area/2559 Carbon/6796.29931640625
Area/179 Carbon/507.2073059082031
Area/3307 Carbon/992.39013671875
Area/3272 Carbon/0.0
Area/1338 Carbon/381.8515625
Area/3875 Carbon/530.4876708984375
Area/1015 Carbon/524.8521118164062
Area/2698 Carbon/435.5791320800781
Area/4321 Carbon/752.9602661132812
Area/2539 Carbon/789.9364013671875
Area/1327 Carbon/185.15293884277344
Area/4945 Carbon/0.0
Area/3577 Carbon/1380.8275146484375
Area/3551 Carbon/651.4235229492188
Area/3826 Carbon/1267.2525634765625
Area/4983 Carbon/424.4820861816406
Area/2650 Carbon/8065.90380859375
Area/1668 Carbon/344.54266357421875
Area/2304 Carbon/4265.59375
Area/3773 Carbon/444.0314636230469
Area/2132 Carbon/2705.441162109375
Area/3526 Carbon/0.0
Area/1546 Carbon/1441.9774169921875
Area/3936 Carbon/0.0
Area/46 Carbon/336.6481018066406
Area/841 Carbon/212.9908447265625
Area/3507 Carbon/1298.8388671875
Area/360 Carbon/574.1954956054688
Area/1326 Carbon/177.321044921875
Area/1171 Carbon/303.13623046875
Area/1089 Carbon/189.09088134765625
Area/1038 Carbon/914.056884765625
Area/461 Carbon/741.7427978515625
Area/3293 Carbon/549.8460083007812
Area/3320 Carbon/1777.85595703125
Area/3951 Carbon/315.5050354003906
Area/3229 Carbon/1696.904541015625
Area/4457 Carbon/398.0381774902344
Area/3834 Carbon/1356.31884765625
Area/347 Carbon/948.358642578125
Area/3754 Carbon/1436.1949462890625
Area/3959 Carbon/509.1235046386719
Area/2479 Carbon/7030.69384765625
Area/4334 Carbon/0.0
Area/3345 Carbon/636.8406372070312
Area/5193 Carbon/0.0
Area/3734 Carbon/918.057373046875
Area/4608 Carbon/0.0
Area/1410 Carbon/217.79830932617188
Area/2398 Carbon/6049.11279296875
Area/3746 Carbon/1194.4598388671875
Area/2294 Carbon/2165.30126953125
Area/2605 Carbon/250.91302490234375
Area/3296 Carbon/678.65185546875
Area/1727 Carbon/1156.83251953125
Area/284 Carbon/583.1852416992188
Area/2383 Carbon/2760.8994140625
Area/4195 Carbon/0.0
Area/1599 Carbon/466.57098388671875
Area/4097 Carbon/0.0
Area/1684 Carbon/524.622314453125
Area/4171 Carbon/0.0
Area/2955 Carbon/600.2691650390625
Area/4624 Carbon/739.5572509765625
Area/2589 Carbon/816.7659912109375
Area/742 Carbon/510.5791015625
Area/2381 Carbon/2194.4423828125
Area/4328 Carbon/1222.7320556640625
Area/4172 Carbon/0.0
Area/3286 Carbon/670.7902221679688
Area/3808 Carbon/555.7440185546875
Area/3760 Carbon/0.0
Area/633 Carbon/0.0
Area/3390 Carbon/872.89990234375
Area/2894 Carbon/3950.90478515625
Area/1288 Carbon/1067.562255859375
Area/951 Carbon/773.8425903320312
Area/2848 Carbon/369.1236267089844
Area/4313 Carbon/471.8385925292969
Area/5152 Carbon/386.3308410644531
Area/3346 Carbon/0.0
Area/1515 Carbon/324.8193359375
Area/1387 Carbon/879.4388427734375
Area/2704 Carbon/572.1134643554688
Area/289 Carbon/606.748779296875
Area/2054 Carbon/2957.20654296875
Area/4948 Carbon/0.0
Area/568 Carbon/318.5154113769531
Area/694 Carbon/866.2776489257812
Area/5095 Carbon/0.0
Area/1291 Carbon/1349.37060546875
Area/144 Carbon/110.12300872802734
Area/154 Carbon/144.93069458007812
Area/4330 Carbon/901.4349365234375
Area/615 Carbon/629.9744873046875
Area/50 Carbon/191.6425323486328
Area/3541 Carbon/685.4923706054688
Area/2656 Carbon/3394.55810546875
Area/2005 Carbon/657.4614868164062
Area/115 Carbon/319.1323547363281
Area/3819 Carbon/955.723388671875
Area/574 Carbon/405.2251892089844
Area/134 Carbon/216.77244567871094
Area/3330 Carbon/1347.0185546875
Area/3582 Carbon/0.0
Area/1877 Carbon/1691.3514404296875
Area/1820 Carbon/1019.197509765625
Area/4936 Carbon/0.0
Area/923 Carbon/187.89401245117188
Area/3361 Carbon/871.8104858398438
Area/3384 Carbon/722.5172119140625
Area/2584 Carbon/1020.6278076171875
Area/2335 Carbon/943.2348022460938
Area/278 Carbon/444.603515625
Area/15 Carbon/226.66940307617188
Area/3391 Carbon/885.6128540039062
Area/3329 Carbon/1361.868408203125
Area/4879 Carbon/694.5119018554688
Area/871 Carbon/777.9945068359375
Area/5090 Carbon/0.0
Area/4747 Carbon/0.0
Area/53 Carbon/165.7947540283203
Area/1363 Carbon/760.65185546875
Area/4798 Carbon/408.8772888183594
Area/1437 Carbon/583.2802734375
Area/379 Carbon/419.0356140136719
Area/1855 Carbon/568.3468017578125
Area/1878 Carbon/1752.2608642578125
Area/4746 Carbon/0.0
Area/2517 Carbon/0.0
Area/2297 Carbon/2275.89208984375
Area/2620 Carbon/581.4974975585938
Area/4873 Carbon/2363.552734375
Area/2504 Carbon/825.5035400390625
Area/1765 Carbon/1048.3192138671875
Area/495 Carbon/385.3738098144531
Area/5255 Carbon/0.0
Area/2432 Carbon/266.611083984375
Area/1930 Carbon/1449.8741455078125
Area/3399 Carbon/1580.7847900390625
Area/1477 Carbon/834.8546142578125
Area/2404 Carbon/2522.54150390625
Area/2371 Carbon/958.6566772460938
Area/26 Carbon/240.65151977539062
Area/2268 Carbon/443.65606689453125
Area/2813 Carbon/5808.95849609375
Area/1590 Carbon/754.2926025390625
Area/1788 Carbon/1334.55029296875
Area/611 Carbon/820.5050048828125
Area/391 Carbon/233.57437133789062
Area/2753 Carbon/926.990966796875
Area/915 Carbon/630.0791625976562
Area/3269 Carbon/0.0
Area/2037 Carbon/1135.2703857421875
Area/4226 Carbon/363.09490966796875
Area/890 Carbon/623.2505493164062
Area/5025 Carbon/0.0
Area/5 Carbon/236.96823120117188
Area/2359 Carbon/319.8076477050781
Area/3534 Carbon/565.5301513671875
Area/3273 Carbon/0.0
Area/67 Carbon/100.56185150146484
Area/2957 Carbon/637.0924072265625
Area/4794 Carbon/879.1572875976562
Area/2718 Carbon/2438.438720703125
Area/5177 Carbon/0.0
Area/1323 Carbon/322.0504150390625
Area/4474 Carbon/370.020263671875
Area/1250 Carbon/261.9211730957031
Area/714 Carbon/833.8327026367188
Area/1822 Carbon/824.9442749023438
Area/38 Carbon/500.0977783203125
Area/2201 Carbon/775.7017822265625
Area/2068 Carbon/1715.8289794921875
Area/892 Carbon/550.867919921875
Area/178 Carbon/483.7434387207031
Area/3337 Carbon/1115.4674072265625
Area/1929 Carbon/1427.5426025390625
Area/3352 Carbon/0.0
Area/2920 Carbon/953.347412109375
Area/4910 Carbon/0.0
Area/1358 Carbon/740.6287231445312
Area/141 Carbon/142.58265686035156
Area/3710 Carbon/676.2322998046875
Area/88 Carbon/238.0139617919922
Area/4168 Carbon/0.0
Area/945 Carbon/722.0034790039062
Area/3447 Carbon/742.3678588867188
Area/4265 Carbon/0.0
Area/4562 Carbon/420.2740478515625
Area/1858 Carbon/549.9758911132812
Area/4628 Carbon/575.0315551757812
Area/693 Carbon/936.6607666015625
Area/4735 Carbon/435.3648681640625
Area/4911 Carbon/0.0
Area/1129 Carbon/1031.52685546875
Area/2307 Carbon/4699.8779296875
Area/2254 Carbon/884.0770263671875
Area/1851 Carbon/855.7651977539062
Area/1506 Carbon/665.1029052734375
Area/1750 Carbon/349.051025390625
Area/560 Carbon/351.9006652832031
Area/329 Carbon/204.71243286132812
Area/2528 Carbon/293.858642578125
Area/1088 Carbon/282.8797607421875
Area/4702 Carbon/0.0
Area/2852 Carbon/0.0
Area/7 Carbon/240.933837890625
Area/2783 Carbon/511.9927978515625
Area/4494 Carbon/778.818359375
Area/1686 Carbon/469.7406921386719
Area/4153 Carbon/752.9602661132812
Area/4815 Carbon/402.62933349609375
Area/2506 Carbon/760.4639892578125
Area/4228 Carbon/447.1312255859375
Area/1017 Carbon/610.0161743164062
Area/4655 Carbon/554.3925170898438
Area/4533 Carbon/0.0
Area/1514 Carbon/359.6348876953125
Area/3226 Carbon/1427.9212646484375
Area/2252 Carbon/934.35302734375
Area/2323 Carbon/1825.1708984375
Area/2043 Carbon/1932.5281982421875
Area/3076 Carbon/1833.03369140625
Area/5139 Carbon/203.85389709472656
Area/773 Carbon/984.5565795898438
Area/1025 Carbon/672.8773193359375
Area/1979 Carbon/2158.26171875
Area/5166 Carbon/0.0
Area/3104 Carbon/0.0
Area/2951 Carbon/570.3214721679688
Area/1180 Carbon/256.18414306640625
Area/1020 Carbon/697.3914184570312
Area/3420 Carbon/1161.7684326171875
Area/3082 Carbon/1474.8570556640625
Area/3639 Carbon/560.4094848632812
Area/595 Carbon/868.8114013671875
Area/2364 Carbon/427.57586669921875
Area/886 Carbon/724.3901977539062
Area/3957 Carbon/434.6323547363281
Area/1567 Carbon/1128.90625
Area/1298 Carbon/1043.154052734375
Area/4680 Carbon/105.30879974365234
Area/4012 Carbon/0.0
Area/118 Carbon/371.3323059082031
Area/1690 Carbon/442.5674133300781
Area/3954 Carbon/369.7646179199219
Area/792 Carbon/929.2640991210938
Area/11 Carbon/286.11724853515625
Area/1870 Carbon/1114.1318359375
Area/528 Carbon/800.4296264648438
Area/2010 Carbon/1044.812744140625
Area/1947 Carbon/656.3762817382812
Area/1385 Carbon/943.49755859375
Area/3439 Carbon/0.0
Area/1954 Carbon/1164.354736328125
Area/3763 Carbon/0.0
Area/444 Carbon/718.4051513671875
Area/926 Carbon/246.25323486328125
Area/4327 Carbon/1235.31591796875
Area/1656 Carbon/637.6796875
Area/704 Carbon/782.4303588867188
Area/1575 Carbon/364.0751037597656
Area/2481 Carbon/7063.00146484375
Area/4400 Carbon/526.0908813476562
Area/372 Carbon/810.4837036132812
Area/1438 Carbon/611.583984375
Area/3421 Carbon/1192.2994384765625
Area/1977 Carbon/2408.6083984375
Area/4143 Carbon/374.08135986328125
Area/5263 Carbon/0.0
Area/3901 Carbon/852.2235717773438
Area/3178 Carbon/480.3509521484375
Area/3227 Carbon/1487.476318359375
Area/755 Carbon/222.3522491455078
Area/2333 Carbon/930.678955078125
Area/4602 Carbon/0.0
Area/218 Carbon/263.5013122558594
Area/3171 Carbon/999.9945678710938
Area/1346 Carbon/176.56430053710938
Area/1359 Carbon/767.7381591796875
Area/3681 Carbon/0.0
Area/1431 Carbon/280.121337890625
Area/2081 Carbon/681.245361328125
Area/4493 Carbon/636.8584594726562
Area/4920 Carbon/0.0
Area/1091 Carbon/131.9810028076172
Area/1973 Carbon/2654.585693359375
Area/1060 Carbon/528.7300415039062
Area/3637 Carbon/590.7260131835938
Area/1661 Carbon/356.8367919921875
Area/912 Carbon/497.3059387207031
Area/4364 Carbon/0.0
Area/2299 Carbon/2713.7314453125
Area/3687 Carbon/0.0
Area/717 Carbon/0.0
Area/121 Carbon/451.0392150878906
Area/2727 Carbon/5602.5048828125
Area/1422 Carbon/443.36181640625
Area/4946 Carbon/0.0
Area/3831 Carbon/1150.03564453125
Area/4817 Carbon/438.101318359375
Area/1568 Carbon/1011.9229736328125
Area/5279 Carbon/0.0
Area/829 Carbon/618.28857421875
Area/2083 Carbon/646.8512573242188
Area/1571 Carbon/642.60791015625
Area/1488 Carbon/514.2774658203125
Area/270 Carbon/652.9833374023438
Area/4650 Carbon/444.52276611328125
Area/1356 Carbon/686.7998657226562
Area/4705 Carbon/1804.4610595703125
Area/1454 Carbon/1015.2149658203125
Area/4194 Carbon/0.0
Area/4250 Carbon/0.0
Area/3791 Carbon/557.4636840820312
Area/2840 Carbon/789.1405029296875
Area/168 Carbon/209.18650817871094
Area/228 Carbon/113.03612518310547
Area/2087 Carbon/753.587646484375
Area/158 Carbon/226.7873077392578
Area/3932 Carbon/0.0
Area/428 Carbon/871.3411865234375
Area/4469 Carbon/455.2874755859375
Area/903 Carbon/225.9435272216797
Area/406 Carbon/222.7412567138672
Area/3294 Carbon/632.4464111328125
Area/2370 Carbon/794.7120971679688
Area/5064 Carbon/312.6865539550781
Area/4731 Carbon/428.66064453125
Area/4148 Carbon/486.1620788574219
Area/2290 Carbon/1446.8875732421875
Area/3809 Carbon/623.6852416992188
Area/3977 Carbon/470.7726135253906
Area/2073 Carbon/1165.83935546875
Area/3331 Carbon/0.0
Area/4833 Carbon/0.0
Area/2065 Carbon/2436.64306640625
Area/2310 Carbon/5195.98828125
Area/1357 Carbon/702.7813720703125
Area/1960 Carbon/1819.9571533203125
Area/2518 Carbon/0.0
Area/1226 Carbon/695.471435546875
Area/99 Carbon/448.64776611328125
Area/1079 Carbon/290.3064270019531
Area/3848 Carbon/0.0
Area/3201 Carbon/733.9901123046875
Area/1964 Carbon/2072.7880859375
Area/54 Carbon/157.3023223876953
Area/4918 Carbon/0.0
Area/2943 Carbon/522.747314453125
Area/630 Carbon/813.8727416992188
Area/3899 Carbon/753.8423461914062
Area/1777 Carbon/573.37548828125
Area/150 Carbon/118.67080688476562
Area/1813 Carbon/1498.1748046875
Area/710 Carbon/924.4993286132812
Area/2399 Carbon/5137.66357421875
Area/3934 Carbon/0.0
Area/3413 Carbon/1336.7012939453125
Area/5205 Carbon/84.33761596679688
Area/4741 Carbon/475.5760498046875
Area/738 Carbon/257.9284973144531
Area/4477 Carbon/405.5164489746094
Area/858 Carbon/782.2595825195312
Area/2748 Carbon/1414.3197021484375
Area/3247 Carbon/1355.9078369140625
Area/4766 Carbon/73.6356201171875
Area/3737 Carbon/982.775634765625
Area/3159 Carbon/2016.6015625
Area/2687 Carbon/0.0
Area/4625 Carbon/655.4514770507812
Area/1155 Carbon/271.4606628417969
Area/2034 Carbon/840.214111328125
Area/3833 Carbon/1319.678466796875
Area/1241 Carbon/192.58767700195312
Area/1436 Carbon/473.7968444824219
Area/1230 Carbon/570.7848510742188
Area/2768 Carbon/0.0
Area/2806 Carbon/3529.255615234375
Area/404 Carbon/198.95626831054688
Area/3960 Carbon/585.61669921875
Area/812 Carbon/392.15771484375
Area/1419 Carbon/282.52032470703125
Area/1984 Carbon/1519.6534423828125
Area/4818 Carbon/437.742919921875
Area/4949 Carbon/0.0
Area/932 Carbon/643.2711791992188
Area/1099 Carbon/487.69183349609375
Area/5103 Carbon/0.0
Area/1293 Carbon/1342.9326171875
Area/3183 Carbon/0.0
Area/2159 Carbon/1216.1217041015625
Area/3779 Carbon/0.0
Area/3295 Carbon/652.220947265625
Area/875 Carbon/922.9368896484375
Area/1637 Carbon/1133.7724609375
Area/2740 Carbon/0.0
Area/2341 Carbon/782.203369140625
Area/5188 Carbon/0.0
Area/1717 Carbon/1557.533935546875
Area/4076 Carbon/1248.92138671875
Area/5274 Carbon/0.0
Area/3095 Carbon/417.2102355957031
