Area/1172 Pop/3465.9052734375
Area/3401 Pop/19520.341796875
Area/851 Pop/628.2984008789062
Area/1409 Pop/1562.37109375
Area/3472 Pop/2677.3056640625
Area/4340 Pop/-99999.0
Area/4800 Pop/2755.56396484375
Area/2516 Pop/-99999.0
Area/4648 Pop/1518.7874755859375
Area/5220 Pop/245.90005493164062
Area/4223 Pop/3435.9921875
Area/4307 Pop/2540.580810546875
Area/2593 Pop/4766.189453125
Area/2859 Pop/699.3045043945312
Area/824 Pop/582.8971557617188
Area/1603 Pop/9807.81640625
Area/3771 Pop/10.839332580566406
Area/2667 Pop/3035.68017578125
Area/983 Pop/1335.8387451171875
Area/1340 Pop/3201.17919921875
Area/1036 Pop/3608.853515625
Area/1554 Pop/8656.162109375
Area/238 Pop/588.388671875
Area/1266 Pop/2583.74658203125
Area/3252 Pop/5219.63330078125
Area/2629 Pop/4912.46728515625
Area/1057 Pop/3289.829833984375
Area/4217 Pop/8387.001953125
Area/1253 Pop/2201.5556640625
Area/741 Pop/436.4682922363281
Area/2641 Pop/35655.05078125
Area/621 Pop/1863.6051025390625
Area/3471 Pop/2876.826171875
Area/805 Pop/5777.6474609375
Area/2115 Pop/4763.2001953125
Area/4811 Pop/941.8532104492188
Area/3270 Pop/-99999.0
Area/4875 Pop/2550.653564453125
Area/2555 Pop/22477.39453125
Area/3993 Pop/11840.875
Area/4422 Pop/-99999.0
Area/731 Pop/2827.5703125
Area/2331 Pop/274.313232421875
Area/2000 Pop/1427.927490234375
Area/1917 Pop/5806.2802734375
Area/3196 Pop/2420.291748046875
Area/5052 Pop/603.3721313476562
Area/2890 Pop/27419.806640625
Area/986 Pop/653.05615234375
Area/152 Pop/511.2148132324219
Area/2336 Pop/2633.161376953125
Area/312 Pop/893.4678344726562
Area/1943 Pop/644.4606323242188
Area/2247 Pop/654.95458984375
Area/733 Pop/865.8710327148438
Area/3923 Pop/55.882747650146484
Area/4187 Pop/2556.890869140625
Area/3108 Pop/1773.01416015625
Area/689 Pop/1020.0762329101562
Area/537 Pop/4187.01708984375
Area/688 Pop/1177.1197509765625
Area/5092 Pop/114.2281723022461
Area/1703 Pop/5874.484375
Area/5142 Pop/1498.1651611328125
Area/3564 Pop/9157.9873046875
Area/2978 Pop/26257.611328125
Area/2285 Pop/2381.92431640625
Area/4203 Pop/370.1551818847656
Area/921 Pop/1960.666748046875
Area/407 Pop/1477.7481689453125
Area/4923 Pop/32.81615447998047
Area/4159 Pop/801.3442993164062
Area/4891 Pop/512.0037841796875
Area/1704 Pop/7944.6552734375
Area/210 Pop/1268.4100341796875
Area/1901 Pop/9038.8115234375
Area/1495 Pop/638.5323486328125
Area/2760 Pop/3156.35107421875
Area/3430 Pop/-99999.0
Area/2377 Pop/6359.6865234375
Area/1052 Pop/2864.69140625
Area/1148 Pop/5776.26171875
Area/4091 Pop/-99999.0
Area/3656 Pop/7244.85205078125
Area/2281 Pop/3087.5654296875
Area/4574 Pop/3942.248046875
Area/3043 Pop/1937.5084228515625
Area/3917 Pop/3061.19580078125
Area/1961 Pop/3096.328369140625
Area/4429 Pop/200.96217346191406
Area/2131 Pop/1542.0650634765625
Area/3990 Pop/4487.97998046875
Area/4940 Pop/-99999.0
Area/2710 Pop/2875.306396484375
Area/503 Pop/1231.9425048828125
Area/2145 Pop/25489.673828125
Area/2913 Pop/11873.4970703125
Area/4154 Pop/10128.419921875
Area/3602 Pop/-99999.0
Area/1314 Pop/4504.01513671875
Area/1258 Pop/808.3063354492188
Area/752 Pop/7807.708984375
Area/1178 Pop/745.263916015625
Area/2994 Pop/34031.28515625
Area/4274 Pop/573.349609375
Area/632 Pop/8963.73046875
Area/262 Pop/2752.31298828125
Area/545 Pop/3334.818359375
Area/3134 Pop/7860.65380859375
Area/3770 Pop/-99999.0
Area/1062 Pop/2186.5966796875
Area/2713 Pop/4137.36865234375
Area/4823 Pop/3530.091796875
Area/401 Pop/5290.0771484375
Area/3302 Pop/6268.611328125
Area/5232 Pop/963.0872802734375
Area/997 Pop/1489.0316162109375
Area/548 Pop/5277.7255859375
Area/3969 Pop/2188.64794921875
Area/1882 Pop/23542.046875
Area/1458 Pop/8047.5390625
Area/2744 Pop/14230.95703125
Area/3202 Pop/1650.8253173828125
Area/2459 Pop/6183.31298828125
Area/132 Pop/2419.919921875
Area/5030 Pop/-99999.0
Area/3164 Pop/14159.71484375
Area/1396 Pop/5297.2412109375
Area/2932 Pop/-99999.0
Area/5155 Pop/-99999.0
Area/2722 Pop/27709.568359375
Area/712 Pop/3147.938232421875
Area/2608 Pop/3914.487060546875
Area/3598 Pop/-99999.0
Area/3339 Pop/5643.091796875
Area/2388 Pop/58693.26171875
Area/3048 Pop/5686.5380859375
Area/4771 Pop/-99999.0
Area/1455 Pop/13920.3583984375
Area/365 Pop/3572.4453125
Area/2202 Pop/3837.732666015625
Area/1550 Pop/16968.13671875
Area/1520 Pop/672.921142578125
Area/2900 Pop/57435.4765625
Area/1337 Pop/2117.285888671875
Area/3065 Pop/9468.802734375
Area/967 Pop/5763.7421875
Area/3305 Pop/7740.7177734375
Area/3844 Pop/-99999.0
Area/3501 Pop/4720.3408203125
Area/1516 Pop/3874.465576171875
Area/220 Pop/578.1317749023438
Area/240 Pop/777.5020751953125
Area/3674 Pop/3186.276123046875
Area/1364 Pop/5148.45458984375
Area/2974 Pop/24010.58984375
Area/782 Pop/4837.673828125
Area/4342 Pop/-99999.0
Area/3041 Pop/999.7640380859375
Area/1826 Pop/1836.3251953125
Area/641 Pop/2228.266357421875
Area/5080 Pop/-99999.0
Area/1793 Pop/17944.939453125
Area/5213 Pop/570.173095703125
Area/1710 Pop/15599.953125
Area/4291 Pop/413.8364562988281
Area/5159 Pop/-99999.0
Area/3410 Pop/61485.56640625
Area/4866 Pop/-99999.0
Area/2427 Pop/9246.3505859375
Area/1146 Pop/2720.64306640625
Area/1790 Pop/2659.501708984375
Area/369 Pop/3744.30615234375
Area/4133 Pop/5882.7109375
Area/1270 Pop/999.0328979492188
Area/879 Pop/1726.3095703125
Area/2473 Pop/31006.6171875
Area/2568 Pop/24144.427734375
Area/4011 Pop/-99999.0
Area/3997 Pop/1737.0496826171875
Area/5163 Pop/-99999.0
Area/2099 Pop/1297.84716796875
Area/535 Pop/2413.540283203125
Area/1456 Pop/4610.36572265625
Area/2001 Pop/3570.949951171875
Area/2672 Pop/2634.19384765625
Area/949 Pop/5152.38916015625
Area/718 Pop/3105.774169921875
Area/287 Pop/10457.916015625
Area/3641 Pop/3060.333984375
Area/3532 Pop/428.01458740234375
Area/2512 Pop/6896.771484375
Area/1587 Pop/1557.4266357421875
Area/1201 Pop/7671.1806640625
Area/2815 Pop/51369.25
Area/192 Pop/2005.6844482421875
Area/3198 Pop/5471.41748046875
Area/2773 Pop/708.5922241210938
Area/4 Pop/1697.305908203125
Area/4268 Pop/856.9873046875
Area/3335 Pop/46.64289474487305
Area/3685 Pop/-99999.0
Area/1853 Pop/2307.736083984375
Area/101 Pop/2521.77587890625
Area/2640 Pop/28369.25
Area/1874 Pop/2248.111328125
Area/2697 Pop/846.7167358398438
Area/5158 Pop/-99999.0
Area/2929 Pop/1599.6558837890625
Area/3336 Pop/161.63365173339844
Area/2424 Pop/5298.6689453125
Area/5054 Pop/937.1160278320312
Area/848 Pop/633.1622314453125
Area/4023 Pop/717.8709716796875
Area/1675 Pop/4745.83642578125
Area/3055 Pop/18405.525390625
Area/523 Pop/4401.69091796875
Area/3922 Pop/2571.669677734375
Area/89 Pop/1353.959716796875
Area/1760 Pop/1472.714111328125
Area/3516 Pop/-99999.0
Area/1622 Pop/20760.919921875
Area/174 Pop/943.57373046875
Area/1309 Pop/2966.797119140625
Area/521 Pop/5563.14208984375
Area/4652 Pop/1178.4249267578125
Area/1886 Pop/18631.275390625
Area/402 Pop/1325.674560546875
Area/4757 Pop/-99999.0
Area/3519 Pop/-99999.0
Area/1631 Pop/19887.88671875
Area/3814 Pop/6100.64208984375
Area/377 Pop/3672.52392578125
Area/3268 Pop/-99999.0
Area/1683 Pop/10256.890625
Area/156 Pop/571.079345703125
Area/4114 Pop/-99999.0
Area/283 Pop/2735.4384765625
Area/4791 Pop/3322.90625
Area/368 Pop/3158.85888671875
Area/1685 Pop/3525.38623046875
Area/2844 Pop/1430.9774169921875
Area/4552 Pop/911.1290893554688
Area/2818 Pop/104316.5234375
Area/2514 Pop/1414.641845703125
Area/16 Pop/3615.2998046875
Area/3495 Pop/17918.630859375
Area/1238 Pop/1824.8463134765625
Area/4216 Pop/2931.980224609375
Area/4332 Pop/-99999.0
Area/1751 Pop/2261.409423828125
Area/683 Pop/5393.0
Area/5062 Pop/488.8084411621094
Area/1195 Pop/6244.73095703125
Area/2402 Pop/23535.794921875
Area/190 Pop/2731.951171875
Area/4007 Pop/-99999.0
Area/3753 Pop/9534.7236328125
Area/3053 Pop/10886.478515625
Area/2033 Pop/855.1446533203125
Area/4795 Pop/553.5196533203125
Area/4166 Pop/-99999.0
Area/2686 Pop/-99999.0
Area/1101 Pop/1519.9915771484375
Area/1344 Pop/1074.2955322265625
Area/1888 Pop/16443.416015625
Area/3014 Pop/121.43302917480469
Area/4031 Pop/659.1090087890625
Area/1909 Pop/431.9279479980469
Area/5018 Pop/-99999.0
Area/4714 Pop/3533.654296875
Area/3211 Pop/1867.625732421875
Area/2026 Pop/2063.1142578125
Area/1087 Pop/2628.110595703125
Area/1485 Pop/5360.30078125
Area/4573 Pop/7931.1611328125
Area/4710 Pop/5747.96435546875
Area/2365 Pop/2100.154541015625
Area/3850 Pop/-99999.0
Area/163 Pop/1235.189453125
Area/3925 Pop/-99999.0
Area/1259 Pop/1021.6018676757812
Area/2980 Pop/15035.6806640625
Area/349 Pop/13310.42578125
Area/1604 Pop/4262.7041015625
Area/4160 Pop/1202.5380859375
Area/657 Pop/1463.472412109375
Area/2811 Pop/108310.140625
Area/48 Pop/1698.4483642578125
Area/4951 Pop/51.68564224243164
Area/936 Pop/564.1392822265625
Area/3314 Pop/3174.63427734375
Area/126 Pop/828.5728149414062
Area/4485 Pop/2455.203857421875
Area/4075 Pop/918.6185913085938
Area/2676 Pop/3233.7119140625
Area/2635 Pop/24466.7421875
Area/4526 Pop/-99999.0
Area/3624 Pop/952.7628173828125
Area/3742 Pop/9525.283203125
Area/1069 Pop/1123.96240234375
Area/4814 Pop/3477.606689453125
Area/4284 Pop/361.7320556640625
Area/3714 Pop/2357.4501953125
Area/382 Pop/2422.7099609375
Area/397 Pop/958.4038696289062
Area/3717 Pop/2442.3994140625
Area/4697 Pop/-99999.0
Area/2282 Pop/3306.927978515625
Area/3903 Pop/11948.3330078125
Area/2836 Pop/3039.39013671875
Area/2523 Pop/1108.13623046875
Area/4484 Pop/2652.18310546875
Area/3385 Pop/6814.31298828125
Area/5117 Pop/669.0812377929688
Area/267 Pop/25965.076171875
Area/551 Pop/1678.3746337890625
Area/3765 Pop/-99999.0
Area/1756 Pop/2759.62548828125
Area/4829 Pop/-99999.0
Area/4720 Pop/1197.4913330078125
Area/5021 Pop/-99999.0
Area/5065 Pop/1919.2723388671875
Area/5258 Pop/-99999.0
Area/4991 Pop/239.87144470214844
Area/4447 Pop/-99999.0
Area/4104 Pop/1926.469970703125
Area/3288 Pop/2555.486083984375
Area/777 Pop/2176.42236328125
Area/3880 Pop/5543.42529296875
Area/3525 Pop/625.3585815429688
Area/2392 Pop/35763.59765625
Area/4358 Pop/222.99024963378906
Area/582 Pop/4520.6025390625
Area/5010 Pop/60.584144592285156
Area/2559 Pop/42893.8984375
Area/179 Pop/3455.559326171875
Area/3307 Pop/5995.20556640625
Area/3272 Pop/-99999.0
Area/1338 Pop/4256.62939453125
Area/3875 Pop/2639.74853515625
Area/1015 Pop/1281.4559326171875
Area/2698 Pop/1174.07666015625
Area/4321 Pop/3852.070068359375
Area/2539 Pop/5203.8994140625
Area/1327 Pop/2123.53515625
Area/4945 Pop/-99999.0
Area/3577 Pop/15601.4150390625
Area/3551 Pop/3432.797607421875
Area/3826 Pop/10852.0732421875
Area/4983 Pop/1410.860595703125
Area/2650 Pop/34138.21484375
Area/1668 Pop/991.9578247070312
Area/2304 Pop/70082.5859375
Area/3773 Pop/1464.3555908203125
Area/2132 Pop/2704.910888671875
Area/3526 Pop/238.97628784179688
Area/1546 Pop/12055.1455078125
Area/3936 Pop/279.15350341796875
Area/46 Pop/2171.078857421875
Area/841 Pop/520.2024536132812
Area/3507 Pop/6490.5146484375
Area/360 Pop/11059.8427734375
Area/1326 Pop/4502.60107421875
Area/1171 Pop/2413.59765625
Area/1089 Pop/1476.279541015625
Area/1038 Pop/5550.05126953125
Area/461 Pop/2339.23095703125
Area/3293 Pop/3564.5693359375
Area/3320 Pop/19787.615234375
Area/3951 Pop/686.4669189453125
Area/3229 Pop/11724.91796875
Area/4457 Pop/263.4712829589844
Area/3834 Pop/2285.998291015625
Area/347 Pop/4949.544921875
Area/3754 Pop/6816.41162109375
Area/3959 Pop/1445.5694580078125
Area/2479 Pop/13300.37109375
Area/4334 Pop/-99999.0
Area/3345 Pop/3159.96826171875
Area/5193 Pop/-99999.0
Area/3734 Pop/11706.64453125
Area/4608 Pop/-99999.0
Area/1410 Pop/991.6401977539062
Area/2398 Pop/70075.890625
Area/3746 Pop/3226.28515625
Area/2294 Pop/6178.6943359375
Area/2605 Pop/333.02294921875
Area/3296 Pop/2884.48681640625
Area/1727 Pop/23625.392578125
Area/284 Pop/5290.10986328125
Area/2383 Pop/6303.19873046875
Area/4195 Pop/-99999.0
Area/1599 Pop/9308.8017578125
Area/4097 Pop/-99999.0
Area/1684 Pop/4608.6796875
Area/4171 Pop/-99999.0
Area/2955 Pop/3022.689208984375
Area/4624 Pop/4687.94970703125
Area/2589 Pop/5111.7001953125
Area/742 Pop/623.8475952148438
Area/2381 Pop/3451.081787109375
Area/4328 Pop/1203.12353515625
Area/4172 Pop/-99999.0
Area/3286 Pop/4699.6923828125
Area/3808 Pop/1986.4287109375
Area/3760 Pop/-99999.0
Area/633 Pop/3512.98486328125
Area/3390 Pop/7058.05126953125
Area/2894 Pop/35828.5
Area/1288 Pop/2764.56787109375
Area/951 Pop/4102.61083984375
Area/2848 Pop/298.4697265625
Area/4313 Pop/6545.11083984375
Area/5152 Pop/1328.9166259765625
Area/3346 Pop/252.3680877685547
Area/1515 Pop/3110.746826171875
Area/1387 Pop/5728.240234375
Area/2704 Pop/3661.22998046875
Area/289 Pop/18571.25390625
Area/2054 Pop/57325.75
Area/4948 Pop/-99999.0
Area/568 Pop/3942.775390625
Area/694 Pop/7727.76904296875
Area/5095 Pop/11.410608291625977
Area/1291 Pop/18411.91015625
Area/144 Pop/598.9544677734375
Area/154 Pop/561.9215087890625
Area/4330 Pop/636.486083984375
Area/615 Pop/923.8568115234375
Area/50 Pop/515.7574462890625
Area/3541 Pop/1127.705322265625
Area/2656 Pop/15331.4130859375
Area/2005 Pop/1952.283203125
Area/115 Pop/3051.607421875
Area/3819 Pop/16712.40234375
Area/574 Pop/2820.14453125
Area/134 Pop/1056.718017578125
Area/3330 Pop/6390.83984375
Area/3582 Pop/5526.45458984375
Area/1877 Pop/4620.66748046875
Area/1820 Pop/4608.37353515625
Area/4936 Pop/-99999.0
Area/923 Pop/1100.3988037109375
Area/3361 Pop/798.3836669921875
Area/3384 Pop/3243.235107421875
Area/2584 Pop/2680.6748046875
Area/2335 Pop/2784.010009765625
Area/278 Pop/2041.09619140625
Area/15 Pop/9017.107421875
Area/3391 Pop/7264.88525390625
Area/3329 Pop/26823.791015625
Area/4879 Pop/1245.4747314453125
Area/871 Pop/2302.967041015625
Area/5090 Pop/109.86331176757812
Area/4747 Pop/-99999.0
Area/53 Pop/1774.6300048828125
Area/1363 Pop/4035.82275390625
Area/4798 Pop/8405.927734375
Area/1437 Pop/1081.7169189453125
Area/379 Pop/1587.6744384765625
Area/1855 Pop/728.1469116210938
Area/1878 Pop/3497.89111328125
Area/4746 Pop/-99999.0
Area/2517 Pop/-99999.0
Area/2297 Pop/2110.759521484375
Area/2620 Pop/4500.375
Area/4873 Pop/3044.283935546875
Area/2504 Pop/2732.490234375
Area/1765 Pop/8290.4306640625
Area/495 Pop/1602.1917724609375
Area/5255 Pop/-99999.0
Area/2432 Pop/251.61207580566406
Area/1930 Pop/3194.94677734375
Area/3399 Pop/9191.7529296875
Area/1477 Pop/6731.865234375
Area/2404 Pop/1936.35888671875
Area/2371 Pop/2530.569091796875
Area/26 Pop/1697.9327392578125
Area/2268 Pop/1078.46728515625
Area/2813 Pop/41532.72265625
Area/1590 Pop/2899.61328125
Area/1788 Pop/5081.53759765625
Area/611 Pop/5048.8701171875
Area/391 Pop/3082.247802734375
Area/2753 Pop/1455.015869140625
Area/915 Pop/692.415771484375
Area/3269 Pop/-99999.0
Area/2037 Pop/6420.64306640625
Area/4226 Pop/1186.7899169921875
Area/890 Pop/6992.47900390625
Area/5025 Pop/-99999.0
Area/5 Pop/1121.0806884765625
Area/2359 Pop/555.2030639648438
Area/3534 Pop/505.79638671875
Area/3273 Pop/-99999.0
Area/67 Pop/1044.0545654296875
Area/2957 Pop/4061.362060546875
Area/4794 Pop/848.7725219726562
Area/2718 Pop/24579.548828125
Area/5177 Pop/-99999.0
Area/1323 Pop/901.4010620117188
Area/4474 Pop/5619.078125
Area/1250 Pop/902.4051513671875
Area/714 Pop/3166.07470703125
Area/1822 Pop/8079.6728515625
Area/38 Pop/2636.336181640625
Area/2201 Pop/5018.55322265625
Area/2068 Pop/17772.9453125
Area/892 Pop/2441.795654296875
Area/178 Pop/834.6524658203125
Area/3337 Pop/209.29254150390625
Area/1929 Pop/1520.3231201171875
Area/3352 Pop/-99999.0
Area/2920 Pop/2669.24462890625
Area/4910 Pop/79.46880340576172
Area/1358 Pop/468.00848388671875
Area/141 Pop/438.2156982421875
Area/3710 Pop/3045.500732421875
Area/88 Pop/2403.626708984375
Area/4168 Pop/-99999.0
Area/945 Pop/1538.10498046875
Area/3447 Pop/724.1973876953125
Area/4265 Pop/871.8572998046875
Area/4562 Pop/2646.244384765625
Area/1858 Pop/1238.5550537109375
Area/4628 Pop/796.1878662109375
Area/693 Pop/7205.6552734375
Area/4735 Pop/1292.53173828125
Area/4911 Pop/19.01059913635254
Area/1129 Pop/3216.49853515625
Area/2307 Pop/72717.75
Area/2254 Pop/11069.1650390625
Area/1851 Pop/7341.35107421875
Area/1506 Pop/2554.024169921875
Area/1750 Pop/2279.205322265625
Area/560 Pop/893.4845581054688
Area/329 Pop/1012.0852661132812
Area/2528 Pop/896.7908935546875
Area/1088 Pop/2092.072021484375
Area/4702 Pop/-99999.0
Area/2852 Pop/-99999.0
Area/7 Pop/1240.1876220703125
Area/2783 Pop/4527.3369140625
Area/4494 Pop/13270.8828125
Area/1686 Pop/2830.858154296875
Area/4153 Pop/5097.6943359375
Area/4815 Pop/1640.7042236328125
Area/2506 Pop/3699.501953125
Area/4228 Pop/2424.070556640625
Area/1017 Pop/1521.5142822265625
Area/4655 Pop/1827.5941162109375
Area/4533 Pop/-99999.0
Area/1514 Pop/6842.08251953125
Area/3226 Pop/13454.107421875
Area/2252 Pop/6582.30859375
Area/2323 Pop/18879.7578125
Area/2043 Pop/1288.009765625
Area/3076 Pop/36627.87890625
Area/5139 Pop/317.2458190917969
Area/773 Pop/264.88336181640625
Area/1025 Pop/1516.1611328125
Area/1979 Pop/23960.49609375
Area/5166 Pop/-99999.0
Area/3104 Pop/-99999.0
Area/2951 Pop/999.7793579101562
Area/1180 Pop/1242.674560546875
Area/1020 Pop/1239.18603515625
Area/3420 Pop/2701.912109375
Area/3082 Pop/6798.83349609375
Area/3639 Pop/2560.084716796875
Area/595 Pop/724.7706298828125
Area/2364 Pop/785.1231689453125
Area/886 Pop/2095.767822265625
Area/3957 Pop/928.5769653320312
Area/1567 Pop/8018.357421875
Area/1298 Pop/12459.2490234375
Area/4680 Pop/541.6773681640625
Area/4012 Pop/-99999.0
Area/118 Pop/10304.98046875
Area/1690 Pop/3832.068603515625
Area/3954 Pop/2218.3271484375
Area/792 Pop/3960.497802734375
Area/11 Pop/3120.227294921875
Area/1870 Pop/4986.44287109375
Area/528 Pop/6323.62744140625
Area/2010 Pop/4935.19091796875
Area/1947 Pop/1544.8995361328125
Area/1385 Pop/10660.8115234375
Area/3439 Pop/75.1640396118164
Area/1954 Pop/5426.0869140625
Area/3763 Pop/-99999.0
Area/444 Pop/9725.9189453125
Area/926 Pop/1030.1820068359375
Area/4327 Pop/1141.9398193359375
Area/1656 Pop/6158.96337890625
Area/704 Pop/1060.3511962890625
Area/1575 Pop/2849.416015625
Area/2481 Pop/31195.662109375
Area/4400 Pop/5811.10791015625
Area/372 Pop/8618.47265625
Area/1438 Pop/2592.8828125
Area/3421 Pop/5317.0927734375
Area/1977 Pop/27456.607421875
Area/4143 Pop/1662.171630859375
Area/5263 Pop/-99999.0
Area/3901 Pop/4640.0400390625
Area/3178 Pop/909.1499633789062
Area/3227 Pop/14926.916015625
Area/755 Pop/3170.18994140625
Area/2333 Pop/6554.5546875
Area/4602 Pop/-99999.0
Area/218 Pop/1288.2066650390625
Area/3171 Pop/4474.4013671875
Area/1346 Pop/2041.747314453125
Area/1359 Pop/946.8770141601562
Area/3681 Pop/-99999.0
Area/1431 Pop/5965.23046875
Area/2081 Pop/572.6054077148438
Area/4493 Pop/16430.830078125
Area/4920 Pop/-99999.0
Area/1091 Pop/1398.000732421875
Area/1973 Pop/13761.744140625
Area/1060 Pop/1074.8514404296875
Area/3637 Pop/3552.981689453125
Area/1661 Pop/239.9581298828125
Area/912 Pop/2784.369873046875
Area/4364 Pop/-99999.0
Area/2299 Pop/10896.91796875
Area/3687 Pop/-99999.0
Area/717 Pop/4300.23486328125
Area/121 Pop/4027.419921875
Area/2727 Pop/36612.83984375
Area/1422 Pop/4360.07373046875
Area/4946 Pop/-99999.0
Area/3831 Pop/1423.3319091796875
Area/4817 Pop/952.2857666015625
Area/1568 Pop/5541.3193359375
Area/5279 Pop/311.3331298828125
Area/829 Pop/3012.94287109375
Area/2083 Pop/1417.1007080078125
Area/1571 Pop/1731.9395751953125
Area/1488 Pop/1476.5799560546875
Area/270 Pop/7053.76220703125
Area/4650 Pop/1105.08349609375
Area/1356 Pop/843.14501953125
Area/4705 Pop/20721.59765625
Area/1454 Pop/22913.375
Area/4194 Pop/23.47247314453125
Area/4250 Pop/-99999.0
Area/3791 Pop/741.1859741210938
Area/2840 Pop/4398.01171875
Area/168 Pop/786.7793579101562
Area/228 Pop/556.7399291992188
Area/2087 Pop/4781.775390625
Area/158 Pop/757.9949951171875
Area/3932 Pop/-99999.0
Area/428 Pop/1509.35888671875
Area/4469 Pop/4890.56298828125
Area/903 Pop/479.4921569824219
Area/406 Pop/436.8554992675781
Area/3294 Pop/2617.3037109375
Area/2370 Pop/2931.42919921875
Area/5064 Pop/1458.4486083984375
Area/4731 Pop/2317.858154296875
Area/4148 Pop/1983.61083984375
Area/2290 Pop/11137.0791015625
Area/3809 Pop/3183.35595703125
Area/3977 Pop/2037.30322265625
Area/2073 Pop/15164.654296875
Area/3331 Pop/521.5806274414062
Area/4833 Pop/-99999.0
Area/2065 Pop/14373.6279296875
Area/2310 Pop/20004.2578125
Area/1357 Pop/325.6944885253906
Area/1960 Pop/2035.776611328125
Area/2518 Pop/-99999.0
Area/1226 Pop/3752.605224609375
Area/99 Pop/3920.0498046875
Area/1079 Pop/710.8787231445312
Area/3848 Pop/-99999.0
Area/3201 Pop/3545.518310546875
Area/1964 Pop/3749.211669921875
Area/54 Pop/3433.312255859375
Area/4918 Pop/-99999.0
Area/2943 Pop/1811.34716796875
Area/630 Pop/4077.705810546875
Area/3899 Pop/5977.6181640625
Area/1777 Pop/1403.7532958984375
Area/150 Pop/803.88818359375
Area/1813 Pop/5859.24072265625
Area/710 Pop/2640.903076171875
Area/2399 Pop/41989.12890625
Area/3934 Pop/-99999.0
Area/3413 Pop/7877.0830078125
Area/5205 Pop/276.44061279296875
Area/4741 Pop/3838.561767578125
Area/738 Pop/684.654296875
Area/4477 Pop/1303.59375
Area/858 Pop/1838.71533203125
Area/2748 Pop/605.5926513671875
Area/3247 Pop/3004.440185546875
Area/4766 Pop/263.2035827636719
Area/3737 Pop/9642.4921875
Area/3159 Pop/31266.671875
Area/2687 Pop/-99999.0
Area/4625 Pop/6220.82080078125
Area/1155 Pop/685.3652954101562
Area/2034 Pop/1196.429443359375
Area/3833 Pop/2882.646240234375
Area/1241 Pop/1402.05322265625
Area/1436 Pop/674.7161254882812
Area/1230 Pop/3360.4951171875
Area/2768 Pop/-99999.0
Area/2806 Pop/22963.5
Area/404 Pop/338.96136474609375
Area/3960 Pop/1100.4888916015625
Area/812 Pop/856.4308471679688
Area/1419 Pop/1239.9324951171875
Area/1984 Pop/18598.501953125
Area/4818 Pop/845.0752563476562
Area/4949 Pop/-99999.0
Area/932 Pop/739.3150634765625
Area/1099 Pop/1311.2030029296875
Area/5103 Pop/-99999.0
Area/1293 Pop/21127.947265625
Area/3183 Pop/-99999.0
Area/2159 Pop/2230.59228515625
Area/3779 Pop/-99999.0
Area/3295 Pop/1749.3553466796875
Area/875 Pop/11412.1376953125
Area/1637 Pop/6735.61572265625
Area/2740 Pop/20251.869140625
Area/2341 Pop/6117.0869140625
Area/5188 Pop/-99999.0
Area/1717 Pop/28316.546875
Area/4076 Pop/822.1735229492188
Area/5274 Pop/-99999.0
Area/3095 Pop/1125.6353759765625
Area/4826 Pop/528.8548583984375
Area/4649 Pop/1202.6229248046875
Area/3846 Pop/-99999.0
Area/29 Pop/5216.22119140625
Area/4820 Pop/863.0045166015625
Area/380 Pop/1778.61279296875
Area/4259 Pop/-99999.0
Area/2892 Pop/32385.271484375
Area/2178 Pop/8584.025390625
Area/3022 Pop/-99999.0
Area/2103 Pop/1466.1031494140625
Area/676 Pop/1121.2298583984375
Area/842 Pop/575.2717895507812
Area/4449 Pop/-99999.0
Area/378 Pop/3737.24560546875
Area/736 Pop/744.6353149414062
Area/300 Pop/1329.5350341796875
Area/2072 Pop/16316.8583984375
Area/4359 Pop/-99999.0
Area/3822 Pop/6933.61572265625
Area/562 Pop/4426.4189453125
Area/788 Pop/2858.347900390625
Area/305 Pop/1847.0906982421875
Area/2723 Pop/28279.10546875
Area/2862 Pop/1690.3726806640625
Area/384 Pop/2821.234130859375
Area/4414 Pop/-99999.0
Area/133 Pop/2739.79931640625
Area/1490 Pop/3868.634521484375
Area/1976 Pop/20682.544921875
Area/310 Pop/1364.9361572265625
Area/3096 Pop/1188.953369140625
Area/2405 Pop/469.9682312011719
Area/2151 Pop/7602.19677734375
Area/745 Pop/3782.663330078125
Area/1885 Pop/12955.4453125
Area/1336 Pop/1538.264892578125
Area/2266 Pop/258.3614807128906
Area/721 Pop/2462.529541015625
Area/3715 Pop/3834.156982421875
Area/433 Pop/16512.443359375
Area/2499 Pop/672.6058959960938
Area/3531 Pop/601.663330078125
Area/4792 Pop/2542.8994140625
Area/5288 Pop/940.3963012695312
Area/2186 Pop/2077.406494140625
Area/232 Pop/817.6055908203125
Area/3353 Pop/-99999.0
Area/1174 Pop/1756.1834716796875
Area/4502 Pop/-99999.0
Area/2488 Pop/1267.093505859375
Area/3544 Pop/925.3147583007812
Area/4225 Pop/1196.2235107421875
Area/4382 Pop/2038.5106201171875
Area/3316 Pop/30359.142578125
Area/1083 Pop/1201.256103515625
Area/389 Pop/2622.86572265625
Area/2349 Pop/756.4852905273438
Area/3023 Pop/-99999.0
Area/1199 Pop/2212.3115234375
Area/3847 Pop/-99999.0
Area/1447 Pop/2226.9248046875
Area/147 Pop/604.6414184570312
Area/1519 Pop/1646.4229736328125
Area/2869 Pop/5260.126953125
Area/3565 Pop/6937.45947265625
Area/3780 Pop/517.140869140625
