Area/3147 GDP/126.943603515625
Area/3438 GDP/22847.638671875
Area/1341 GDP/559.8616333007812
Area/7826 GDP/19535.14453125
Area/532 GDP/15.17779541015625
Area/2503 GDP/573.8264770507812
Area/5480 GDP/10209.9453125
Area/7120 GDP/9.528892517089844
Area/8015 GDP/12612.5380859375
Area/5949 GDP/18717.14453125
Area/3836 GDP/561.384765625
Area/2734 GDP/8280.791015625
Area/4367 GDP/10000.0
Area/2764 GDP/425.7231750488281
Area/4992 GDP/581.4164428710938
Area/4091 GDP/581.4164428710938
Area/6000 GDP/10000.015625
Area/1587 GDP/477.82147216796875
Area/4135 GDP/11799.9765625
Area/4742 GDP/561.384765625
Area/1599 GDP/411.3561706542969
Area/8376 GDP/35289.21484375
Area/7351 GDP/131.32505798339844
Area/5484 GDP/25834.03125
Area/7742 GDP/166.7979736328125
Area/1557 GDP/2273.476318359375
Area/5975 GDP/10000.44921875
Area/6673 GDP/9.528892517089844
Area/8102 GDP/4845.24609375
Area/6486 GDP/5886.55517578125
Area/2129 GDP/1266.730712890625
Area/4587 GDP/20938.076171875
Area/4535 GDP/92.26817321777344
Area/3889 GDP/581.2000732421875
Area/4368 GDP/10000.0
Area/453 GDP/2.7543017864227295
Area/2174 GDP/5795.7939453125
Area/7066 GDP/4253.30712890625
Area/5715 GDP/561.384765625
Area/2636 GDP/573.9987182617188
Area/6893 GDP/26190.7421875
Area/3809 GDP/2850.46240234375
Area/1678 GDP/0.0
Area/6304 GDP/9455.94140625
Area/1617 GDP/8270.564453125
Area/8077 GDP/578.165283203125
Area/5564 GDP/10000.0
Area/2789 GDP/0.0
Area/3822 GDP/581.4164428710938
Area/351 GDP/1203.4912109375
Area/6586 GDP/10012.4892578125
Area/1728 GDP/405.2438659667969
Area/1571 GDP/458.32415771484375
Area/5778 GDP/26282.22265625
Area/2803 GDP/476.61279296875
Area/7375 GDP/36747.9765625
Area/6970 GDP/9.528892517089844
Area/2032 GDP/14832.228515625
Area/2888 GDP/13568.810546875
Area/3611 GDP/577.4822387695312
Area/4030 GDP/1993.568115234375
Area/861 GDP/1922.6204833984375
Area/5486 GDP/23634.48046875
Area/4528 GDP/1646.1361083984375
Area/529 GDP/22.75445556640625
Area/952 GDP/37008.80078125
Area/273 GDP/5829.8984375
Area/1360 GDP/7764.46728515625
Area/7213 GDP/41101.61328125
Area/1628 GDP/22380.00390625
Area/4194 GDP/21026.650390625
Area/1386 GDP/15804.63671875
Area/145 GDP/6611.3935546875
Area/5993 GDP/10223.322265625
Area/2744 GDP/428.7652587890625
Area/1553 GDP/31244.783203125
Area/5904 GDP/10061.751953125
Area/8336 GDP/10256.404296875
Area/717 GDP/1687.00830078125
Area/5248 GDP/26232.25390625
Area/7074 GDP/19542.935546875
Area/5487 GDP/10117.048828125
Area/4085 GDP/566.8614501953125
Area/1019 GDP/42651.1875
Area/4809 GDP/570.168701171875
Area/2855 GDP/0.0
Area/4818 GDP/172.70118713378906
Area/172 GDP/2.7543017864227295
Area/1181 GDP/0.0
Area/2955 GDP/430.127197265625
Area/7611 GDP/146.6675262451172
Area/2740 GDP/10091.5126953125
Area/4630 GDP/15782.4404296875
Area/4530 GDP/581.0198364257812
Area/2419 GDP/17109.2890625
Area/4861 GDP/10000.0
Area/3488 GDP/26823.4765625
Area/110 GDP/2.7543017864227295
Area/7445 GDP/10267.8583984375
Area/7722 GDP/18562.6640625
Area/3560 GDP/92.29695892333984
Area/1737 GDP/478.1925354003906
Area/2380 GDP/230.29751586914062
Area/7595 GDP/106.57821655273438
Area/1511 GDP/35456.703125
Area/2443 GDP/0.0
Area/886 GDP/147.89202880859375
Area/2719 GDP/581.4164428710938
Area/277 GDP/0.0
Area/7050 GDP/11.239645004272461
Area/2905 GDP/414.721923828125
Area/7192 GDP/9.528892517089844
Area/7361 GDP/10105.103515625
Area/4829 GDP/34572.30859375
Area/6069 GDP/10050.466796875
Area/7511 GDP/33960.5625
Area/7712 GDP/12044.669921875
Area/353 GDP/67.19104766845703
Area/490 GDP/1685.4093017578125
Area/2332 GDP/16638.748046875
Area/1483 GDP/33930.44140625
Area/1371 GDP/36710.26171875
Area/4357 GDP/431.9307861328125
Area/2663 GDP/10009.685546875
Area/2924 GDP/541.0933837890625
Area/1576 GDP/432.76580810546875
Area/623 GDP/0.0
Area/2306 GDP/581.4164428710938
Area/5037 GDP/19847.421875
Area/1966 GDP/312.81707763671875
Area/4202 GDP/1675.9716796875
Area/7450 GDP/18010.58984375
Area/3735 GDP/6890.14697265625
Area/1639 GDP/1708.81201171875
Area/1365 GDP/22159.34375
Area/7131 GDP/114.46039581298828
Area/718 GDP/82.4859390258789
Area/3598 GDP/5517.15380859375
Area/3517 GDP/43995.16015625
Area/5154 GDP/12417.1455078125
Area/4293 GDP/10194.2626953125
Area/5306 GDP/1.1859462261199951
Area/6941 GDP/975.4884643554688
Area/1314 GDP/6687.2451171875
Area/8231 GDP/227.70399475097656
Area/4253 GDP/561.4348754882812
Area/1759 GDP/42651.1875
Area/2022 GDP/581.4164428710938
Area/2642 GDP/32882.5625
Area/7965 GDP/241.88681030273438
Area/2883 GDP/479.90399169921875
Area/8349 GDP/10144.8203125
Area/1150 GDP/42600.6796875
Area/7582 GDP/14065.8974609375
Area/1035 GDP/9539.0234375
Area/8351 GDP/1770.482666015625
Area/770 GDP/12038.6474609375
Area/6010 GDP/14094.484375
Area/967 GDP/424.5865478515625
Area/7474 GDP/15538.0673828125
Area/7015 GDP/4945.8515625
Area/2103 GDP/24840.62109375
Area/4948 GDP/10171.92578125
Area/3773 GDP/27084.482421875
Area/7039 GDP/9.528892517089844
Area/3277 GDP/1984.11376953125
Area/5994 GDP/10057.966796875
Area/4482 GDP/16840.849609375
Area/1835 GDP/10257.703125
Area/5415 GDP/10109.4140625
Area/2553 GDP/5993.73583984375
Area/6254 GDP/10000.0
Area/4843 GDP/33845.4453125
Area/6109 GDP/10000.0
Area/8107 GDP/4.211707592010498
Area/7100 GDP/9062.279296875
Area/190 GDP/20563.5625
Area/1766 GDP/19921.873046875
Area/494 GDP/243.5079345703125
Area/1740 GDP/0.0
Area/4526 GDP/577.1196899414062
Area/2431 GDP/35238.84375
Area/1874 GDP/577.0094604492188
Area/1418 GDP/544.5235595703125
Area/7283 GDP/18326.365234375
Area/2697 GDP/3102.3349609375
Area/3580 GDP/486.68780517578125
Area/1675 GDP/0.0
Area/4895 GDP/22540.85546875
Area/6274 GDP/36501.3125
Area/4820 GDP/2046.7158203125
Area/6234 GDP/27299.689453125
Area/6816 GDP/10000.537109375
Area/1574 GDP/420.458251953125
Area/8042 GDP/178.4653778076172
Area/3723 GDP/9199.2607421875
Area/6218 GDP/42885.703125
Area/2178 GDP/13608.1728515625
Area/6114 GDP/10008.982421875
Area/909 GDP/0.0
Area/3934 GDP/27800.94140625
Area/1451 GDP/20744.189453125
Area/6712 GDP/5943.6552734375
Area/5609 GDP/10052.7197265625
Area/4827 GDP/24250.87890625
Area/6597 GDP/10000.0
Area/1814 GDP/282.103271484375
Area/2857 GDP/0.0
Area/436 GDP/360.3001708984375
Area/4147 GDP/9320.525390625
Area/1687 GDP/8270.564453125
Area/6509 GDP/5556.2646484375
Area/3700 GDP/15762.904296875
Area/8016 GDP/2238.19189453125
Area/6261 GDP/10000.7119140625
Area/3461 GDP/531.9083251953125
Area/1027 GDP/15395.3515625
Area/1260 GDP/1161.109375
Area/2203 GDP/492.77301025390625
Area/7894 GDP/448.258056640625
Area/2128 GDP/421.9735107421875
Area/6431 GDP/9865.64453125
Area/6024 GDP/10000.0
Area/7091 GDP/10000.0
Area/2122 GDP/559.8616333007812
Area/6705 GDP/10000.130859375
Area/1356 GDP/390.6046142578125
Area/7308 GDP/12171.630859375
Area/6230 GDP/38655.453125
Area/6929 GDP/8073.45556640625
Area/2865 GDP/0.0
Area/3286 GDP/85.24573516845703
Area/2323 GDP/42651.1875
Area/6090 GDP/10000.0
Area/8461 GDP/3849.794677734375
Area/7401 GDP/164.56759643554688
Area/5530 GDP/10000.0
Area/4211 GDP/11150.580078125
Area/247 GDP/19.618614196777344
Area/5815 GDP/10011.544921875
Area/3830 GDP/15340.17578125
Area/8054 GDP/10171.2275390625
Area/7253 GDP/13758.091796875
Area/425 GDP/777.404052734375
Area/6656 GDP/10017.2099609375
Area/2051 GDP/24581.380859375
Area/8047 GDP/506.5274353027344
Area/2374 GDP/0.0
Area/1222 GDP/42495.44921875
Area/8309 GDP/264.1904296875
Area/3230 GDP/842.8692626953125
Area/7098 GDP/10001.77734375
Area/2829 GDP/493.7419128417969
Area/8245 GDP/2.1410934925079346
Area/7076 GDP/840.4713745117188
Area/5492 GDP/10000.0
Area/7979 GDP/72.5419692993164
Area/5368 GDP/578.3936767578125
Area/1930 GDP/477.82147216796875
Area/823 GDP/29016.88671875
Area/1811 GDP/581.4164428710938
Area/1960 GDP/21048.6796875
Area/791 GDP/7009.89208984375
Area/5859 GDP/10082.91015625
Area/4868 GDP/10003.498046875
Area/7715 GDP/22189.310546875
Area/6441 GDP/28309.734375
Area/2613 GDP/37865.40625
Area/4738 GDP/9606.998046875
Area/2351 GDP/437.4197998046875
Area/4048 GDP/128.82949829101562
Area/462 GDP/7.991110801696777
Area/8241 GDP/482.9945983886719
Area/4934 GDP/10000.0
Area/5550 GDP/20585.33984375
Area/5051 GDP/44734.43359375
Area/7561 GDP/141.74041748046875
Area/2168 GDP/0.0
Area/4240 GDP/2650.76953125
Area/3789 GDP/33146.71875
Area/4744 GDP/145.62796020507812
Area/6446 GDP/36303.12109375
Area/6265 GDP/10004.51171875
Area/5473 GDP/10114.189453125
Area/7406 GDP/4489.314453125
Area/3287 GDP/995.7442016601562
Area/8330 GDP/104.80159759521484
Area/3715 GDP/29536.607421875
Area/7635 GDP/574.11767578125
Area/5204 GDP/10022.251953125
Area/4929 GDP/10000.0
Area/3717 GDP/486.68780517578125
Area/6985 GDP/43627.328125
Area/4683 GDP/10702.55078125
Area/8534 GDP/40.79255676269531
Area/8038 GDP/2.1410934925079346
Area/7514 GDP/29831.48046875
Area/195 GDP/0.0
Area/6948 GDP/10068.8974609375
Area/3768 GDP/13969.8896484375
Area/3182 GDP/565.7216186523438
Area/5669 GDP/21563.849609375
Area/5513 GDP/4973.17822265625
Area/6428 GDP/6753.12744140625
Area/5063 GDP/24509.748046875
Area/5253 GDP/10000.0
Area/2331 GDP/16638.748046875
Area/4743 GDP/561.384765625
Area/7049 GDP/9.528892517089844
Area/7984 GDP/10171.2275390625
Area/619 GDP/0.0
Area/7823 GDP/2790.420166015625
Area/4337 GDP/37228.0625
Area/2896 GDP/15115.04296875
Area/4451 GDP/10918.556640625
Area/5675 GDP/47876.8671875
Area/4839 GDP/6592.7607421875
Area/3548 GDP/10004.5615234375
Area/8504 GDP/453.3548583984375
Area/2279 GDP/405.2438659667969
Area/6086 GDP/22600.779296875
Area/6222 GDP/42885.703125
Area/3208 GDP/30280.173828125
Area/755 GDP/0.0
Area/3131 GDP/2082.59326171875
Area/6288 GDP/38104.18359375
Area/38 GDP/2.7543017864227295
Area/8340 GDP/10000.0
Area/4614 GDP/33277.1015625
Area/1526 GDP/39542.3828125
Area/8123 GDP/10001.830078125
Area/7214 GDP/14412.193359375
Area/380 GDP/1053.6788330078125
Area/3288 GDP/35467.828125
Area/7743 GDP/192.24696350097656
Area/3585 GDP/10431.8212890625
Area/1464 GDP/0.0
Area/8050 GDP/13870.5380859375
Area/8407 GDP/10000.0
Area/680 GDP/4752.56982421875
Area/8081 GDP/10241.578125
Area/1992 GDP/419.947998046875
Area/3276 GDP/9.528892517089844
Area/8369 GDP/10947.4306640625
Area/2091 GDP/581.4164428710938
Area/7995 GDP/10076.6884765625
Area/638 GDP/240.9564666748047
Area/2479 GDP/1012.0769653320312
Area/728 GDP/38723.26953125
Area/804 GDP/11368.5625
Area/5378 GDP/17.3075008392334
Area/4720 GDP/10000.0
Area/4529 GDP/572.2279052734375
Area/8214 GDP/10225.8798828125
Area/2535 GDP/25755.728515625
Area/7194 GDP/29.659332275390625
Area/5587 GDP/29034.4296875
Area/461 GDP/2.7543017864227295
Area/2597 GDP/10059.66796875
Area/8331 GDP/10340.314453125
Area/7310 GDP/44957.34375
Area/4424 GDP/48359.89453125
Area/3583 GDP/425.24578857421875
Area/1378 GDP/13396.7177734375
Area/2969 GDP/805.6109008789062
Area/1561 GDP/34969.51953125
Area/2030 GDP/5745.79541015625
Area/736 GDP/10880.0546875
Area/8130 GDP/42524.125
Area/7570 GDP/21975.271484375
Area/1929 GDP/477.82147216796875
Area/3375 GDP/5189.490234375
Area/2487 GDP/1314.40576171875
Area/7000 GDP/435.950439453125
Area/921 GDP/364.2701416015625
Area/3083 GDP/486.68780517578125
Area/7170 GDP/32894.0703125
Area/7509 GDP/28490.060546875
Area/1074 GDP/37860.49609375
Area/6872 GDP/646.0877075195312
Area/6913 GDP/10001.6962890625
Area/3242 GDP/35163.0625
Area/2930 GDP/0.0
Area/8497 GDP/1813.4033203125
Area/6648 GDP/335.47833251953125
Area/4519 GDP/581.3823852539062
Area/4930 GDP/10000.0
Area/6136 GDP/10910.4111328125
Area/8488 GDP/10062.1533203125
Area/1644 GDP/15586.15625
Area/8521 GDP/87.91154479980469
Area/7971 GDP/23.169328689575195
Area/4640 GDP/3062.118408203125
Area/5595 GDP/32995.37109375
Area/6198 GDP/10000.0
Area/5612 GDP/10000.0
Area/6917 GDP/46222.12890625
Area/4769 GDP/10082.7314453125
Area/6736 GDP/10000.0
Area/71 GDP/351.67010498046875
Area/1020 GDP/42651.1875
Area/396 GDP/2.7543017864227295
Area/3340 GDP/24073.4140625
Area/3193 GDP/577.8267822265625
Area/917 GDP/787.9854736328125
Area/2106 GDP/1365.3114013671875
Area/4804 GDP/45106.1953125
Area/8063 GDP/10176.0673828125
Area/7573 GDP/10225.3349609375
Area/6184 GDP/10000.0
Area/1234 GDP/42651.1875
Area/8408 GDP/10021.7451171875
Area/2336 GDP/511.7445983886719
Area/1918 GDP/6050.0439453125
Area/1547 GDP/7605.408203125
Area/655 GDP/2344.1533203125
Area/2702 GDP/416.1400451660156
Area/7468 GDP/9.528892517089844
Area/454 GDP/7.624424934387207
Area/135 GDP/17889.328125
Area/6382 GDP/10226.2294921875
Area/1285 GDP/472.64178466796875
Area/1413 GDP/7340.7744140625
Area/4944 GDP/42494.5234375
Area/6845 GDP/19712.57421875
Area/2827 GDP/5396.1552734375
Area/3857 GDP/18066.35546875
Area/3753 GDP/581.4164428710938
Area/180 GDP/2.7543017864227295
Area/4219 GDP/1053.6112060546875
Area/8180 GDP/2.1410934925079346
Area/3460 GDP/6238.63330078125
Area/8119 GDP/114.69046020507812
Area/5388 GDP/10369.41796875
Area/7556 GDP/460.4830017089844
Area/4258 GDP/10653.689453125
Area/6408 GDP/10000.0
Area/3342 GDP/13356.6015625
Area/4875 GDP/10003.6826171875
Area/2699 GDP/431.281494140625
Area/3926 GDP/7223.95068359375
Area/7415 GDP/409.96002197265625
Area/7698 GDP/31.589824676513672
Area/8117 GDP/64.38451385498047
Area/679 GDP/4752.56982421875
Area/6429 GDP/17857.77734375
Area/1543 GDP/30653.2109375
Area/3550 GDP/12382.044921875
Area/4803 GDP/45192.81640625
Area/1315 GDP/18049.080078125
Area/3227 GDP/16363.9287109375
Area/246 GDP/2.7543017864227295
Area/4061 GDP/463.97979736328125
Area/3687 GDP/20373.96484375
Area/440 GDP/494.9840087890625
Area/412 GDP/0.0
Area/6739 GDP/10000.0
Area/8159 GDP/282.4908142089844
Area/5558 GDP/39256.08203125
Area/1680 GDP/33446.9765625
Area/3975 GDP/561.384765625
Area/1148 GDP/4452.29931640625
Area/4255 GDP/92.26817321777344
Area/2501 GDP/581.4164428710938
Area/4878 GDP/10171.92578125
Area/7755 GDP/322.98046875
Area/5207 GDP/10079.0146484375
Area/1351 GDP/434.451171875
Area/546 GDP/559.8616333007812
Area/8160 GDP/282.4908142089844
Area/6344 GDP/36501.3125
Area/4471 GDP/32327.28125
Area/1480 GDP/410.93377685546875
Area/6160 GDP/10000.0
Area/2998 GDP/10255.0224609375
Area/6247 GDP/10000.0
Area/6640 GDP/2313.974609375
Area/7760 GDP/444.4242248535156
Area/60 GDP/0.0
Area/1012 GDP/42651.1875
Area/1304 GDP/42651.1875
Area/4772 GDP/15617.849609375
Area/327 GDP/203.48260498046875
Area/1581 GDP/2540.74560546875
Area/702 GDP/340.08038330078125
Area/6208 GDP/10003.8349609375
Area/4437 GDP/10097.3583984375
Area/6647 GDP/2898.2236328125
Area/3343 GDP/22858.416015625
Area/4204 GDP/40397.12109375
Area/4636 GDP/27331.01953125
Area/6063 GDP/7557.63232421875
Area/7996 GDP/10204.5283203125
Area/2594 GDP/26421.529296875
Area/5785 GDP/358.24664306640625
Area/2556 GDP/522.8616333007812
Area/5067 GDP/20062.220703125
Area/6781 GDP/19240.583984375
Area/5527 GDP/14662.1494140625
Area/4229 GDP/10114.5537109375
Area/8224 GDP/10264.9228515625
Area/6223 GDP/41376.5703125
Area/5485 GDP/23634.48046875
Area/1165 GDP/15744.291015625
Area/4982 GDP/930.7281494140625
Area/3469 GDP/573.8264770507812
Area/1950 GDP/581.4164428710938
Area/3422 GDP/80.29996490478516
Area/7884 GDP/14.733068466186523
Area/3545 GDP/4011.605224609375
Area/8404 GDP/23.42576026916504
Area/5150 GDP/23031.83203125
Area/7296 GDP/44800.1171875
Area/6085 GDP/28555.681640625
Area/2269 GDP/6803.6552734375
Area/2167 GDP/0.0
Area/2648 GDP/0.0
Area/2221 GDP/579.1949462890625
Area/1528 GDP/26056.416015625
Area/5352 GDP/6374.75
Area/4101 GDP/14037.0234375
Area/2298 GDP/580.4949951171875
Area/3368 GDP/10019.662109375
Area/7151 GDP/10758.806640625
Area/2399 GDP/10788.0537109375
Area/5625 GDP/10000.0
Area/7578 GDP/15324.439453125
Area/2675 GDP/38761.94921875
Area/4491 GDP/10062.9609375
Area/2874 GDP/484.3300476074219
Area/5749 GDP/44160.04296875
Area/2159 GDP/20697.453125
Area/2048 GDP/21618.15234375
Area/874 GDP/11368.5625
Area/7462 GDP/54.2504997253418
Area/592 GDP/2.7543017864227295
Area/7029 GDP/45699.29296875
Area/5880 GDP/10000.0
Area/7873 GDP/49622.79296875
Area/7808 GDP/13.760859489440918
Area/6225 GDP/15641.0634765625
Area/3008 GDP/3805.07470703125
Area/6990 GDP/16249.9267578125
Area/4223 GDP/10194.2626953125
Area/1703 GDP/9752.78125
Area/5863 GDP/10000.0
Area/2509 GDP/490.0177917480469
Area/3988 GDP/37228.0625
Area/4989 GDP/4731.49755859375
Area/6678 GDP/10003.5869140625
Area/729 GDP/26099.330078125
Area/1197 GDP/301.61151123046875
Area/6214 GDP/40093.984375
Area/1465 GDP/0.0
Area/6365 GDP/23782.43359375
Area/2614 GDP/39822.65234375
Area/6540 GDP/39112.8203125
Area/2705 GDP/578.1593017578125
Area/1279 GDP/1818.062255859375
Area/5571 GDP/16921.892578125
Area/7581 GDP/23804.328125
Area/7196 GDP/199.79588317871094
Area/5562 GDP/10045.767578125
Area/7336 GDP/5301.1396484375
Area/3855 GDP/31160.55078125
Area/1589 GDP/432.3174133300781
Area/719 GDP/6046.03759765625
Area/5987 GDP/10143.845703125
Area/8516 GDP/46539.15234375
Area/2461 GDP/20118.92578125
Area/1668 GDP/0.0
Area/2787 GDP/0.0
Area/5295 GDP/572.9710693359375
Area/4023 GDP/2968.390869140625
Area/8234 GDP/332.9884948730469
Area/4263 GDP/8412.822265625
Area/7322 GDP/23625.91015625
Area/2202 GDP/405.2438659667969
Area/1109 GDP/405.2438659667969
Area/7648 GDP/6714.1142578125
Area/8079 GDP/31997.08203125
Area/2893 GDP/32182.025390625
Area/6581 GDP/26546.455078125
Area/3236 GDP/18887.384765625
Area/1245 GDP/12560.9765625
Area/5800 GDP/35698.0390625
Area/3757 GDP/10186.5185546875
Area/6343 GDP/10003.1123046875
Area/844 GDP/334.58074951171875
Area/1408 GDP/301.61151123046875
Area/3978 GDP/147.1725311279297
Area/6476 GDP/10225.8798828125
Area/4645 GDP/11526.333984375
Area/276 GDP/691.6595458984375
Area/4516 GDP/10249.0205078125
Area/5369 GDP/562.8170776367188
Area/6566 GDP/21.512836456298828
Area/6884 GDP/1151.540283203125
Area/1424 GDP/391.53668212890625
Area/6348 GDP/10000.0
Area/6578 GDP/33219.9765625
Area/2112 GDP/17438.484375
Area/579 GDP/4420.51318359375
Area/5106 GDP/34220.0625
Area/6216 GDP/42885.703125
Area/2222 GDP/579.1949462890625
Area/2679 GDP/4078.69677734375
Area/5666 GDP/35783.51171875
Area/3105 GDP/30816.4453125
Area/5280 GDP/10266.8310546875
Area/7060 GDP/4075.943603515625
Area/1945 GDP/580.3447265625
Area/3819 GDP/581.3864135742188
Area/3750 GDP/577.8347778320312
Area/5820 GDP/48801.19140625
Area/6655 GDP/32365.41796875
Area/3306 GDP/19956.779296875
Area/4265 GDP/18132.703125
Area/410 GDP/0.0
Area/3531 GDP/6906.982421875
Area/3034 GDP/2777.6669921875
Area/6587 GDP/11983.9130859375
Area/5314 GDP/11504.8046875
Area/6740 GDP/10000.0
Area/6953 GDP/10000.0
Area/3528 GDP/481.64453125
Area/4981 GDP/11426.9404296875
Area/7870 GDP/15326.759765625
Area/7312 GDP/9.528892517089844
Area/5644 GDP/11201.201171875
Area/8282 GDP/10017.791015625
Area/2826 GDP/37082.5078125
Area/6330 GDP/10000.0
Area/3311 GDP/35163.0625
Area/5435 GDP/579.1708984375
Area/1075 GDP/37607.0234375
Area/5105 GDP/13097.2236328125
Area/6442 GDP/31084.19921875
Area/4727 GDP/10011.279296875
Area/262 GDP/21162.236328125
Area/2001 GDP/6116.8955078125
Area/7793 GDP/48306.890625
Area/3011 GDP/4694.45849609375
Area/5586 GDP/27349.806640625
Area/3298 GDP/10019.662109375
Area/6470 GDP/10041.6298828125
Area/2528 GDP/13876.6953125
Area/359 GDP/23.29094696044922
Area/8169 GDP/290.5316162109375
Area/6419 GDP/4695.65869140625
Area/4774 GDP/49048.94140625
Area/7245 GDP/9.528892517089844
Area/4634 GDP/47776.26171875
Area/4906 GDP/36395.48046875
Area/7786 GDP/9742.341796875
Area/5488 GDP/10217.705078125
Area/3250 GDP/5672.4482421875
Area/7749 GDP/9.528892517089844
Area/4360 GDP/446.1634826660156
Area/7438 GDP/11318.1953125
Area/8467 GDP/435.73968505859375
Area/5903 GDP/10000.0
Area/7651 GDP/574.2491455078125
Area/6367 GDP/1216.486083984375
Area/51 GDP/26522.26171875
Area/2424 GDP/431.9772644042969
Area/4866 GDP/37527.61328125
Area/4252 GDP/566.496826171875
Area/7753 GDP/17328.515625
Area/740 GDP/344.31683349609375
Area/7423 GDP/1468.530517578125
Area/3251 GDP/1910.7877197265625
Area/298 GDP/559.8616333007812
Area/8292 GDP/3950.130615234375
Area/5543 GDP/10000.0
Area/467 GDP/44.2588005065918
Area/6414 GDP/9.528892517089844
Area/5000 GDP/10000.0
Area/3499 GDP/37228.0625
Area/7639 GDP/12200.322265625
Area/2706 GDP/581.4164428710938
Area/7173 GDP/9.860006332397461
Area/4180 GDP/567.3121337890625
Area/2939 GDP/13041.1162109375
Area/1915 GDP/19707.96484375
Area/7736 GDP/113.38367462158203
Area/1895 GDP/6727.47021484375
Area/2653 GDP/580.0923461914062
Area/2658 GDP/0.0
Area/3534 GDP/3517.01025390625
Area/7276 GDP/225.9974822998047
Area/5192 GDP/11804.822265625
Area/2926 GDP/15202.9970703125
Area/7341 GDP/5244.09033203125
Area/806 GDP/7235.9287109375
Area/5045 GDP/10000.0
Area/6050 GDP/10000.0
Area/7403 GDP/207.68792724609375
Area/5046 GDP/47343.78125
Area/6680 GDP/48374.75
Area/7603 GDP/9.528892517089844
Area/7434 GDP/47993.6640625
Area/7072 GDP/15791.029296875
Area/6955 GDP/6812.7236328125
Area/2516 GDP/0.0
Area/3946 GDP/577.9730224609375
Area/3356 GDP/58.36842727661133
Area/733 GDP/13748.0869140625
Area/2967 GDP/18238.220703125
Area/1361 GDP/673.7236328125
Area/807 GDP/32616.01171875
Area/2680 GDP/4078.69677734375
Area/7175 GDP/9.528892517089844
Area/5776 GDP/33062.20703125
Area/6576 GDP/26215.37890625
Area/5283 GDP/756.9917602539062
Area/617 GDP/0.0
Area/2249 GDP/42651.1875
Area/4014 GDP/567.0577392578125
Area/1212 GDP/548.373046875
Area/7523 GDP/215.26075744628906
Area/1810 GDP/541.5894165039062
Area/2541 GDP/13250.396484375
Area/2907 GDP/505.35888671875
Area/6603 GDP/9.528892517089844
Area/4010 GDP/6380.17138671875
Area/4591 GDP/1260.0767822265625
Area/4848 GDP/47239.26171875
Area/6813 GDP/41826.4609375
Area/787 GDP/5740.17578125
Area/8257 GDP/66.19208526611328
Area/8405 GDP/10123.07421875
Area/7385 GDP/102.68937683105469
Area/360 GDP/149.26791381835938
Area/1797 GDP/474.55902099609375
Area/472 GDP/944.8866577148438
Area/5223 GDP/25759.1171875
Area/8228 GDP/442.7337341308594
Area/316 GDP/2.7543017864227295
Area/4533 GDP/561.384765625
Area/7236 GDP/9837.177734375
Area/2917 GDP/3039.91552734375
Area/5745 GDP/24274.39453125
Area/1716 GDP/6622.482421875
Area/2256 GDP/42651.1875
Area/5968 GDP/10071.5205078125
Area/6999 GDP/1233.611572265625
Area/1928 GDP/405.2438659667969
Area/6975 GDP/75.36530303955078
Area/3279 GDP/580.16845703125
Area/2246 GDP/309.5495910644531
Area/5022 GDP/92.26817321777344
Area/6178 GDP/10000.0
Area/1017 GDP/42651.1875
Area/1840 GDP/20927.85546875
Area/1877 GDP/577.2078247070312
Area/930 GDP/8853.0263671875
Area/5910 GDP/10066.2783203125
Area/4155 GDP/8525.150390625
Area/3347 GDP/10004.3740234375
Area/5869 GDP/15789.392578125
Area/4280 GDP/6399.53076171875
Area/4272 GDP/486.68780517578125
Area/8482 GDP/10000.0
Area/644 GDP/340.7491455078125
Area/2346 GDP/17848.59375
Area/980 GDP/372.7579040527344
Area/549 GDP/0.0
Area/972 GDP/0.0
Area/5884 GDP/10000.0
Area/3538 GDP/27582.390625
Area/2515 GDP/345.68218994140625
Area/5977 GDP/10245.06640625
Area/5032 GDP/7383.7578125
Area/622 GDP/0.0
Area/7818 GDP/17.82126235961914
Area/3284 GDP/92.26817321777344
Area/6313 GDP/34723.53125
Area/3852 GDP/10049.3505859375
Area/4264 GDP/1943.8502197265625
Area/5648 GDP/10000.0
Area/5972 GDP/10003.8740234375
Area/7703 GDP/21641.6015625
Area/3017 GDP/10737.46875
Area/5147 GDP/11802.3095703125
Area/7733 GDP/13103.5859375
Area/7825 GDP/322.98046875
Area/5958 GDP/10000.0
Area/1346 GDP/26394.94921875
Area/7694 GDP/351.6607360839844
Area/3138 GDP/5073.26025390625
Area/1239 GDP/1887.9725341796875
Area/767 GDP/0.0
Area/4457 GDP/11726.142578125
Area/6638 GDP/13051.6083984375
Area/435 GDP/310.8178405761719
Area/8105 GDP/245.83282470703125
Area/1805 GDP/571.851318359375
Area/1837 GDP/42028.23828125
Area/2124 GDP/559.8616333007812
Area/3272 GDP/624.9892578125
Area/1246 GDP/405.2438659667969
Area/2071 GDP/416.8556823730469
Area/1206 GDP/11891.916015625
Area/5155 GDP/21502.01953125
Area/7763 GDP/116.5770263671875
Area/43 GDP/23304.578125
Area/7185 GDP/9.528892517089844
Area/1682 GDP/23384.865234375
Area/3073 GDP/0.0
Area/5762 GDP/10000.0
Area/745 GDP/2.7543017864227295
Area/7280 GDP/29890.73046875
Area/3243 GDP/25077.150390625
Area/5653 GDP/20807.73046875
Area/4501 GDP/7531.60400390625
Area/6479 GDP/10000.7255859375
Area/1667 GDP/0.0
Area/2902 GDP/410.20709228515625
Area/7839 GDP/46.26818084716797
