Area/3147 Light/12.6225004196167
Area/939 Light/24.143749237060547
Area/7598 Light/2.7637500762939453
Area/4523 Light/13.196249961853027
Area/932 Light/8.883749961853027
Area/1250 Light/12.84000015258789
Area/1506 Light/14.635000228881836
Area/1917 Light/9.859999656677246
Area/8373 Light/3.757500171661377
Area/6017 Light/16.87874984741211
Area/7589 Light/20.85249900817871
Area/3322 Light/12.299999237060547
Area/5709 Light/15.702499389648438
Area/6449 Light/12.538749694824219
Area/4 Light/3.12250018119812
Area/2844 Light/4.693750381469727
Area/2382 Light/6.300000190734863
Area/6318 Light/80.8687515258789
Area/1614 Light/15.25
Area/6873 Light/26.790000915527344
Area/6592 Light/22.38249969482422
Area/6557 Light/47.18000030517578
Area/7813 Light/3.5875000953674316
Area/2463 Light/9.795000076293945
Area/7544 Light/5.497500419616699
Area/4026 Light/7.832499980926514
Area/7444 Light/16.332500457763672
Area/2478 Light/8.854999542236328
Area/4320 Light/6.173749923706055
Area/7732 Light/10.631250381469727
Area/7345 Light/3.1150002479553223
Area/4307 Light/10.154999732971191
Area/5320 Light/28.17125129699707
Area/5184 Light/29.477500915527344
Area/304 Light/5.677499771118164
Area/1642 Light/10.630000114440918
Area/1287 Light/13.598750114440918
Area/3369 Light/7.25
Area/7224 Light/12.485000610351562
Area/1203 Light/6.368749618530273
Area/4461 Light/4.918749809265137
Area/1507 Light/8.457500457763672
Area/534 Light/1.4350000619888306
Area/3660 Light/28.669998168945312
Area/7010 Light/16.625
Area/4746 Light/29.048751831054688
Area/4089 Light/8.854999542236328
Area/8032 Light/8.170000076293945
Area/5852 Light/45.55500030517578
Area/6738 Light/38.83250045776367
Area/450 Light/9.918750762939453
Area/6321 Light/31.25
Area/8341 Light/16.229999542236328
Area/4928 Light/35.34250259399414
Area/7043 Light/3.1200003623962402
Area/1293 Light/24.131248474121094
Area/5333 Light/23.544998168945312
Area/2941 Light/5.729999542236328
Area/3476 Light/13.651250839233398
Area/2708 Light/5.835000038146973
Area/6003 Light/34.22624969482422
Area/4411 Light/17.475000381469727
Area/3515 Light/16.97624969482422
Area/2667 Light/12.801249504089355
Area/1485 Light/17.483749389648438
Area/7739 Light/2.262500047683716
Area/314 Light/11.2475004196167
Area/5687 Light/43.588748931884766
Area/6071 Light/23.947500228881836
Area/8004 Light/16.251251220703125
Area/3972 Light/21.024999618530273
Area/5768 Light/32.04875183105469
Area/7207 Light/2.4124999046325684
Area/4179 Light/5.351249694824219
Area/1664 Light/3.3424997329711914
Area/1812 Light/2.663749933242798
Area/7676 Light/2.1549997329711914
Area/2576 Light/19.676250457763672
Area/7033 Light/4.052499771118164
Area/8530 Light/1.5037500858306885
Area/1313 Light/4.920000076293945
Area/8466 Light/1.3012499809265137
Area/7623 Light/6.49500036239624
Area/6240 Light/30.310001373291016
Area/5680 Light/21.690000534057617
Area/1807 Light/3.565000057220459
Area/8509 Light/3.2825000286102295
Area/2898 Light/7.25124979019165
Area/8080 Light/8.723750114440918
Area/4690 Light/18.453750610351562
Area/7529 Light/1.9325000047683716
Area/3832 Light/18.22624969482422
Area/1943 Light/3.2674999237060547
Area/5611 Light/28.77375030517578
Area/3414 Light/22.279998779296875
Area/6360 Light/17.637500762939453
Area/1498 Light/20.716249465942383
Area/1676 Light/0
Area/4704 Light/17.252498626708984
Area/4936 Light/15.787500381469727
Area/5332 Light/24.28874969482422
Area/5905 Light/34.17749786376953
Area/6430 Light/14.425000190734863
Area/1893 Light/7.527500152587891
Area/3615 Light/12.270000457763672
Area/567 Light/9.076250076293945
Area/941 Light/31.227500915527344
Area/4009 Light/15.333748817443848
Area/66 Light/0
Area/2420 Light/6.006249904632568
Area/2364 Light/4.737500190734863
Area/1278 Light/19.468748092651367
Area/4741 Light/5.585000038146973
Area/1448 Light/18.0
Area/5701 Light/24.143749237060547
Area/6505 Light/38.87000274658203
Area/4594 Light/21.151248931884766
Area/6390 Light/30.0625
Area/8382 Light/3.7062501907348633
Area/6127 Light/33.54875183105469
Area/6393 Light/21.118749618530273
Area/4824 Light/16.21500015258789
Area/4467 Light/6.643750190734863
Area/3463 Light/13.576250076293945
Area/2987 Light/18.665000915527344
Area/2533 Light/7.653749942779541
Area/3871 Light/11.29625129699707
Area/44 Light/2.5137500762939453
Area/1468 Light/0
Area/5313 Light/12.405000686645508
Area/3864 Light/10.639999389648438
Area/4315 Light/7.90625
Area/6394 Light/25.08500099182129
Area/7152 Light/10.65625
Area/7970 Light/2.1675000190734863
Area/2496 Light/6.053750038146973
Area/4844 Light/15.748749732971191
Area/235 Light/10.190000534057617
Area/1071 Light/7.691249847412109
Area/4303 Light/18.4424991607666
Area/4392 Light/5.286250114440918
Area/7918 Light/5.872499942779541
Area/5633 Light/29.122499465942383
Area/2678 Light/16.118749618530273
Area/5030 Light/16.823749542236328
Area/5282 Light/13.102499961853027
Area/255 Light/1.4112498760223389
Area/2783 Light/10.08375072479248
Area/1822 Light/9.447500228881836
Area/4500 Light/14.065000534057617
Area/2195 Light/6.31374979019165
Area/1733 Light/3.5174999237060547
Area/6181 Light/44.216251373291016
Area/6523 Light/18.69624900817871
Area/5556 Light/33.61125183105469
Area/7147 Light/8.901249885559082
Area/5116 Light/23.087499618530273
Area/3064 Light/18.651248931884766
Area/3240 Light/18.43000030517578
Area/2214 Light/4.126250267028809
Area/7352 Light/10.6875
Area/4362 Light/12.8125
Area/2120 Light/18.649999618530273
Area/2922 Light/5.382500171661377
Area/4083 Light/6.364999771118164
Area/5402 Light/25.956249237060547
Area/1045 Light/0
Area/3061 Light/7.411250114440918
Area/4748 Light/14.005000114440918
Area/3188 Light/5.085000038146973
Area/4361 Light/7.685000419616699
Area/6572 Light/31.564998626708984
Area/7233 Light/27.064998626708984
Area/1765 Light/16.857500076293945
Area/7586 Light/14.366250038146973
Area/6857 Light/12.605001449584961
Area/1422 Light/5.619999885559082
Area/1603 Light/2.2362499237060547
Area/4675 Light/52.99749755859375
Area/2635 Light/6.942500114440918
Area/7910 Light/9.132499694824219
Area/8492 Light/30.557498931884766
Area/1399 Light/0
Area/5438 Light/21.467498779296875
Area/517 Light/13.970000267028809
Area/8060 Light/11.732500076293945
Area/6252 Light/34.529998779296875
Area/2727 Light/0
Area/6070 Light/19.891250610351562
Area/2507 Light/10.800000190734863
Area/5641 Light/8.837499618530273
Area/2013 Light/2.9200000762939453
Area/400 Light/10.980001449584961
Area/3918 Light/20.282499313354492
Area/1335 Light/22.3075008392334
Area/3018 Light/5.721250057220459
Area/5321 Light/30.936248779296875
Area/4059 Light/19.10125160217285
Area/5159 Light/7.2987494468688965
Area/5165 Light/25.703750610351562
Area/1458 Light/17.193748474121094
Area/1872 Light/4.170000076293945
Area/5140 Light/17.482500076293945
Area/8460 Light/2.0799999237060547
Area/6613 Light/7.948750019073486
Area/5801 Light/26.118749618530273
Area/6565 Light/9.623750686645508
Area/7985 Light/11.359999656677246
Area/3394 Light/18.681249618530273
Area/4617 Light/41.16625213623047
Area/352 Light/3.510000228881836
Area/1066 Light/8.142499923706055
Area/128 Light/0
Area/4644 Light/6.928750038146973
Area/5922 Light/43.37750244140625
Area/7662 Light/10.760000228881836
Area/1254 Light/0
Area/2979 Light/6.366250038146973
Area/7448 Light/12.082500457763672
Area/5170 Light/17.635000228881836
Area/1799 Light/3.7325000762939453
Area/3826 Light/20.459999084472656
Area/7013 Light/27.684999465942383
Area/4071 Light/11.727499961853027
Area/3552 Light/17.076250076293945
Area/5012 Light/13.282499313354492
Area/5107 Light/17.301250457763672
Area/2228 Light/5.445000171661377
Area/3050 Light/5.821249961853027
Area/7188 Light/4.767499923706055
Area/3210 Light/13.68375015258789
Area/4340 Light/14.704999923706055
Area/2065 Light/4.768749713897705
Area/7487 Light/7.597500324249268
Area/2075 Light/7.642499923706055
Area/788 Light/3.6962499618530273
Area/4407 Light/27.474998474121094
Area/8052 Light/14.90999984741211
Area/73 Light/3.7249999046325684
Area/7789 Light/6.963749885559082
Area/2578 Light/0
Area/3238 Light/10.305000305175781
Area/3839 Light/26.236251831054688
Area/2717 Light/0
Area/3716 Light/9.269999504089355
Area/1726 Light/13.364999771118164
Area/1666 Light/2.84125018119812
Area/3088 Light/5.032500267028809
Area/7226 Light/16.282501220703125
Area/1449 Light/19.09375
Area/377 Light/6.831250190734863
Area/8010 Light/9.233749389648438
Area/1632 Light/14.315000534057617
Area/83 Light/1.8187499046325684
Area/5447 Light/28.15250015258789
Area/8263 Light/6.872500419616699
Area/7626 Light/2.1449999809265137
Area/8384 Light/4.939999580383301
Area/7940 Light/13.19124984741211
Area/68 Light/0
Area/401 Light/11.467499732971191
Area/3274 Light/8.327499389648438
Area/2378 Light/0
Area/709 Light/5.921249866485596
Area/8394 Light/1.4925000667572021
Area/4109 Light/8.880000114440918
Area/4917 Light/17.287500381469727
Area/3898 Light/23.795000076293945
Area/5963 Light/22.779998779296875
Area/234 Light/3.716249942779541
Area/1188 Light/0
Area/2859 Light/0
Area/887 Light/10.315000534057617
Area/1058 Light/5.244999885559082
Area/6522 Light/20.841249465942383
Area/4352 Light/19.02750015258789
Area/5690 Light/30.270000457763672
Area/5425 Light/27.455001831054688
Area/3057 Light/10.389999389648438
Area/6886 Light/12.176250457763672
Area/3998 Light/7.146249771118164
Area/4068 Light/6.534999847412109
Area/1284 Light/15.077499389648438
Area/3493 Light/8.585000038146973
Area/8143 Light/38.04374694824219
Area/7525 Light/3.1887500286102295
Area/5450 Light/10.693750381469727
Area/1257 Light/0
Area/2404 Light/9.014999389648438
Area/2790 Light/0
Area/997 Light/11.446249961853027
Area/4791 Light/38.689998626708984
Area/4725 Light/31.581249237060547
Area/8310 Light/4.353749752044678
Area/4129 Light/12.610000610351562
Area/991 Light/2.788750171661377
Area/6255 Light/39.162498474121094
Area/5361 Light/14.850000381469727
Area/5330 Light/29.447500228881836
Area/2700 Light/9.721250534057617
Area/6942 Light/29.957502365112305
Area/4435 Light/9.837499618530273
Area/4585 Light/38.556251525878906
Area/2452 Light/6.419999599456787
Area/2819 Light/21.889999389648438
Area/3834 Light/15.139999389648438
Area/7952 Light/2.3212502002716064
Area/8484 Light/23.5674991607666
Area/896 Light/2.6237499713897705
Area/4055 Light/20.35875129699707
Area/3385 Light/15.011250495910645
Area/4427 Light/7.490000247955322
Area/8397 Light/1.0724999904632568
Area/5163 Light/41.7087516784668
Area/3214 Light/3.7024998664855957
Area/8354 Light/209.94876098632812
Area/7564 Light/3.802500009536743
Area/8002 Light/22.092498779296875
Area/3263 Light/7.262499809265137
Area/1180 Light/7.71750020980835
Area/8308 Light/17.411251068115234
Area/4300 Light/30.161251068115234
Area/1560 Light/15.851249694824219
Area/7758 Light/4.502500057220459
Area/518 Light/12.241249084472656
Area/1662 Light/4.095000267028809
Area/6471 Light/22.661251068115234
Area/3438 Light/4.21999979019165
Area/1341 Light/4.37375020980835
Area/7826 Light/4.413749694824219
Area/532 Light/1.661250114440918
Area/2503 Light/7.368750095367432
Area/5480 Light/18.860000610351562
Area/7120 Light/4.225000381469727
Area/8015 Light/6.483750343322754
Area/5949 Light/16.260000228881836
Area/3836 Light/8.029999732971191
Area/2734 Light/7.756249904632568
Area/4367 Light/15.571249961853027
Area/2764 Light/7.119999885559082
Area/4992 Light/33.372501373291016
Area/4091 Light/7.5199995040893555
Area/6000 Light/12.09000015258789
Area/1587 Light/7.460000038146973
Area/4135 Light/15.394999504089355
Area/4742 Light/6.00624942779541
Area/1599 Light/0
Area/8376 Light/12.518749237060547
Area/7351 Light/8.27750015258789
Area/5484 Light/17.9375
Area/7742 Light/2.444999933242798
Area/1557 Light/12.223749160766602
Area/5975 Light/38.060001373291016
Area/6673 Light/8.112500190734863
Area/8102 Light/3.565000057220459
Area/6486 Light/40.22374725341797
Area/2129 Light/5.394999980926514
Area/4587 Light/24.5625
Area/4535 Light/25.470001220703125
Area/3889 Light/16.47749900817871
Area/4368 Light/26.803749084472656
Area/453 Light/2.951249837875366
Area/2174 Light/8.661249160766602
Area/7066 Light/5.59874963760376
Area/5715 Light/13.477499008178711
Area/2636 Light/5.150000095367432
Area/6893 Light/11.487499237060547
Area/3809 Light/10.62125015258789
Area/1678 Light/0
Area/6304 Light/13.220000267028809
Area/1617 Light/18.91499900817871
Area/8077 Light/10.501250267028809
Area/5564 Light/25.677499771118164
Area/2789 Light/0
Area/3822 Light/16.079999923706055
Area/351 Light/4.587499618530273
Area/6586 Light/22.793750762939453
Area/1728 Light/5.168749809265137
Area/1571 Light/6.336250305175781
Area/5778 Light/16.27750015258789
Area/2803 Light/5.477499961853027
Area/7375 Light/18.111249923706055
Area/6970 Light/3.0875000953674316
Area/2032 Light/6.823750019073486
Area/2888 Light/13.572500228881836
Area/3611 Light/6.546250343322754
Area/4030 Light/6.977499961853027
Area/861 Light/10.25
Area/5486 Light/23.837499618530273
Area/4528 Light/6.052499771118164
Area/529 Light/1.9249999523162842
Area/952 Light/14.045000076293945
Area/273 Light/0
Area/1360 Light/13.444999694824219
Area/7213 Light/15.948749542236328
Area/1628 Light/17.779998779296875
Area/4194 Light/11.623749732971191
Area/1386 Light/15.810001373291016
Area/145 Light/3.7487499713897705
Area/5993 Light/39.39125061035156
Area/2744 Light/5.116250038146973
Area/1553 Light/19.637500762939453
Area/5904 Light/25.655000686645508
Area/8336 Light/14.297499656677246
Area/717 Light/3.317500114440918
Area/5248 Light/19.279998779296875
Area/7074 Light/22.7137508392334
Area/5487 Light/25.080001831054688
Area/4085 Light/5.670000076293945
Area/1019 Light/21.486251831054688
Area/4809 Light/11.389999389648438
Area/2855 Light/0
Area/4818 Light/10.917499542236328
Area/172 Light/1.596250057220459
Area/1181 Light/7.908750057220459
Area/2955 Light/8.395000457763672
Area/7611 Light/2.5637500286102295
Area/2740 Light/6.731250286102295
Area/4630 Light/24.99374771118164
Area/4530 Light/7.108749866485596
Area/2419 Light/7.822499752044678
Area/4861 Light/39.80999755859375
Area/3488 Light/12.641250610351562
Area/110 Light/1.65625
Area/7445 Light/14.398750305175781
Area/7722 Light/9.34749984741211
Area/3560 Light/4.695000171661377
Area/1737 Light/2.6675000190734863
Area/2380 Light/4.722499847412109
Area/7595 Light/3.3375000953674316
Area/1511 Light/17.869998931884766
Area/2443 Light/0
Area/886 Light/9.680000305175781
Area/2719 Light/4.005000114440918
Area/277 Light/0
Area/7050 Light/3.0625
Area/2905 Light/4.550000190734863
Area/7192 Light/3.440000057220459
Area/7361 Light/6.098750114440918
Area/4829 Light/26.42875099182129
Area/6069 Light/23.717500686645508
Area/7511 Light/8.243749618530273
Area/7712 Light/7.248749732971191
Area/353 Light/4.9775004386901855
Area/490 Light/6.022500038146973
Area/2332 Light/15.606250762939453
Area/1483 Light/16.647499084472656
Area/1371 Light/22.93000030517578
Area/4357 Light/10.62874984741211
Area/2663 Light/7.132499694824219
Area/2924 Light/0
Area/1576 Light/13.453750610351562
Area/623 Light/0
Area/2306 Light/12.325000762939453
Area/5037 Light/14.728750228881836
Area/1966 Light/5.497499942779541
Area/4202 Light/5.567500114440918
Area/7450 Light/23.935001373291016
Area/3735 Light/7.423750400543213
Area/1639 Light/7.322500228881836
Area/1365 Light/16.475000381469727
Area/7131 Light/8.969999313354492
Area/718 Light/5.150000095367432
Area/3598 Light/13.002500534057617
Area/3517 Light/20.948749542236328
Area/5154 Light/7.675000190734863
Area/4293 Light/10.751250267028809
Area/5306 Light/15.752500534057617
Area/6941 Light/19.505001068115234
Area/1314 Light/7.294999599456787
Area/8231 Light/5.174999713897705
Area/4253 Light/6.273750305175781
Area/1759 Light/21.931249618530273
Area/2022 Light/5.070000171661377
Area/2642 Light/13.771249771118164
Area/7965 Light/3.7662501335144043
Area/2883 Light/10.90250015258789
Area/8349 Light/15.60875129699707
Area/1150 Light/23.943748474121094
Area/7582 Light/10.71500015258789
Area/1035 Light/5.847499847412109
Area/8351 Light/19.778749465942383
Area/770 Light/4.511250019073486
Area/6010 Light/14.826250076293945
Area/967 Light/2.651249885559082
Area/7474 Light/9.045000076293945
Area/7015 Light/18.485000610351562
Area/2103 Light/12.346250534057617
Area/4948 Light/9.806249618530273
Area/3773 Light/24.91625213623047
Area/7039 Light/5.130000114440918
Area/3277 Light/5.342499732971191
Area/5994 Light/35.16999816894531
Area/4482 Light/9.3725004196167
Area/1835 Light/18.487499237060547
Area/5415 Light/35.49625015258789
Area/2553 Light/16.78499984741211
Area/6254 Light/34.561248779296875
Area/4843 Light/12.116250038146973
Area/6109 Light/42.63249969482422
Area/8107 Light/1.809999942779541
Area/7100 Light/20.6924991607666
Area/190 Light/3.5824999809265137
Area/1766 Light/13.497499465942383
Area/494 Light/8.376250267028809
Area/1740 Light/0
Area/4526 Light/10.65625
Area/2431 Light/15.322500228881836
Area/1874 Light/2.8899998664855957
Area/1418 Light/11.217500686645508
Area/7283 Light/12.242499351501465
Area/2697 Light/4.497499942779541
Area/3580 Light/6.234999656677246
Area/1675 Light/2.3600001335144043
Area/4895 Light/16.366249084472656
Area/6274 Light/34.619998931884766
Area/4820 Light/13.208749771118164
Area/6234 Light/11.164999961853027
Area/6816 Light/22.48124885559082
Area/1574 Light/29.177499771118164
Area/8042 Light/6.728749752044678
Area/3723 Light/14.157499313354492
Area/6218 Light/22.33625030517578
Area/2178 Light/10.678750038146973
Area/6114 Light/29.77250099182129
Area/909 Light/0
Area/3934 Light/22.15250015258789
Area/1451 Light/19.43375015258789
Area/6712 Light/19.15999984741211
Area/5609 Light/22.912498474121094
Area/4827 Light/14.868749618530273
Area/6597 Light/38.41250228881836
Area/1814 Light/2.90625
Area/2857 Light/0
Area/436 Light/2.4625000953674316
Area/4147 Light/8.988750457763672
Area/1687 Light/10.095000267028809
Area/6509 Light/15.732500076293945
Area/3700 Light/8.37125015258789
Area/8016 Light/6.699999809265137
Area/6261 Light/27.248748779296875
Area/3461 Light/16.833749771118164
Area/1027 Light/12.923749923706055
Area/1260 Light/16.728750228881836
Area/2203 Light/4.173749923706055
Area/7894 Light/10.302499771118164
Area/2128 Light/4.617499828338623
Area/6431 Light/18.193750381469727
Area/6024 Light/28.032499313354492
Area/7091 Light/31.73000144958496
Area/2122 Light/8.168749809265137
Area/6705 Light/28.21125030517578
Area/1356 Light/20.53874969482422
Area/7308 Light/13.504999160766602
Area/6230 Light/16.989999771118164
Area/6929 Light/6.308750152587891
Area/2865 Light/0
Area/3286 Light/8.087499618530273
Area/2323 Light/19.837499618530273
Area/6090 Light/27.361248016357422
Area/8461 Light/1.9187500476837158
Area/7401 Light/3.74750018119812
Area/5530 Light/27.827499389648438
Area/4211 Light/8.123749732971191
Area/247 Light/1.90625
Area/5815 Light/18.122501373291016
Area/3830 Light/19.307498931884766
Area/8054 Light/12.308749198913574
Area/7253 Light/5.109999656677246
Area/425 Light/6.708750247955322
Area/6656 Light/23.415000915527344
Area/2051 Light/19.317501068115234
Area/8047 Light/1.8512500524520874
Area/2374 Light/5.537500381469727
Area/1222 Light/25.82499885559082
Area/8309 Light/18.737499237060547
Area/3230 Light/13.20875072479248
Area/7098 Light/15.728750228881836
Area/2829 Light/9.196250915527344
Area/8245 Light/2.3400001525878906
Area/7076 Light/12.728750228881836
Area/5492 Light/30.16499900817871
Area/7979 Light/1.4837499856948853
Area/5368 Light/25.076250076293945
Area/1930 Light/4.761250019073486
Area/823 Light/9.358749389648438
Area/1811 Light/2.90375018119812
Area/1960 Light/16.020000457763672
Area/791 Light/8.102500915527344
Area/5859 Light/19.360000610351562
Area/4868 Light/16.287500381469727
Area/7715 Light/12.983749389648438
Area/6441 Light/13.252500534057617
Area/2613 Light/25.391250610351562
Area/4738 Light/10.10999870300293
Area/2351 Light/11.03499984741211
Area/4048 Light/46.40999984741211
Area/462 Light/1.434999942779541
Area/8241 Light/3.2624998092651367
Area/4934 Light/27.30875015258789
Area/5550 Light/20.049999237060547
Area/5051 Light/20.37125015258789
Area/7561 Light/3.1700000762939453
Area/2168 Light/116.55000305175781
Area/4240 Light/11.666250228881836
Area/3789 Light/10.725000381469727
Area/4744 Light/34.41749954223633
Area/6446 Light/14.262499809265137
Area/6265 Light/22.014999389648438
Area/5473 Light/34.17749786376953
Area/7406 Light/15.730000495910645
Area/3287 Light/9.716249465942383
Area/8330 Light/3.6475000381469727
Area/3715 Light/12.306249618530273
Area/7635 Light/3.888749837875366
Area/5204 Light/28.397499084472656
Area/4929 Light/40.40625
Area/3717 Light/12.486249923706055
Area/6985 Light/13.520000457763672
Area/4683 Light/11.45875072479248
Area/8534 Light/1.5187499523162842
Area/8038 Light/1.8299999237060547
Area/7514 Light/16.131250381469727
Area/195 Light/4.650000095367432
Area/6948 Light/24.880001068115234
Area/3768 Light/7.088749885559082
Area/3182 Light/7.787499904632568
Area/5669 Light/14.678749084472656
Area/5513 Light/19.783750534057617
Area/6428 Light/14.582499504089355
Area/5063 Light/18.806249618530273
Area/5253 Light/29.142499923706055
Area/2331 Light/12.9375
Area/4743 Light/8.15250015258789
Area/7049 Light/3.4524998664855957
Area/7984 Light/12.657500267028809
Area/619 Light/0
Area/7823 Light/37.22249984741211
Area/4337 Light/30.397499084472656
Area/2896 Light/12.232500076293945
Area/4451 Light/12.530000686645508
Area/5675 Light/19.92500114440918
Area/4839 Light/15.328749656677246
Area/3548 Light/10.770000457763672
Area/8504 Light/4.208749771118164
Area/2279 Light/8.431249618530273
Area/6086 Light/17.760000228881836
Area/6222 Light/27.770000457763672
Area/3208 Light/13.033750534057617
Area/755 Light/3.168750047683716
Area/3131 Light/10.211250305175781
Area/6288 Light/15.619999885559082
Area/38 Light/2.984999895095825
Area/8340 Light/13.602499961853027
Area/4614 Light/14.168750762939453
Area/1526 Light/19.457500457763672
Area/8123 Light/16.15625
Area/7214 Light/10.1850004196167
Area/380 Light/6.047500133514404
Area/3288 Light/15.22249984741211
Area/7743 Light/2.583749771118164
Area/3585 Light/11.55875015258789
Area/1464 Light/3.4387497901916504
Area/8050 Light/5.477499961853027
Area/8407 Light/17.520000457763672
Area/680 Light/6.09999942779541
Area/8081 Light/11.738749504089355
Area/1992 Light/10.095000267028809
Area/3276 Light/5.034999847412109
Area/8369 Light/5.260000228881836
Area/2091 Light/4.180000305175781
Area/7995 Light/17.44750213623047
Area/638 Light/7.487499713897705
Area/2479 Light/8.1875
Area/728 Light/13.648750305175781
Area/804 Light/16.5625
Area/5378 Light/31.971248626708984
Area/4720 Light/43.01499938964844
Area/4529 Light/6.529999732971191
Area/8214 Light/25.579999923706055
Area/2535 Light/12.59000015258789
Area/7194 Light/2.7274999618530273
Area/5587 Light/29.292499542236328
Area/461 Light/1.4600000381469727
Area/2597 Light/12.412500381469727
Area/8331 Light/2.619999885559082
Area/7310 Light/20.483749389648438
Area/4424 Light/24.240001678466797
Area/3583 Light/9.899999618530273
Area/1378 Light/15.647499084472656
Area/2969 Light/10.57249927520752
Area/1561 Light/15.65999984741211
Area/2030 Light/6.117499828338623
Area/736 Light/10.6225004196167
Area/8130 Light/14.75
Area/7570 Light/6.352499961853027
Area/1929 Light/3.879999876022339
Area/3375 Light/11.469999313354492
Area/2487 Light/6.846249580383301
Area/7000 Light/13.681249618530273
Area/921 Light/2.8062498569488525
Area/3083 Light/7.019999980926514
Area/7170 Light/28.21500015258789
Area/7509 Light/8.399999618530273
Area/1074 Light/14.011249542236328
Area/6872 Light/24.877500534057617
Area/6913 Light/9.170000076293945
Area/3242 Light/21.667499542236328
Area/2930 Light/11.880000114440918
Area/8497 Light/29.033750534057617
Area/6648 Light/8.757499694824219
Area/4519 Light/14.692500114440918
Area/4930 Light/41.79999923706055
Area/6136 Light/19.21125030517578
Area/8488 Light/20.514999389648438
Area/1644 Light/16.313749313354492
Area/8521 Light/6.861250400543213
Area/7971 Light/2.786249876022339
Area/4640 Light/12.797500610351562
Area/5595 Light/13.662500381469727
Area/6198 Light/33.881248474121094
Area/5612 Light/36.1875
Area/6917 Light/23.07375144958496
Area/4769 Light/16.24250030517578
Area/6736 Light/31.471250534057617
Area/71 Light/3.259999990463257
Area/1020 Light/20.665000915527344
Area/396 Light/1.3350000381469727
Area/3340 Light/27.46125030517578
Area/3193 Light/4.774999618530273
Area/917 Light/7.2275004386901855
Area/2106 Light/7.627500057220459
Area/4804 Light/15.586249351501465
Area/8063 Light/13.329999923706055
Area/7573 Light/10.640000343322754
Area/6184 Light/50.98749542236328
Area/1234 Light/25.91750144958496
Area/8408 Light/18.216251373291016
Area/2336 Light/7.577499866485596
Area/1918 Light/7.011250019073486
Area/1547 Light/16.83125114440918
Area/655 Light/10.135000228881836
Area/2702 Light/11.430000305175781
Area/7468 Light/15.617500305175781
Area/454 Light/2.8562498092651367
Area/135 Light/-8.507057651842741e+37
Area/6382 Light/36.65250015258789
Area/1285 Light/13.276250839233398
Area/1413 Light/9.261249542236328
Area/4944 Light/15.680000305175781
Area/6845 Light/29.675003051757812
Area/2827 Light/12.947500228881836
Area/3857 Light/17.112499237060547
Area/3753 Light/9.769999504089355
Area/180 Light/1.528749942779541
Area/4219 Light/7.477499485015869
Area/8180 Light/4.826250076293945
Area/3460 Light/15.401250839233398
Area/8119 Light/2.0850000381469727
Area/5388 Light/10.228750228881836
Area/7556 Light/3.257500171661377
Area/4258 Light/14.435001373291016
Area/6408 Light/28.78750228881836
Area/3342 Light/20.116249084472656
Area/4875 Light/17.130001068115234
Area/2699 Light/3.7674999237060547
Area/3926 Light/11.051250457763672
Area/7415 Light/4.806249618530273
Area/7698 Light/1.721250057220459
Area/8117 Light/2.5174999237060547
Area/679 Light/5.086250305175781
Area/6429 Light/19.200000762939453
Area/1543 Light/10.15250015258789
Area/3550 Light/12.855000495910645
Area/4803 Light/16.354999542236328
Area/1315 Light/8.653749465942383
Area/3227 Light/16.912498474121094
Area/246 Light/2.7175002098083496
Area/4061 Light/5.072499752044678
Area/3687 Light/53.963748931884766
Area/440 Light/9.82499885559082
Area/412 Light/0
Area/6739 Light/37.58374786376953
Area/8159 Light/5.432499885559082
Area/5558 Light/22.50749969482422
Area/1680 Light/19.614999771118164
Area/3975 Light/10.683749198913574
Area/1148 Light/22.728750228881836
Area/4255 Light/4.657500267028809
Area/2501 Light/9.170000076293945
Area/4878 Light/17.895000457763672
Area/7755 Light/7.682499885559082
Area/5207 Light/42.81999969482422
Area/1351 Light/4.488750457763672
Area/546 Light/1.5425000190734863
Area/8160 Light/7.661250114440918
Area/6344 Light/22.558748245239258
Area/4471 Light/18.463748931884766
Area/1480 Light/8.09000015258789
Area/6160 Light/17.97249984741211
Area/2998 Light/14.625
Area/6247 Light/42.551246643066406
Area/6640 Light/13.795000076293945
Area/7760 Light/5.423749923706055
Area/60 Light/0
Area/1012 Light/31.88250160217285
Area/1304 Light/25.44124984741211
Area/4772 Light/14.232499122619629
Area/327 Light/2.059999942779541
Area/1581 Light/5.519999980926514
Area/702 Light/2.786250114440918
Area/6208 Light/25.227500915527344
Area/4437 Light/14.568750381469727
Area/6647 Light/18.25
Area/3343 Light/27.426250457763672
Area/4204 Light/10.375
Area/4636 Light/29.202499389648438
Area/6063 Light/29.91374969482422
Area/7996 Light/15.21500015258789
Area/2594 Light/12.372499465942383
Area/5785 Light/27.98375129699707
Area/2556 Light/4.787499904632568
Area/5067 Light/35.375
Area/6781 Light/12.882500648498535
Area/5527 Light/17.190000534057617
Area/4229 Light/22.514999389648438
Area/8224 Light/7.247500419616699
Area/6223 Light/25.389999389648438
Area/5485 Light/18.158748626708984
Area/1165 Light/16.540000915527344
Area/4982 Light/9.632499694824219
Area/3469 Light/8.53499984741211
Area/1950 Light/4.731249809265137
Area/3422 Light/7.369999885559082
Area/7884 Light/2.1499998569488525
Area/3545 Light/7.737499713897705
Area/8404 Light/2.9237499237060547
Area/5150 Light/12.37125015258789
Area/7296 Light/16.46875
Area/6085 Light/24.04250144958496
Area/2269 Light/17.81624984741211
