Area/1109 Light/18.91499900817871
Area/1925 Light/18.619998931884766
Area/1641 Light/1.9399999380111694
Area/4066 Light/40.57250213623047
Area/3716 Light/31.057498931884766
Area/1860 Light/32.76750183105469
Area/3811 Light/14.885000228881836
Area/2293 Light/3.740000009536743
Area/975 Light/10.942500114440918
Area/3879 Light/8.854999542236328
Area/2730 Light/1.0999999046325684
Area/1762 Light/36.17499923706055
Area/3045 Light/9.200000762939453
Area/3548 Light/2.6475000381469727
Area/1747 Light/34.875
Area/792 Light/10.09000015258789
Area/3984 Light/25.752500534057617
Area/1216 Light/65.45249938964844
Area/3840 Light/13.380000114440918
Area/1821 Light/2.1575000286102295
Area/2295 Light/13.125
Area/1404 Light/33.49500274658203
Area/4163 Light/24.735000610351562
Area/702 Light/25.087499618530273
Area/961 Light/29.469999313354492
Area/835 Light/8.482500076293945
Area/2558 Light/1.8199999332427979
Area/4174 Light/22.827499389648438
Area/2421 Light/35.80500030517578
Area/1063 Light/19.334999084472656
Area/350 Light/2.7100000381469727
Area/2963 Light/37.79499816894531
Area/893 Light/12.809999465942383
Area/3507 Light/8.8125
Area/314 Light/7.744999885559082
Area/3770 Light/17.15250015258789
Area/3895 Light/28.615001678466797
Area/3702 Light/23.795000076293945
Area/3220 Light/29.447500228881836
Area/1234 Light/47.36000061035156
Area/2698 Light/11.864999771118164
Area/4154 Light/15.217500686645508
Area/3568 Light/13.892499923706055
Area/2902 Light/3.2649998664855957
Area/587 Light/13.817500114440918
Area/3993 Light/9.017499923706055
Area/615 Light/10.892499923706055
Area/2408 Light/40.3224983215332
Area/3231 Light/27.74250030517578
Area/1746 Light/36.5
Area/803 Light/5.960000038146973
Area/3036 Light/26.989999771118164
Area/2208 Light/24.939998626708984
Area/2535 Light/12.140000343322754
Area/3028 Light/14.414999008178711
Area/612 Light/13.322500228881836
Area/1251 Light/10.760000228881836
Area/1421 Light/26.837501525878906
Area/2725 Light/7.947500228881836
Area/956 Light/45.787498474121094
Area/4108 Light/12.282499313354492
Area/3092 Light/3.320000171661377
Area/2479 Light/26.982500076293945
Area/984 Light/9.954999923706055
Area/951 Light/34.790000915527344
Area/1760 Light/26.322500228881836
Area/2876 Light/14.90999984741211
Area/3492 Light/36.38999938964844
Area/121 Light/13.742500305175781
Area/3024 Light/8.789999961853027
Area/1048 Light/39.349998474121094
Area/334 Light/34.54249954223633
Area/2936 Light/12.069999694824219
Area/32 Light/18.125
Area/3089 Light/3.2074999809265137
Area/289 Light/12.707500457763672
Area/2703 Light/14.797499656677246
Area/581 Light/66.17500305175781
Area/1919 Light/48.11750030517578
Area/4056 Light/30.927499771118164
Area/1992 Light/13.032500267028809
Area/610 Light/27.65999984741211
Area/706 Light/7.527500152587891
Area/930 Light/20.989999771118164
Area/4155 Light/17.907499313354492
Area/836 Light/8.029999732971191
Area/1395 Light/39.540000915527344
Area/4162 Light/31.630001068115234
Area/1176 Light/11.657499313354492
Area/1440 Light/27.22249984741211
Area/3146 Light/16.729999542236328
Area/2347 Light/7.045000076293945
Area/2490 Light/49.402496337890625
Area/1051 Light/19.352500915527344
Area/2716 Light/17.752498626708984
Area/2717 Light/15.142499923706055
Area/3961 Light/7.659999847412109
Area/1132 Light/48.44750213623047
Area/187 Light/8.797500610351562
Area/1507 Light/41.477500915527344
Area/3290 Light/7.894999980926514
Area/2384 Light/3.0375001430511475
Area/2935 Light/10.014999389648438
Area/3547 Light/2.9825000762939453
Area/4192 Light/0.9375
Area/1465 Light/36.019996643066406
Area/780 Light/21.302499771118164
Area/2111 Light/26.182498931884766
Area/4267 Light/15.372499465942383
Area/1895 Light/30.774999618530273
Area/795 Light/16.954999923706055
Area/682 Light/13.135000228881836
Area/3143 Light/14.242500305175781
Area/2571 Light/14.085000038146973
Area/692 Light/26.229999542236328
Area/1469 Light/13.364999771118164
Area/3670 Light/20.512500762939453
Area/2097 Light/7.849999904632568
Area/2040 Light/57.72500228881836
Area/42 Light/6.440000057220459
Area/1276 Light/15.707499504089355
Area/2666 Light/17.200000762939453
Area/801 Light/8.462499618530273
Area/1319 Light/28.522499084472656
Area/3658 Light/13.234999656677246
Area/2599 Light/35.467498779296875
Area/3093 Light/6.712499618530273
Area/3006 Light/0.8100000023841858
Area/361 Light/6.300000190734863
Area/3617 Light/98.64750671386719
Area/4083 Light/12.380000114440918
Area/1738 Light/40.95249938964844
Area/2259 Light/25.102500915527344
Area/1040 Light/34.27750015258789
Area/1736 Light/18.560001373291016
Area/908 Light/4.272500038146973
Area/1629 Light/26.48499870300293
Area/2907 Light/5.262499809265137
Area/3074 Light/16.439998626708984
Area/2803 Light/14.154999732971191
Area/3848 Light/10.427499771118164
Area/1865 Light/42.01499938964844
Area/4152 Light/11.930000305175781
Area/2400 Light/43.61499786376953
Area/520 Light/18.029998779296875
Area/2873 Light/52.35750198364258
Area/1654 Light/36.54499816894531
Area/1766 Light/36.16749954223633
Area/907 Light/3.7325000762939453
Area/866 Light/33.05500030517578
Area/3610 Light/17.792499542236328
Area/935 Light/34.667503356933594
Area/1491 Light/44.59749984741211
Area/643 Light/8.0649995803833
Area/2802 Light/6.002500057220459
Area/1635 Light/6.670000076293945
Area/2684 Light/43.65250015258789
Area/4151 Light/14.292499542236328
Area/1410 Light/22.24250030517578
Area/2969 Light/24.517499923706055
Area/1936 Light/29.5049991607666
Area/3137 Light/14.15250015258789
Area/3654 Light/8.067500114440918
Area/1696 Light/28.270000457763672
Area/3008 Light/0.9049999713897705
Area/670 Light/28.100000381469727
Area/2835 Light/1.4225000143051147
Area/4023 Light/15.28499984741211
Area/3223 Light/43.94750213623047
Area/76 Light/5.172499656677246
Area/1087 Light/6.574999809265137
Area/1085 Light/7.255000114440918
Area/3280 Light/0.8199999928474426
Area/4098 Light/0.7899999618530273
Area/1995 Light/14.642499923706055
Area/884 Light/11.557499885559082
Area/940 Light/38.48249816894531
Area/1289 Light/15.024999618530273
Area/3921 Light/3.067500114440918
Area/919 Light/16.404998779296875
Area/300 Light/9.212499618530273
Area/3684 Light/18.80500030517578
Area/3753 Light/13.46500015258789
Area/1864 Light/35.92000198364258
Area/3814 Light/6.150000095367432
Area/2075 Light/19.892501831054688
Area/4138 Light/4.585000038146973
Area/3976 Light/29.877498626708984
Area/3218 Light/38.13999938964844
Area/609 Light/36.227500915527344
Area/2415 Light/47.06999969482422
Area/2160 Light/8.202499389648438
Area/2502 Light/35.099998474121094
Area/1104 Light/11.610000610351562
Area/4212 Light/11.15250015258789
Area/939 Light/25.842498779296875
Area/2303 Light/27.11750030517578
Area/4003 Light/2.2774999141693115
Area/1868 Light/61.63249969482422
Area/2937 Light/7.985000133514404
Area/3802 Light/27.072500228881836
Area/1598 Light/44.755001068115234
Area/4112 Light/13.30250072479248
Area/627 Light/2.684999942779541
Area/4052 Light/10.369999885559082
Area/4185 Light/2.739999771118164
Area/515 Light/20.645000457763672
Area/3945 Light/10.987499237060547
Area/3416 Light/12.337499618530273
Area/3096 Light/0.8424999713897705
Area/634 Light/3.747499942779541
Area/81 Light/2.302500009536743
Area/4204 Light/5.899999618530273
Area/4147 Light/36.86000061035156
Area/86 Light/2.197499990463257
Area/504 Light/21.729999542236328
Area/444 Light/5.239999771118164
Area/3916 Light/0.7200000286102295
Area/3566 Light/24.31999969482422
Area/313 Light/20.505001068115234
Area/3699 Light/16.602500915527344
Area/244 Light/26.90250015258789
Area/2294 Light/6.357500076293945
Area/652 Light/11.350000381469727
Area/2845 Light/3.679999828338623
Area/1430 Light/9.752500534057617
Area/1814 Light/11.100000381469727
Area/2279 Light/1.8025000095367432
Area/2312 Light/32.292503356933594
Area/585 Light/31.69500160217285
Area/262 Light/2.569999933242798
Area/302 Light/17.452499389648438
Area/2002 Light/1.3975000381469727
Area/654 Light/14.167499542236328
Area/2441 Light/10.237499237060547
Area/2850 Light/46.474998474121094
Area/724 Light/3.9124999046325684
Area/4164 Light/21.587499618530273
Area/2017 Light/7.3550004959106445
Area/1908 Light/6.474999904632568
Area/905 Light/4.197500228881836
Area/1631 Light/27.579999923706055
Area/791 Light/20.237499237060547
Area/608 Light/21.582500457763672
Area/2139 Light/35.43000030517578
Area/2519 Light/7.480000019073486
Area/1073 Light/11.555000305175781
Area/1628 Light/33.14500045776367
Area/1717 Light/38.1349983215332
Area/3640 Light/0.3149999976158142
Area/1650 Light/32.150001525878906
Area/50 Light/17.369998931884766
Area/3923 Light/6.574999809265137
Area/2426 Light/24.542499542236328
Area/1214 Light/40.86249923706055
Area/1058 Light/19.092498779296875
Area/2708 Light/10.069999694824219
Area/3932 Light/12.84749984741211
Area/1646 Light/37.96500015258789
Area/1273 Light/4.957499980926514
Area/4245 Light/8.802499771118164
Area/1572 Light/35.32749938964844
Area/2242 Light/20.75749969482422
Area/1472 Light/18.19499969482422
Area/3676 Light/21.52250099182129
Area/2353 Light/7.172499656677246
Area/420 Light/29.877500534057617
Area/2754 Light/13.012499809265137
Area/1502 Light/38.34499740600586
Area/2225 Light/31.122501373291016
Area/781 Light/17.330001831054688
Area/776 Light/26.90250015258789
Area/2563 Light/1.9525001049041748
Area/529 Light/6.367500305175781
Area/308 Light/39.167503356933594
Area/665 Light/14.699999809265137
Area/1247 Light/26.84000015258789
Area/356 Light/3.129999876022339
Area/2406 Light/37.587501525878906
Area/3068 Light/10.985000610351562
Area/944 Light/38.38999938964844
Area/3192 Light/2.5149998664855957
Area/3255 Light/47.244998931884766
Area/156 Light/21.020000457763672
Area/962 Light/38.435001373291016
Area/2197 Light/11.112500190734863
Area/3648 Light/6.659999847412109
Area/1863 Light/27.74250030517578
Area/1935 Light/29.130001068115234
Area/4035 Light/6.767499923706055
Area/698 Light/28.532499313354492
Area/994 Light/6.96999979019165
Area/3289 Light/6.617499828338623
Area/659 Light/5.882499694824219
Area/66 Light/17.46500015258789
Area/2747 Light/1.8299999237060547
Area/230 Light/20.927501678466797
Area/21 Light/38.52000045776367
Area/4227 Light/3.172499895095825
Area/3419 Light/6.732500076293945
Area/1685 Light/65.37249755859375
Area/2647 Light/3.2674999237060547
Area/3235 Light/10.755000114440918
Area/3641 Light/0.6499999761581421
Area/2910 Light/5.482500076293945
Area/2897 Light/16.369998931884766
Area/386 Light/18.932498931884766
Area/2600 Light/49.81999969482422
Area/2970 Light/29.31999969482422
Area/952 Light/36.6875
Area/3682 Light/7.742499828338623
Area/1653 Light/22.600000381469727
Area/3819 Light/5.077500343322754
Area/4000 Light/3.56000018119812
Area/36 Light/28.047500610351562
Area/536 Light/4.34499979019165
Area/1607 Light/26.342498779296875
Area/3480 Light/25.677501678466797
Area/210 Light/17.122499465942383
Area/1306 Light/45.6875
Area/459 Light/2.557499885559082
Area/611 Light/19.287498474121094
Area/3690 Light/7.862500190734863
Area/3260 Light/13.844999313354492
Area/4195 Light/1.5425000190734863
Area/1256 Light/21.032501220703125
Area/1096 Light/1.5450000762939453
Area/1519 Light/13.454999923706055
Area/2092 Light/18.927499771118164
Area/467 Light/10.96500015258789
Area/1663 Light/31.905000686645508
Area/3101 Light/2.5325000286102295
Area/2975 Light/12.385000228881836
Area/1539 Light/21.94499969482422
Area/3943 Light/12.102500915527344
Area/2545 Light/13.1225004196167
Area/1665 Light/30.52750015258789
Area/1697 Light/27.432498931884766
Area/832 Light/8.625
Area/519 Light/27.135000228881836
Area/1813 Light/31.1875
Area/2308 Light/44.94750213623047
Area/1466 Light/30.712499618530273
Area/1684 Light/70.0
Area/3529 Light/17.385000228881836
Area/2478 Light/26.09000015258789
Area/64 Light/19.342498779296875
Area/2227 Light/28.700000762939453
Area/1475 Light/21.915000915527344
Area/2507 Light/40.90250015258789
Area/1729 Light/1.1675000190734863
Area/2112 Light/26.93000030517578
Area/2796 Light/22.920000076293945
Area/3404 Light/24.334999084472656
Area/373 Light/9.674999237060547
Area/333 Light/22.27750015258789
Area/4259 Light/25.657501220703125
Area/3565 Light/6.920000076293945
Area/613 Light/12.817500114440918
Area/2611 Light/9.302499771118164
Area/2042 Light/35.282501220703125
Area/3233 Light/25.69499969482422
Area/4077 Light/33.5625
Area/2820 Light/7.214999675750732
Area/1986 Light/20.837499618530273
Area/568 Light/6.352499961853027
Area/2590 Light/65.63500213623047
Area/2086 Light/15.225000381469727
Area/2451 Light/5.769999980926514
Area/2525 Light/12.487499237060547
Area/2527 Light/9.21500015258789
Area/3903 Light/6.552500247955322
Area/2781 Light/48.0
Area/1120 Light/17.270000457763672
Area/3365 Light/2.632499933242798
Area/3314 Light/25.26500129699707
Area/3277 Light/0.6949999928474426
Area/2191 Light/24.417499542236328
Area/2794 Light/16.817501068115234
Area/946 Light/26.13249969482422
Area/1056 Light/14.817499160766602
Area/3440 Light/19.057498931884766
Area/1116 Light/36.17499923706055
Area/2128 Light/24.435001373291016
Area/2443 Light/7.922500133514404
Area/3749 Light/6.715000152587891
Area/768 Light/22.50749969482422
Area/2697 Light/11.930000305175781
Area/899 Light/4.942500114440918
Area/747 Light/10.52750015258789
Area/2675 Light/44.622501373291016
Area/2700 Light/10.757499694824219
Area/1563 Light/15.147499084472656
Area/2395 Light/24.369998931884766
Area/1833 Light/20.13749885559082
Area/309 Light/39.02000045776367
Area/3097 Light/0.7999999523162842
Area/508 Light/30.417499542236328
Area/840 Light/6.377500057220459
Area/1529 Light/50.57749938964844
Area/4059 Light/19.395000457763672
Area/3262 Light/9.225000381469727
Area/2612 Light/11.664999961853027
Area/526 Light/14.149999618530273
Area/1169 Light/55.837501525878906
Area/2184 Light/1.0824999809265137
Area/4232 Light/10.930000305175781
Area/2325 Light/41.962501525878906
Area/4050 Light/10.754999160766602
Area/3704 Light/33.17499923706055
Area/3533 Light/12.092500686645508
Area/190 Light/15.21500015258789
Area/4093 Light/2.7725000381469727
Area/1530 Light/38.15250015258789
Area/88 Light/2.4625000953674316
Area/2151 Light/28.9375
Area/3742 Light/14.03749942779541
Area/1771 Light/26.03999900817871
Area/1982 Light/23.352500915527344
Area/3987 Light/31.612499237060547
Area/1199 Light/17.244998931884766
Area/1989 Light/36.4375
Area/1049 Light/38.6875
Area/1694 Light/51.959999084472656
Area/1787 Light/39.23749923706055
Area/4197 Light/6.355000019073486
Area/2724 Light/6.327500343322754
Area/3285 Light/4.400000095367432
Area/3605 Light/9.730000495910645
Area/2929 Light/2.9375
Area/2749 Light/3.3125
Area/2537 Light/13.719999313354492
Area/759 Light/32.9375
Area/3465 Light/2.2750000953674316
Area/799 Light/9.392499923706055
Area/3543 Light/5.467499732971191
Area/2380 Light/5.512499809265137
Area/891 Light/15.262500762939453
Area/3899 Light/25.25
Area/2683 Light/48.59250259399414
Area/3317 Light/8.212499618530273
Area/3693 Light/8.889999389648438
Area/4251 Light/10.600000381469727
Area/4210 Light/6.132499694824219
Area/1779 Light/70.75749969482422
Area/90 Light/3.240000009536743
Area/3556 Light/3.2074999809265137
Area/2990 Light/6.232500076293945
Area/2511 Light/39.095001220703125
Area/3022 Light/3.055000066757202
Area/3064 Light/31.69499969482422
Area/3777 Light/12.932499885559082
Area/3606 Light/14.770000457763672
Area/4225 Light/2.382499933242798
Area/2941 Light/29.177499771118164
Area/2209 Light/24.829999923706055
Area/2579 Light/38.11499786376953
Area/3457 Light/3.9825000762939453
Area/1969 Light/33.51750183105469
Area/1952 Light/30.915000915527344
Area/1468 Light/15.492500305175781
Area/1866 Light/44.14500045776367
Area/229 Light/17.227500915527344
Area/3810 Light/21.302499771118164
Area/194 Light/7.297500133514404
Area/141 Light/11.229999542236328
Area/3838 Light/13.020000457763672
Area/139 Light/19.002500534057617
Area/1206 Light/28.985000610351562
Area/1330 Light/36.07749938964844
Area/3176 Light/5.932499885559082
Area/3510 Light/6.529999732971191
Area/3679 Light/37.150001525878906
Area/376 Light/17.08500099182129
Area/3748 Light/10.770000457763672
Area/1141 Light/37.36750030517578
Area/1602 Light/40.747501373291016
Area/2752 Light/2.947499990463257
Area/825 Light/2.4600000381469727
Area/4166 Light/37.47999954223633
Area/1485 Light/44.717498779296875
Area/3780 Light/13.980000495910645
Area/2838 Light/1.7400000095367432
Area/2834 Light/1.4674999713897705
Area/928 Light/16.947500228881836
Area/883 Light/11.832500457763672
Area/3197 Light/3.7649998664855957
Area/488 Light/17.724998474121094
Area/2559 Light/1.7825000286102295
Area/1690 Light/49.275001525878906
Area/3855 Light/25.547500610351562
Area/2318 Light/40.025001525878906
Area/1810 Light/30.35500144958496
Area/754 Light/30.5625
Area/1133 Light/38.1875
Area/1638 Light/1.3975000381469727
Area/2028 Light/16.307498931884766
Area/1152 Light/16.18000030517578
Area/410 Light/18.235000610351562
Area/3820 Light/3.3949999809265137
Area/3645 Light/1.6124999523162842
Area/1396 Light/37.99749755859375
Area/41 Light/9.184999465942383
Area/24 Light/4.032500267028809
Area/2087 Light/10.84749984741211
Area/1185 Light/2.3524999618530273
Area/3852 Light/14.742500305175781
Area/3768 Light/15.377500534057617
Area/2412 Light/43.53499984741211
Area/2552 Light/6.145000457763672
Area/2846 Light/8.732500076293945
Area/125 Light/21.854999542236328
Area/3265 Light/5.1875
Area/534 Light/5.975000381469727
Area/3567 Light/24.962499618530273
Area/2899 Light/6.610000133514404
Area/4148 Light/24.72249984741211
Area/1610 Light/27.904998779296875
Area/168 Light/4.0625
Area/1322 Light/37.47249984741211
Area/2331 Light/20.932498931884766
Area/1128 Light/33.502498626708984
Area/1416 Light/38.86249923706055
Area/3526 Light/139.01998901367188
Area/3664 Light/19.954999923706055
Area/3729 Light/3.2799999713897705
Area/1244 Light/36.06500244140625
Area/2215 Light/34.20249938964844
Area/934 Light/29.34749984741211
Area/3148 Light/16.96500015258789
Area/1220 Light/42.54750061035156
Area/2316 Light/38.092498779296875
Area/2291 Light/5.239999771118164
Area/2669 Light/37.94750213623047
Area/3390 Light/13.497499465942383
Area/1479 Light/36.16999816894531
Area/1111 Light/22.454999923706055
Area/2526 Light/13.532499313354492
Area/342 Light/4.352499961853027
Area/2328 Light/31.90999984741211
Area/2349 Light/14.952499389648438
Area/945 Light/24.33500099182129
Area/533 Light/4.722499847412109
Area/2763 Light/39.02750015258789
Area/352 Light/3.7149999141693115
Area/1818 Light/4.630000114440918
Area/2547 Light/15.614999771118164
Area/1740 Light/16.697500228881836
Area/547 Light/1.875
Area/119 Light/10.645000457763672
Area/1651 Light/33.30750274658203
Area/60 Light/32.162498474121094
Area/3321 Light/27.892499923706055
Area/1621 Light/39.24749755859375
Area/435 Light/5.132499694824219
Area/834 Light/6.497499942779541
Area/1221 Light/38.81749725341797
Area/527 Light/8.927499771118164
Area/2959 Light/39.832496643066406
Area/591 Light/18.047500610351562
Area/2057 Light/42.474998474121094
Area/3874 Light/26.672500610351562
Area/3183 Light/4.802499771118164
Area/2844 Light/3.6399998664855957
Area/2841 Light/2.1600000858306885
Area/1427 Light/23.5625
Area/717 Light/5.497499942779541
Area/2764 Light/38.462501525878906
Area/4189 Light/0.8574999570846558
Area/3884 Light/30.987499237060547
Area/684 Light/24.34000015258789
Area/3722 Light/4.400000095367432
Area/2474 Light/2.5324997901916504
Area/2536 Light/15.140000343322754
Area/4237 Light/21.952499389648438
Area/2530 Light/15.292499542236328
Area/1045 Light/33.99500274658203
Area/2671 Light/39.13249969482422
Area/3256 Light/24.947500228881836
Area/211 Light/20.032499313354492
Area/3953 Light/13.932499885559082
Area/2988 Light/8.1274995803833
Area/2190 Light/8.890000343322754
Area/145 Light/15.77500057220459
Area/898 Light/6.644999980926514
Area/1778 Light/54.654998779296875
Area/2416 Light/40.90250015258789
Area/1573 Light/35.400001525878906
Area/2927 Light/2.5974998474121094
Area/2951 Light/28.94499969482422
Area/106 Light/28.03999900817871
Area/2287 Light/17.662500381469727
Area/107 Light/30.377500534057617
Area/214 Light/16.8125
Area/2667 Light/14.719999313354492
Area/2030 Light/33.12000274658203
Area/979 Light/11.1875
Area/2102 Light/19.482500076293945
Area/2837 Light/1.6924999952316284
Area/3591 Light/13.372499465942383
Area/653 Light/10.40250015258789
Area/12 Light/16.447498321533203
Area/632 Light/2.622499942779541
Area/2524 Light/12.78499984741211
Area/657 Light/14.547499656677246
Area/2342 Light/10.352499961853027
Area/2769 Light/35.67500305175781
Area/3602 Light/5.492499828338623
Area/3996 Light/8.127500534057617
Area/2626 Light/23.537500381469727
Area/623 Light/3.4375
Area/1556 Light/39.307498931884766
Area/890 Light/15.042499542236328
Area/1326 Light/40.87249755859375
Area/104 Light/7.785000324249268
Area/3557 Light/5.797499656677246
Area/1834 Light/33.332496643066406
Area/2851 Light/39.61750030517578
Area/375 Light/13.585000038146973
Area/2238 Light/37.62249755859375
Area/3296 Light/6.667500019073486
Area/867 Light/34.282501220703125
Area/400 Light/37.70750045776367
Area/3841 Light/11.15999984741211
Area/3377 Light/10.102499961853027
Area/2005 Light/9.082500457763672
Area/2341 Light/9.27750015258789
Area/3349 Light/43.11000061035156
Area/3347 Light/19.185001373291016
Area/203 Light/30.23499870300293
Area/3318 Light/7.537499904632568
Area/621 Light/7.229999542236328
Area/3951 Light/8.0
Area/2469 Light/1.9925000667572021
Area/1723 Light/12.112500190734863
Area/3232 Light/28.979999542236328
Area/530 Light/7.102499961853027
Area/2041 Light/38.522499084472656
Area/3200 Light/13.100000381469727
Area/3508 Light/10.28499984741211
Area/2138 Light/40.72999954223633
Area/3460 Light/0.6974999904632568
Area/742 Light/10.1875
Area/3167 Light/25.037498474121094
Area/2529 Light/7.545000076293945
Area/1743 Light/33.900001525878906
Area/2088 Light/13.117500305175781
Area/2630 Light/8.362500190734863
Area/34 Light/25.174999237060547
Area/1195 Light/6.667500019073486
Area/785 Light/26.470001220703125
Area/295 Light/10.574999809265137
Area/2233 Light/45.167503356933594
Area/861 Light/33.332496643066406
Area/2784 Light/60.85499954223633
Area/2234 Light/57.852500915527344
Area/1363 Light/5.267499923706055
Area/2114 Light/24.0625
Area/3829 Light/2.865000009536743
Area/3259 Light/18.8125
Area/105 Light/13.649999618530273
Area/4180 Light/7.362499713897705
Area/1996 Light/12.594999313354492
Area/2650 Light/1.649999976158142
Area/278 Light/5.284999847412109
Area/82 Light/2.7899999618530273
Area/3434 Light/85.91999816894531
Area/2798 Light/13.482500076293945
Area/1106 Light/8.664999961853027
Area/741 Light/19.25
Area/3370 Light/0.8049999475479126
Area/3900 Light/23.029998779296875
Area/2734 Light/1.6949999332427979
Area/1382 Light/12.739999771118164
Area/1763 Light/28.60249900817871
Area/1541 Light/32.220001220703125
Area/815 Light/4.477499961853027
Area/1514 Light/31.740001678466797
Area/2946 Light/25.71000099182129
Area/112 Light/42.57999801635742
Area/4032 Light/13.930000305175781
Area/1397 Light/44.29499816894531
Area/3570 Light/8.242500305175781
Area/1061 Light/24.53499984741211
Area/411 Light/39.51250076293945
Area/874 Light/18.060001373291016
Area/2755 Light/28.702499389648438
Area/1050 Light/29.575000762939453
Area/4260 Light/30.56999969482422
Area/2898 Light/10.319999694824219
Area/2267 Light/20.06999969482422
Area/3689 Light/6.392499923706055
Area/3629 Light/10.862500190734863
Area/3049 Light/26.702499389648438
Area/3616 Light/157.86000061035156
Area/1806 Light/32.032501220703125
Area/191 Light/4.824999809265137
Area/83 Light/3.445000171661377
Area/528 Light/5.202500343322754
Area/2900 Light/4.939999580383301
Area/328 Light/25.927501678466797
Area/2419 Light/37.52750015258789
Area/3112 Light/19.207500457763672
Area/1645 Light/20.275001525878906
Area/3085 Light/3.549999952316284
Area/1795 Light/26.572498321533203
Area/1177 Light/10.944999694824219
Area/2814 Light/4.965000152587891
Area/293 Light/6.177499771118164
Area/3496 Light/23.095001220703125
Area/2274 Light/19.75
Area/2953 Light/26.332500457763672
Area/3399 Light/27.575000762939453
Area/4120 Light/16.010000228881836
Area/406 Light/6.762499809265137
Area/1506 Light/30.595001220703125
Area/1412 Light/27.827499389648438
Area/3782 Light/7.097499847412109
Area/2024 Light/14.110000610351562
Area/3303 Light/14.717500686645508
Area/3325 Light/10.22249984741211
Area/69 Light/5.822499752044678
Area/263 Light/3.6424999237060547
Area/1970 Light/28.912500381469727
Area/2885 Light/9.649999618530273
Area/500 Light/21.970001220703125
Area/3471 Light/19.037500381469727
Area/695 Light/26.075000762939453
Area/1688 Light/72.67750549316406
Area/2710 Light/5.105000019073486
Area/2541 Light/4.440000057220459
Area/1355 Light/16.417499542236328
Area/2106 Light/14.452500343322754
Area/2486 Light/18.63249969482422
Area/4087 Light/7.270000457763672
Area/2587 Light/36.689998626708984
Area/2014 Light/18.485000610351562
Area/3337 Light/15.885000228881836
Area/683 Light/21.422500610351562
Area/2010 Light/27.697500228881836
Area/1279 Light/3.4524998664855957
Area/4153 Light/13.934999465942383
Area/3595 Light/10.142499923706055
Area/1926 Light/31.770000457763672
Area/1721 Light/49.80500030517578
Area/3553 Light/0.9775000214576721
Area/584 Light/27.604999542236328
Area/1576 Light/45.55000305175781
Area/3320 Light/23.832500457763672
Area/173 Light/3.200000047683716
Area/3273 Light/4.289999961853027
Area/1025 Light/29.75
Area/1348 Light/27.69499969482422
Area/3070 Light/26.704999923706055
Area/556 Light/12.837499618530273
Area/87 Light/2.450000047683716
Area/3007 Light/0.8450000286102295
Area/3527 Light/160.8625030517578
Area/17 Light/16.99250030517578
Area/3537 Light/4.877500534057617
Area/3837 Light/7.242499828338623
Area/1998 Light/16.700000762939453
Area/2048 Light/47.58000183105469
Area/865 Light/43.147499084472656
Area/675 Light/40.02750015258789
Area/2701 Light/10.069999694824219
Area/3452 Light/4.654999732971191
Area/2309 Light/43.127498626708984
Area/1592 Light/52.317501068115234
Area/2824 Light/0.8700000047683716
Area/1846 Light/31.802499771118164
Area/3286 Light/5.154999732971191
Area/697 Light/31.830001831054688
Area/345 Light/3.559999942779541
Area/2589 Light/61.78499984741211
Area/100 Light/6.372499942779541
Area/720 Light/4.007500171661377
Area/636 Light/3.4749999046325684
Area/1991 Light/27.424999237060547
Area/4171 Light/20.259998321533203
Area/3271 Light/3.2725000381469727
Area/857 Light/28.162500381469727
Area/442 Light/3.7149999141693115
Area/4239 Light/10.405000686645508
Area/3293 Light/23.927499771118164
Area/851 Light/48.380001068115234
Area/221 Light/21.959999084472656
Area/2333 Light/26.102500915527344
Area/3917 Light/0.8324999809265137
Area/2878 Light/21.607500076293945
Area/2998 Light/3.320000171661377
Area/4182 Light/4.100000381469727
Area/321 Light/16.334999084472656
Area/2648 Light/1.8574999570846558
Area/3475 Light/32.0625
Area/1344 Light/18.947500228881836
Area/507 Light/32.26499938964844
Area/1553 Light/4.402500152587891
Area/3697 Light/14.52750015258789
Area/4240 Light/12.397499084472656
Area/3813 Light/6.742500305175781
Area/4157 Light/24.207500457763672
Area/1921 Light/20.529998779296875
Area/1204 Light/31.735000610351562
Area/3062 Light/23.662498474121094
Area/185 Light/3.2125000953674316
Area/409 Light/12.672500610351562
Area/3839 Light/10.90250015258789
Area/3003 Light/0.7774999737739563
Area/1157 Light/15.877500534057617
Area/2120 Light/27.19499969482422
Area/3458 Light/0.5325000286102295
Area/740 Light/12.27750015258789
Area/3580 Light/18.032499313354492
Area/2016 Light/7.374999523162842
Area/2054 Light/29.549999237060547
Area/1215 Light/42.05750274658203
Area/887 Light/10.747499465942383
Area/4079 Light/28.600000381469727
Area/1393 Light/45.55249786376953
Area/523 Light/19.135000228881836
Area/469 Light/19.31999969482422
Area/3883 Light/31.272499084472656
Area/3960 Light/12.175000190734863
Area/2488 Light/54.5625
Area/3450 Light/5.179999828338623
Area/3587 Light/29.56999969482422
Area/3198 Light/3.8249998092651367
Area/1194 Light/6.337500095367432
Area/1450 Light/23.302499771118164
Area/1238 Light/26.809999465942383
Area/3763 Light/26.72249984741211
Area/569 Light/4.329999923706055
Area/1543 Light/7.684999942779541
Area/1917 Light/29.99250030517578
Area/4226 Light/2.377500057220459
Area/3774 Light/10.0600004196167
Area/3424 Light/6.055000305175781
