Area/1109 GDP/34959.9921875
Area/351 GDP/2982.23681640625
Area/1925 GDP/10000.0
Area/1641 GDP/122.84261322021484
Area/4066 GDP/6627.72216796875
Area/3716 GDP/17675.587890625
Area/1860 GDP/10000.0
Area/3811 GDP/9952.75
Area/2293 GDP/2773.463623046875
Area/975 GDP/10053.6298828125
Area/3879 GDP/3597.400634765625
Area/2730 GDP/27.36415672302246
Area/1762 GDP/10000.0
Area/3045 GDP/10000.0
Area/3548 GDP/10270.45703125
Area/1747 GDP/10000.0
Area/792 GDP/5633.03759765625
Area/3984 GDP/5244.763671875
Area/1216 GDP/36111.55078125
Area/3840 GDP/31911.0859375
Area/1821 GDP/8.40971565246582
Area/2295 GDP/10000.2626953125
Area/1404 GDP/10000.0
Area/4163 GDP/20362.48046875
Area/702 GDP/3274.939453125
Area/961 GDP/10000.0
Area/835 GDP/7272.46435546875
Area/2558 GDP/0.5915083289146423
Area/4174 GDP/17120.427734375
Area/2421 GDP/10000.0
Area/1063 GDP/10073.53515625
Area/350 GDP/2982.23681640625
Area/2963 GDP/40427.7109375
Area/893 GDP/7892.27587890625
Area/3507 GDP/9275.1953125
Area/314 GDP/36111.55078125
Area/3770 GDP/6820.24560546875
Area/3895 GDP/20081.935546875
Area/3702 GDP/13712.4228515625
Area/3220 GDP/10000.0
Area/1234 GDP/10000.0
Area/2698 GDP/39904.88671875
Area/4154 GDP/7080.1474609375
Area/3568 GDP/45299.7890625
Area/2902 GDP/4696.77685546875
Area/587 GDP/36111.55078125
Area/3993 GDP/4667.12109375
Area/615 GDP/4689.9921875
Area/2408 GDP/10000.0
Area/3231 GDP/10000.0
Area/1746 GDP/10000.0
Area/803 GDP/4729.73046875
Area/3036 GDP/10000.0
Area/2208 GDP/10000.0
Area/2535 GDP/6878.478515625
Area/3028 GDP/10001.5478515625
Area/612 GDP/5224.02978515625
Area/1251 GDP/26198.533203125
Area/1421 GDP/10000.0
Area/2725 GDP/824.7657470703125
Area/956 GDP/36111.55078125
Area/4108 GDP/8084.73291015625
Area/3092 GDP/2132.15380859375
Area/2479 GDP/10000.0
Area/984 GDP/5970.32470703125
Area/951 GDP/36111.55078125
Area/1760 GDP/10000.0
Area/2876 GDP/37524.8515625
Area/3492 GDP/15241.0986328125
Area/121 GDP/3451.806884765625
Area/3024 GDP/10000.888671875
Area/1048 GDP/36111.55078125
Area/334 GDP/7766.2783203125
Area/2936 GDP/21237.765625
Area/32 GDP/9652.640625
Area/3089 GDP/1210.475341796875
Area/289 GDP/12521.994140625
Area/2703 GDP/13451.5048828125
Area/581 GDP/36111.55078125
Area/1919 GDP/20100.845703125
Area/4056 GDP/972.2127685546875
Area/1992 GDP/1669.3006591796875
Area/610 GDP/6964.73876953125
Area/706 GDP/4972.03369140625
Area/930 GDP/36111.55078125
Area/4155 GDP/7080.1474609375
Area/836 GDP/7272.46435546875
Area/1395 GDP/36111.55078125
Area/4162 GDP/5728.79931640625
Area/1176 GDP/9417.8193359375
Area/1440 GDP/10154.4228515625
Area/3146 GDP/326.0995178222656
Area/2347 GDP/1059.4979248046875
Area/2490 GDP/10000.0
Area/1051 GDP/36111.55078125
Area/2716 GDP/3359.260986328125
Area/2717 GDP/4347.85986328125
Area/3961 GDP/867.9389038085938
Area/1132 GDP/36111.55078125
Area/187 GDP/8132.07080078125
Area/1507 GDP/10000.0
Area/3290 GDP/29119.498046875
Area/2384 GDP/4.1700005531311035
Area/2935 GDP/28698.544921875
Area/3547 GDP/910.6948852539062
Area/4192 GDP/3.1487350463867188
Area/1465 GDP/14819.4912109375
Area/780 GDP/10000.0
Area/2111 GDP/10000.0
Area/4267 GDP/10669.9130859375
Area/1895 GDP/2811.862060546875
Area/795 GDP/2367.75390625
Area/682 GDP/9652.640625
Area/3143 GDP/10040.990234375
Area/2571 GDP/10000.0
Area/692 GDP/9652.640625
Area/1469 GDP/11470.734375
Area/3670 GDP/11518.6396484375
Area/2097 GDP/6725.1728515625
Area/2040 GDP/10000.0
Area/42 GDP/4989.43798828125
Area/1276 GDP/1979.9949951171875
Area/2666 GDP/10000.0
Area/801 GDP/462.2796325683594
Area/1319 GDP/10000.0
Area/3658 GDP/32995.56640625
Area/2599 GDP/10000.0
Area/3093 GDP/11672.6943359375
Area/3006 GDP/0.5915083289146423
Area/361 GDP/2145.804931640625
Area/3617 GDP/20362.48046875
Area/4083 GDP/727.1552734375
Area/1738 GDP/20590.248046875
Area/2259 GDP/4429.22607421875
Area/1040 GDP/36111.55078125
Area/1736 GDP/9040.81640625
Area/908 GDP/4787.298828125
Area/1629 GDP/4464.16552734375
Area/2907 GDP/1555.501708984375
Area/3074 GDP/17707.197265625
Area/2803 GDP/782.6923828125
Area/3848 GDP/2932.017578125
Area/1865 GDP/10000.0
Area/4152 GDP/1451.5052490234375
Area/2400 GDP/10000.0
Area/520 GDP/577.6161499023438
Area/2873 GDP/10000.0
Area/1654 GDP/10000.0
Area/1766 GDP/10000.0
Area/907 GDP/4787.298828125
Area/866 GDP/9652.640625
Area/3610 GDP/9686.9375
Area/935 GDP/36111.55078125
Area/1491 GDP/10000.0
Area/643 GDP/13808.701171875
Area/2802 GDP/1554.20556640625
Area/1635 GDP/3050.781005859375
Area/2684 GDP/10000.0
Area/4151 GDP/1451.5052490234375
Area/1410 GDP/10000.0
Area/2969 GDP/23495.21875
Area/1936 GDP/10000.0
Area/3137 GDP/10000.0
Area/3654 GDP/37635.9453125
Area/1696 GDP/10000.0
Area/3008 GDP/4.1700005531311035
Area/670 GDP/36111.55078125
Area/2835 GDP/0.5915083289146423
Area/4023 GDP/27435.7890625
Area/3223 GDP/10064.953125
Area/76 GDP/4177.27783203125
Area/1087 GDP/7030.64501953125
Area/1085 GDP/10073.0087890625
Area/3280 GDP/4.1700005531311035
Area/4098 GDP/3.1487350463867188
Area/1995 GDP/5447.91845703125
Area/884 GDP/17523.21875
Area/940 GDP/36111.55078125
Area/1289 GDP/24037.103515625
Area/3921 GDP/18.372236251831055
Area/919 GDP/11566.578125
Area/300 GDP/9108.869140625
Area/3684 GDP/11287.4970703125
Area/3753 GDP/10074.22265625
Area/1864 GDP/10000.0
Area/3814 GDP/434.24884033203125
Area/2075 GDP/8675.0048828125
Area/4138 GDP/10111.91796875
Area/3976 GDP/14226.09375
Area/3218 GDP/10000.0
Area/609 GDP/6964.73876953125
Area/2415 GDP/10000.0
Area/2160 GDP/10026.6748046875
Area/2502 GDP/10000.0
Area/1104 GDP/18931.1796875
Area/4212 GDP/9984.525390625
Area/939 GDP/36111.55078125
Area/2303 GDP/10000.0
Area/4003 GDP/693.2005615234375
Area/1868 GDP/10000.0
Area/2937 GDP/21237.765625
Area/3802 GDP/5973.7802734375
Area/1598 GDP/10000.0
Area/4112 GDP/21222.046875
Area/627 GDP/8018.27490234375
Area/4052 GDP/9104.4814453125
Area/4185 GDP/2743.583984375
Area/515 GDP/3835.1455078125
Area/3945 GDP/9725.39453125
Area/3416 GDP/12873.96484375
Area/3096 GDP/664.5223999023438
Area/634 GDP/1952.91796875
Area/81 GDP/1025.39306640625
Area/4204 GDP/233.9796600341797
Area/4147 GDP/972.2127685546875
Area/86 GDP/5052.478515625
Area/504 GDP/8887.94140625
Area/444 GDP/5183.32275390625
Area/3916 GDP/3.1487350463867188
Area/3566 GDP/49777.40625
Area/313 GDP/9652.640625
Area/3699 GDP/5756.57666015625
Area/244 GDP/2807.19189453125
Area/2294 GDP/24708.1796875
Area/652 GDP/33478.40234375
Area/2845 GDP/30427.705078125
Area/1430 GDP/35137.01171875
Area/1814 GDP/2662.35888671875
Area/2279 GDP/0.9462461471557617
Area/2312 GDP/10000.0
Area/585 GDP/36111.55078125
Area/262 GDP/1098.084228515625
Area/302 GDP/7514.95849609375
Area/2002 GDP/0.5915083289146423
Area/654 GDP/35612.90234375
Area/2441 GDP/676.9639892578125
Area/2850 GDP/10000.0
Area/724 GDP/1105.8359375
Area/4164 GDP/20362.48046875
Area/2017 GDP/10000.0
Area/1908 GDP/258.7980651855469
Area/905 GDP/5479.90234375
Area/1631 GDP/5004.9873046875
Area/791 GDP/9607.7861328125
Area/608 GDP/10038.1162109375
Area/2139 GDP/10000.0
Area/2519 GDP/10074.701171875
Area/1073 GDP/5735.7744140625
Area/1628 GDP/3609.318603515625
Area/1717 GDP/2271.0654296875
Area/3640 GDP/3.1487350463867188
Area/1650 GDP/20590.248046875
Area/50 GDP/2007.476318359375
Area/3923 GDP/3886.78759765625
Area/2426 GDP/10000.0
Area/1214 GDP/36111.55078125
Area/1058 GDP/10000.0
Area/2708 GDP/10054.685546875
Area/3932 GDP/12289.2841796875
Area/1646 GDP/19645.181640625
Area/1273 GDP/1952.9312744140625
Area/4245 GDP/8133.171875
Area/1572 GDP/36111.55078125
Area/2242 GDP/10000.0
Area/1472 GDP/10000.0
Area/3676 GDP/12301.2041015625
Area/2353 GDP/5798.77392578125
Area/420 GDP/9652.640625
Area/2754 GDP/10000.609375
Area/1502 GDP/10000.0
Area/2225 GDP/10000.0
Area/781 GDP/9652.640625
Area/776 GDP/10000.0
Area/2563 GDP/4.1700005531311035
Area/529 GDP/4460.47314453125
Area/308 GDP/9652.640625
Area/665 GDP/36111.55078125
Area/1247 GDP/45718.40625
Area/356 GDP/536.9091186523438
Area/2406 GDP/10000.0
Area/3068 GDP/8006.86181640625
Area/944 GDP/36111.55078125
Area/3192 GDP/18456.599609375
Area/3255 GDP/20320.990234375
Area/156 GDP/7707.15673828125
Area/962 GDP/10000.0
Area/2197 GDP/22573.88671875
Area/3648 GDP/49308.94140625
Area/1863 GDP/10000.0
Area/1935 GDP/10000.0
Area/4035 GDP/12641.3544921875
Area/698 GDP/10090.455078125
Area/994 GDP/7559.73046875
Area/3289 GDP/29119.498046875
Area/659 GDP/14923.6103515625
Area/66 GDP/7707.15673828125
Area/2747 GDP/4.1700005531311035
Area/230 GDP/4357.3720703125
Area/21 GDP/13626.1181640625
Area/4227 GDP/4665.93359375
Area/3419 GDP/23355.791015625
Area/1685 GDP/10000.0
Area/2647 GDP/103.53978729248047
Area/3235 GDP/10011.4130859375
Area/3641 GDP/4.1700005531311035
Area/2910 GDP/8900.1669921875
Area/2897 GDP/2281.494873046875
Area/386 GDP/14923.6103515625
Area/2600 GDP/10000.0
Area/2970 GDP/23495.21875
Area/952 GDP/36111.55078125
Area/3682 GDP/5762.72900390625
Area/1653 GDP/10000.0
Area/3819 GDP/615.5972900390625
Area/4000 GDP/8279.3701171875
Area/36 GDP/9435.853515625
Area/536 GDP/4305.21435546875
Area/1607 GDP/10000.0
Area/3480 GDP/10127.12109375
Area/210 GDP/9645.3232421875
Area/1306 GDP/36111.55078125
Area/459 GDP/1609.9296875
Area/611 GDP/6822.26416015625
Area/3690 GDP/7568.06103515625
Area/3260 GDP/16845.8125
Area/4195 GDP/5977.94873046875
Area/1256 GDP/8644.38671875
Area/1096 GDP/991.7575073242188
Area/1519 GDP/10051.3203125
Area/2092 GDP/2991.877197265625
Area/467 GDP/19544.94921875
Area/1663 GDP/10000.0
Area/3101 GDP/44903.97265625
Area/2975 GDP/31820.576171875
Area/1539 GDP/510.9921875
Area/3943 GDP/15230.5224609375
Area/2545 GDP/7521.345703125
Area/1665 GDP/10000.0
Area/1697 GDP/10000.0
Area/832 GDP/22133.8203125
Area/519 GDP/577.6161499023438
Area/1813 GDP/4322.6806640625
Area/2308 GDP/10000.0
Area/1466 GDP/15780.404296875
Area/1684 GDP/10000.0
Area/3529 GDP/14295.240234375
Area/2478 GDP/10000.4462890625
Area/64 GDP/4960.30810546875
Area/2227 GDP/10000.0
Area/1475 GDP/10000.0
Area/2507 GDP/10000.0
Area/1729 GDP/0.5915083289146423
Area/2112 GDP/10000.0
Area/2796 GDP/1474.522216796875
Area/3404 GDP/15241.0986328125
Area/373 GDP/17586.23046875
Area/333 GDP/5704.759765625
Area/4259 GDP/20362.48046875
Area/3565 GDP/10057.3017578125
Area/613 GDP/6683.6669921875
Area/2611 GDP/10117.5263671875
Area/2042 GDP/10000.0
Area/3233 GDP/10000.0
Area/4077 GDP/20362.48046875
Area/2820 GDP/456.4892272949219
Area/1986 GDP/6216.021484375
Area/568 GDP/14923.6103515625
Area/2590 GDP/10000.0
Area/2086 GDP/4286.79931640625
Area/2451 GDP/2460.308349609375
Area/2525 GDP/22862.283203125
Area/2527 GDP/17716.076171875
Area/3903 GDP/4968.9267578125
Area/2781 GDP/10000.0
Area/1120 GDP/36111.55078125
Area/3365 GDP/997.1046142578125
Area/3314 GDP/10001.8720703125
Area/3277 GDP/0.5915083289146423
Area/2191 GDP/20590.248046875
Area/2794 GDP/10097.6064453125
Area/946 GDP/36111.55078125
Area/1056 GDP/10000.0
Area/3440 GDP/10553.349609375
Area/1116 GDP/36111.55078125
Area/2128 GDP/10000.0
Area/2443 GDP/5310.44140625
Area/3749 GDP/40535.2421875
Area/768 GDP/36111.55078125
Area/2697 GDP/39904.88671875
Area/899 GDP/5998.43212890625
Area/747 GDP/34407.53515625
Area/2675 GDP/10000.0
Area/2700 GDP/21075.30859375
Area/1563 GDP/10000.0
Area/2395 GDP/10000.0
Area/1833 GDP/10000.0
Area/309 GDP/9652.640625
Area/3097 GDP/0.8510972261428833
Area/508 GDP/9112.1865234375
Area/840 GDP/36111.55078125
Area/1529 GDP/10154.4228515625
Area/4059 GDP/2268.96142578125
Area/3262 GDP/3527.91943359375
Area/2612 GDP/13451.5048828125
Area/526 GDP/3953.3896484375
Area/1169 GDP/6850.37158203125
Area/2184 GDP/0.5915083289146423
Area/4232 GDP/12278.541015625
Area/2325 GDP/10000.0
Area/4050 GDP/9972.28125
Area/3704 GDP/17875.126953125
Area/3533 GDP/3620.77490234375
Area/190 GDP/4022.60595703125
Area/4093 GDP/690.75439453125
Area/1530 GDP/10154.4228515625
Area/88 GDP/5852.080078125
Area/2151 GDP/10000.0
Area/3742 GDP/3958.607177734375
Area/1771 GDP/10000.0
Area/1982 GDP/6174.7001953125
Area/3987 GDP/20362.48046875
Area/1199 GDP/36111.55078125
Area/1989 GDP/3781.124267578125
Area/1049 GDP/10000.0
Area/1694 GDP/10000.0
Area/1787 GDP/10000.0
Area/4197 GDP/12472.375
Area/2724 GDP/1702.873779296875
Area/3285 GDP/10003.06640625
Area/3605 GDP/4342.85595703125
Area/2929 GDP/20209.943359375
Area/2749 GDP/10001.7421875
Area/2537 GDP/4007.665283203125
Area/759 GDP/36111.55078125
Area/3465 GDP/4.1700005531311035
Area/799 GDP/1778.58935546875
Area/3543 GDP/471.0523376464844
Area/2380 GDP/0.0
Area/891 GDP/462.2796325683594
Area/3899 GDP/16421.046875
Area/2683 GDP/10000.0
Area/3317 GDP/8578.744140625
Area/3693 GDP/8214.9482421875
Area/4251 GDP/9713.6962890625
Area/4210 GDP/1339.2891845703125
Area/1779 GDP/10000.0
Area/90 GDP/1285.9354248046875
Area/3556 GDP/93.8187484741211
Area/2990 GDP/11634.033203125
Area/2511 GDP/10000.0
Area/3022 GDP/10282.390625
Area/3064 GDP/16213.876953125
Area/3777 GDP/4389.46875
Area/3606 GDP/9689.095703125
Area/4225 GDP/188.44256591796875
Area/2941 GDP/10000.0
Area/2209 GDP/10000.0
Area/2579 GDP/10000.0
Area/3457 GDP/724.3350830078125
Area/1969 GDP/10000.0
Area/1952 GDP/10000.0
Area/1468 GDP/12264.69140625
Area/1866 GDP/10000.0
Area/229 GDP/4083.873046875
Area/3810 GDP/15263.3125
Area/194 GDP/24126.056640625
Area/141 GDP/5576.68359375
Area/3838 GDP/13763.3779296875
Area/139 GDP/8326.3076171875
Area/1206 GDP/36111.55078125
Area/1330 GDP/10000.0
Area/3176 GDP/5052.716796875
Area/3510 GDP/42913.26171875
Area/3679 GDP/13751.5107421875
Area/376 GDP/17586.23046875
Area/3748 GDP/40921.890625
Area/1141 GDP/36111.55078125
Area/1602 GDP/10000.0
Area/2752 GDP/10002.4111328125
Area/825 GDP/10505.7177734375
Area/4166 GDP/20255.79296875
Area/1485 GDP/36111.55078125
Area/3780 GDP/4344.146484375
Area/2838 GDP/4.1700005531311035
Area/2834 GDP/5255.0712890625
Area/928 GDP/33037.1484375
Area/883 GDP/427.5435485839844
Area/3197 GDP/14756.439453125
Area/488 GDP/36111.55078125
Area/2559 GDP/0.5915083289146423
Area/1690 GDP/10000.0
Area/3855 GDP/9651.3681640625
Area/2318 GDP/10000.0
Area/1810 GDP/5266.11328125
Area/754 GDP/34432.5390625
Area/1133 GDP/36111.55078125
Area/1638 GDP/2538.568359375
Area/2028 GDP/10000.0
Area/1152 GDP/10000.0
Area/410 GDP/33320.55859375
Area/3820 GDP/13393.6845703125
Area/3645 GDP/4.1700005531311035
Area/1396 GDP/36111.55078125
Area/41 GDP/6157.52587890625
Area/24 GDP/111.19967651367188
Area/2087 GDP/4286.79931640625
Area/1185 GDP/61.33530807495117
Area/3852 GDP/15241.0986328125
Area/3768 GDP/6028.619140625
Area/2412 GDP/10000.0
Area/2552 GDP/12424.9365234375
Area/2846 GDP/10000.900390625
Area/125 GDP/9652.640625
Area/3265 GDP/10339.978515625
Area/534 GDP/4949.7421875
Area/3567 GDP/6961.11328125
Area/2899 GDP/11634.033203125
Area/4148 GDP/10841.794921875
Area/1610 GDP/49300.16796875
Area/168 GDP/1945.177490234375
Area/1322 GDP/36111.55078125
Area/2331 GDP/10000.0
Area/1128 GDP/36111.55078125
Area/1416 GDP/10000.0
Area/3526 GDP/20362.48046875
Area/3664 GDP/10083.8115234375
Area/3729 GDP/5735.13623046875
Area/1244 GDP/10000.75
Area/2215 GDP/10000.0
Area/934 GDP/36111.55078125
Area/3148 GDP/10665.58984375
Area/1220 GDP/36111.55078125
Area/2316 GDP/10000.0
Area/2291 GDP/7.021426677703857
Area/2669 GDP/10000.0
Area/3390 GDP/10049.533203125
Area/1479 GDP/36111.55078125
Area/1111 GDP/36111.55078125
Area/2526 GDP/17716.076171875
Area/342 GDP/2200.161376953125
Area/2328 GDP/10000.0
Area/2349 GDP/9166.79296875
Area/945 GDP/36111.55078125
Area/533 GDP/5354.873046875
Area/2763 GDP/10000.0
Area/352 GDP/5268.61376953125
Area/1818 GDP/1489.659423828125
Area/2547 GDP/362.9544982910156
Area/1740 GDP/20590.248046875
Area/547 GDP/1147.3135986328125
Area/119 GDP/7115.22900390625
Area/1651 GDP/10000.0
Area/60 GDP/6478.19287109375
Area/3321 GDP/10000.0
Area/1621 GDP/10154.4228515625
Area/435 GDP/3490.126953125
Area/834 GDP/5705.28857421875
Area/1221 GDP/36111.55078125
Area/527 GDP/2980.543701171875
Area/2959 GDP/10000.0
Area/591 GDP/36111.55078125
Area/2057 GDP/10000.0
Area/3874 GDP/2649.098876953125
Area/3183 GDP/1893.3104248046875
Area/2844 GDP/4.1700005531311035
Area/2841 GDP/4683.78369140625
Area/1427 GDP/23666.033203125
Area/717 GDP/9351.9130859375
Area/2764 GDP/10000.0
Area/4189 GDP/3.1487350463867188
Area/3884 GDP/15397.65625
Area/684 GDP/9652.640625
Area/3722 GDP/15340.1298828125
Area/2474 GDP/0.0
Area/2536 GDP/4007.665283203125
Area/4237 GDP/8539.470703125
Area/2530 GDP/5820.31494140625
Area/1045 GDP/36111.55078125
Area/2671 GDP/10000.0
Area/3256 GDP/3407.404052734375
Area/211 GDP/9645.3232421875
Area/3953 GDP/7512.16357421875
Area/2988 GDP/10693.62109375
Area/2190 GDP/15113.3974609375
Area/145 GDP/6111.7900390625
Area/898 GDP/5998.43212890625
Area/1778 GDP/10000.0
Area/2416 GDP/10000.0
Area/1573 GDP/36111.55078125
Area/2927 GDP/4.1700005531311035
Area/2951 GDP/10000.0
Area/106 GDP/14923.6103515625
Area/2287 GDP/32579.421875
Area/107 GDP/14923.6103515625
Area/214 GDP/9652.640625
Area/2667 GDP/10000.0
Area/2030 GDP/10000.0
Area/979 GDP/6881.3857421875
Area/2102 GDP/10000.0
Area/2837 GDP/4.1700005531311035
Area/3591 GDP/15241.0986328125
Area/653 GDP/18343.169921875
Area/12 GDP/14923.6103515625
Area/632 GDP/5429.38525390625
Area/2524 GDP/10068.2529296875
Area/657 GDP/14923.6103515625
Area/2342 GDP/7312.8603515625
Area/2769 GDP/10000.0
Area/3602 GDP/17184.677734375
Area/3996 GDP/1127.0472412109375
Area/2626 GDP/9397.466796875
Area/623 GDP/527.6954345703125
Area/1556 GDP/20590.248046875
Area/890 GDP/3366.0458984375
Area/1326 GDP/10000.0
Area/104 GDP/4112.64794921875
Area/3557 GDP/27637.91015625
Area/1834 GDP/10000.0
Area/2851 GDP/10000.0
Area/375 GDP/17586.23046875
Area/2238 GDP/10000.0
Area/3296 GDP/29030.71875
Area/867 GDP/10000.0
Area/400 GDP/9652.640625
Area/3841 GDP/31911.0859375
Area/3377 GDP/27329.06640625
Area/2005 GDP/18566.283203125
Area/2341 GDP/7312.8603515625
Area/3349 GDP/10654.107421875
Area/3347 GDP/9423.2744140625
Area/203 GDP/14923.6103515625
Area/3318 GDP/5462.0927734375
Area/621 GDP/1342.0435791015625
Area/3951 GDP/3558.56298828125
Area/2469 GDP/0.0
Area/1723 GDP/1240.7451171875
Area/3232 GDP/10000.0
Area/530 GDP/7047.31982421875
Area/2041 GDP/10000.0
Area/3200 GDP/10001.7587890625
Area/3508 GDP/7224.79541015625
Area/2138 GDP/10000.0
Area/3460 GDP/4.1700005531311035
Area/742 GDP/19688.869140625
Area/3167 GDP/605.9247436523438
Area/2529 GDP/5820.31494140625
Area/1743 GDP/10000.0
Area/2088 GDP/7385.37744140625
Area/2630 GDP/3018.097900390625
Area/34 GDP/9652.640625
Area/1195 GDP/3621.7529296875
Area/785 GDP/9652.640625
Area/295 GDP/14923.6103515625
Area/2233 GDP/10000.0
Area/861 GDP/36111.55078125
Area/2784 GDP/22846.67578125
Area/2234 GDP/10000.0
Area/1363 GDP/2963.82177734375
Area/2114 GDP/10000.0
Area/3829 GDP/4.1700005531311035
Area/3259 GDP/4918.7802734375
Area/105 GDP/11008.9912109375
Area/4180 GDP/961.5426635742188
Area/1996 GDP/5447.91845703125
Area/2650 GDP/0.7355371713638306
Area/278 GDP/8132.07080078125
Area/82 GDP/2654.81591796875
Area/3434 GDP/10000.0
Area/2798 GDP/6077.5419921875
Area/1106 GDP/31534.03125
Area/741 GDP/19688.869140625
Area/3370 GDP/4.1700005531311035
Area/3900 GDP/20362.48046875
Area/2734 GDP/5.060054302215576
Area/1382 GDP/36111.55078125
Area/1763 GDP/10000.0
Area/1541 GDP/5128.9990234375
Area/815 GDP/6194.21337890625
Area/1514 GDP/10000.0
Area/2946 GDP/10000.0
Area/112 GDP/14923.6103515625
Area/4032 GDP/15061.3203125
Area/1397 GDP/36111.55078125
Area/3570 GDP/44129.09375
Area/1061 GDP/10000.0
Area/411 GDP/2835.291015625
Area/874 GDP/9652.640625
Area/2755 GDP/10000.0
Area/1050 GDP/10000.0
Area/4260 GDP/20069.0703125
Area/2898 GDP/3097.5732421875
Area/2267 GDP/4887.7119140625
Area/3689 GDP/4344.146484375
Area/3629 GDP/10897.1142578125
Area/3049 GDP/10000.0
Area/3616 GDP/10000.0
Area/1806 GDP/7111.1455078125
Area/191 GDP/4022.60595703125
Area/83 GDP/2654.81591796875
Area/528 GDP/4460.47314453125
Area/2900 GDP/6232.01220703125
Area/328 GDP/5572.4580078125
Area/2419 GDP/10000.0
Area/3112 GDP/19931.826171875
Area/1645 GDP/17423.970703125
Area/3085 GDP/4212.13330078125
Area/1795 GDP/10000.0
Area/1177 GDP/9417.8193359375
Area/2814 GDP/7254.53369140625
Area/293 GDP/14734.6689453125
Area/3496 GDP/15241.0986328125
Area/2274 GDP/20263.95703125
Area/2953 GDP/10000.0
Area/3399 GDP/10074.21875
Area/4120 GDP/4002.719970703125
Area/406 GDP/36111.55078125
Area/1506 GDP/10000.0
Area/1412 GDP/10000.0
Area/3782 GDP/3864.851318359375
Area/2024 GDP/10000.0
Area/3303 GDP/10119.142578125
Area/3325 GDP/10000.0
Area/69 GDP/1241.52783203125
Area/263 GDP/4246.0927734375
Area/1970 GDP/10000.0
Area/2885 GDP/10088.9599609375
Area/500 GDP/36111.55078125
Area/3471 GDP/48292.953125
Area/695 GDP/9652.640625
Area/1688 GDP/10000.0
Area/2710 GDP/17036.88671875
Area/2541 GDP/562.1087036132812
Area/1355 GDP/4890.61962890625
Area/2106 GDP/43862.85546875
Area/2486 GDP/10000.0
Area/4087 GDP/2795.289794921875
Area/2587 GDP/10000.0
Area/2014 GDP/10000.0
Area/3337 GDP/2939.999267578125
Area/683 GDP/9652.640625
Area/2010 GDP/20100.845703125
Area/1279 GDP/77.0480728149414
Area/4153 GDP/3446.917236328125
Area/3595 GDP/13970.568359375
Area/1926 GDP/10000.0
Area/1721 GDP/5234.69091796875
Area/3553 GDP/4.1700005531311035
Area/584 GDP/36111.55078125
Area/1576 GDP/36111.55078125
Area/3320 GDP/13394.9765625
Area/173 GDP/3484.289794921875
Area/3273 GDP/5122.27294921875
Area/1025 GDP/36111.55078125
Area/1348 GDP/7634.46533203125
Area/3070 GDP/1702.873779296875
Area/556 GDP/34744.75
Area/87 GDP/4409.8896484375
Area/3007 GDP/0.5915083289146423
Area/3527 GDP/20362.48046875
Area/17 GDP/14923.6103515625
Area/3537 GDP/605.9247436523438
Area/3837 GDP/18699.6171875
Area/1998 GDP/2986.113525390625
Area/2048 GDP/10000.0
Area/865 GDP/9652.640625
Area/675 GDP/36111.55078125
Area/2701 GDP/10009.326171875
Area/3452 GDP/3109.780517578125
Area/2309 GDP/10000.0
Area/1592 GDP/10000.0
Area/2824 GDP/4.336258888244629
Area/1846 GDP/10000.0
Area/3286 GDP/10040.9951171875
Area/697 GDP/10090.455078125
Area/345 GDP/1259.940185546875
Area/2589 GDP/10000.0
Area/100 GDP/14811.4267578125
Area/720 GDP/1395.8505859375
Area/636 GDP/1489.5062255859375
Area/1991 GDP/2251.32958984375
Area/4171 GDP/17751.869140625
Area/3271 GDP/756.1997680664062
Area/857 GDP/36111.55078125
Area/442 GDP/2312.509765625
Area/4239 GDP/2307.672119140625
Area/3293 GDP/6770.9033203125
Area/851 GDP/36111.55078125
Area/221 GDP/9652.640625
Area/2333 GDP/10000.0
Area/3917 GDP/46.86863327026367
Area/2878 GDP/43033.45703125
Area/2998 GDP/0.0
Area/4182 GDP/7141.392578125
Area/321 GDP/7043.8818359375
Area/2648 GDP/558.5711669921875
Area/3475 GDP/28270.369140625
Area/1344 GDP/2961.88330078125
Area/507 GDP/8085.56005859375
Area/1553 GDP/3800.1318359375
Area/3697 GDP/6517.0859375
Area/4240 GDP/6592.16015625
Area/3813 GDP/7306.302734375
Area/4157 GDP/7639.2578125
Area/1921 GDP/10000.0
Area/1204 GDP/36111.55078125
Area/3062 GDP/31434.740234375
Area/185 GDP/5784.97705078125
Area/409 GDP/36111.55078125
Area/3839 GDP/40330.48046875
Area/3003 GDP/639.4331665039062
Area/1157 GDP/43603.69140625
Area/2120 GDP/10000.0
Area/3458 GDP/0.5915083289146423
Area/740 GDP/18327.818359375
Area/3580 GDP/15019.01953125
Area/2016 GDP/33386.88671875
Area/2054 GDP/10000.0
Area/1215 GDP/36111.55078125
Area/887 GDP/715.240478515625
Area/4079 GDP/20137.25390625
Area/1393 GDP/36111.55078125
Area/523 GDP/3207.094482421875
Area/469 GDP/10411.4375
Area/3883 GDP/20362.48046875
Area/3960 GDP/867.9389038085938
Area/2488 GDP/10000.0
Area/3450 GDP/3225.66162109375
Area/3587 GDP/15133.8349609375
Area/3198 GDP/48976.8671875
Area/1194 GDP/3621.7529296875
Area/1450 GDP/1045.999755859375
Area/1238 GDP/10000.0
Area/3763 GDP/13058.08203125
Area/569 GDP/13460.919921875
Area/1543 GDP/7095.1494140625
Area/1917 GDP/3544.790283203125
