Area/1109 Carbon/470.50762939453125
Area/2892 Carbon/448.46722412109375
Area/974 Carbon/513.2777099609375
Area/561 Carbon/597.391357421875
Area/3502 Carbon/1095.0419921875
Area/102 Carbon/691.0933227539062
Area/305 Carbon/1116.7318115234375
Area/1677 Carbon/3694.67724609375
Area/1797 Carbon/1117.655029296875
Area/13 Carbon/818.47119140625
Area/108 Carbon/552.4691772460938
Area/52 Carbon/336.526123046875
Area/3054 Carbon/1398.358642578125
Area/445 Carbon/104.36392974853516
Area/1451 Carbon/241.71755981445312
Area/3947 Carbon/860.5599365234375
Area/1520 Carbon/736.9605712890625
Area/2875 Carbon/1534.0860595703125
Area/2414 Carbon/2821.822998046875
Area/513 Carbon/1123.071533203125
Area/2987 Carbon/369.8565673828125
Area/1752 Carbon/2185.777587890625
Area/475 Carbon/513.155029296875
Area/1512 Carbon/1327.0360107421875
Area/1183 Carbon/61.363807678222656
Area/1099 Carbon/151.36618041992188
Area/131 Carbon/582.439208984375
Area/2756 Carbon/1144.8553466796875
Area/3651 Carbon/352.00445556640625
Area/3865 Carbon/699.4955444335938
Area/2966 Carbon/1362.7991943359375
Area/157 Carbon/218.14646911621094
Area/3630 Carbon/247.04193115234375
Area/1825 Carbon/555.8245849609375
Area/1879 Carbon/1407.4739990234375
Area/2105 Carbon/731.23876953125
Area/1267 Carbon/345.09564208984375
Area/1739 Carbon/544.8523559570312
Area/2399 Carbon/2825.26904296875
Area/577 Carbon/1053.87060546875
Area/3637 Carbon/112.60047149658203
Area/537 Carbon/96.88807678222656
Area/2727 Carbon/406.6162109375
Area/1847 Carbon/2650.16455078125
Area/265 Carbon/74.85970306396484
Area/2343 Carbon/556.8547973632812
Area/1420 Carbon/1440.7464599609375
Area/3582 Carbon/1243.837646484375
Area/3133 Carbon/1522.7197265625
Area/4254 Carbon/1034.0369873046875
Area/3816 Carbon/164.4322509765625
Area/3678 Carbon/1004.3331298828125
Area/1558 Carbon/449.588623046875
Area/1735 Carbon/423.6477355957031
Area/3886 Carbon/1655.88671875
Area/912 Carbon/83.69483184814453
Area/931 Carbon/644.7457275390625
Area/2145 Carbon/3273.705078125
Area/3131 Carbon/1456.0
Area/1861 Carbon/4793.75537109375
Area/775 Carbon/953.5250854492188
Area/1570 Carbon/1582.39794921875
Area/1250 Carbon/504.0502624511719
Area/3141 Carbon/1421.7978515625
Area/2843 Carbon/639.4725341796875
Area/3851 Carbon/912.1859741210938
Area/804 Carbon/204.03738403320312
Area/3466 Carbon/231.6610870361328
Area/2466 Carbon/337.71441650390625
Area/460 Carbon/144.8647918701172
Area/1580 Carbon/3092.46826171875
Area/154 Carbon/484.17608642578125
Area/379 Carbon/469.15960693359375
Area/2305 Carbon/2592.890380859375
Area/718 Carbon/164.3211669921875
Area/2943 Carbon/1447.4632568359375
Area/4253 Carbon/1014.609130859375
Area/793 Carbon/513.9517211914062
Area/3794 Carbon/1655.52294921875
Area/511 Carbon/1085.1585693359375
Area/736 Carbon/217.34060668945312
Area/2167 Carbon/862.7901611328125
Area/1856 Carbon/4504.52490234375
Area/4 Carbon/240.27964782714844
Area/2216 Carbon/2654.244140625
Area/3912 Carbon/96.74842071533203
Area/2447 Carbon/490.2510070800781
Area/1522 Carbon/675.021240234375
Area/2568 Carbon/752.4241943359375
Area/351 Carbon/126.38031768798828
Area/1925 Carbon/1092.7520751953125
Area/1641 Carbon/153.08419799804688
Area/4066 Carbon/1154.3115234375
Area/3716 Carbon/673.4111328125
Area/1860 Carbon/4735.90966796875
Area/3811 Carbon/474.15228271484375
Area/2293 Carbon/867.641845703125
Area/975 Carbon/488.5101318359375
Area/3879 Carbon/726.807861328125
Area/2730 Carbon/95.53661346435547
Area/1762 Carbon/3694.67724609375
Area/3045 Carbon/1814.5626220703125
Area/3548 Carbon/118.24266815185547
Area/1747 Carbon/1629.7022705078125
Area/792 Carbon/524.7030639648438
Area/3984 Carbon/1287.291748046875
Area/1216 Carbon/1828.1971435546875
Area/3840 Carbon/272.31939697265625
Area/1821 Carbon/111.02965545654297
Area/2295 Carbon/996.7320556640625
Area/1404 Carbon/2282.8740234375
Area/4163 Carbon/1187.974853515625
Area/702 Carbon/511.5455627441406
Area/961 Carbon/1159.26904296875
Area/835 Carbon/602.5948486328125
Area/2558 Carbon/177.577880859375
Area/4174 Carbon/605.848876953125
Area/2421 Carbon/1671.2301025390625
Area/1063 Carbon/698.782470703125
Area/350 Carbon/141.51931762695312
Area/2963 Carbon/1762.86767578125
Area/893 Carbon/240.38763427734375
Area/3507 Carbon/718.092041015625
Area/314 Carbon/568.030517578125
Area/3770 Carbon/873.230224609375
Area/3895 Carbon/1132.5064697265625
Area/3702 Carbon/1586.2886962890625
Area/3220 Carbon/1393.505859375
Area/1234 Carbon/1857.1912841796875
Area/2698 Carbon/816.9235229492188
Area/4154 Carbon/825.3973999023438
Area/3568 Carbon/498.0894775390625
Area/2902 Carbon/136.97962951660156
Area/587 Carbon/742.6969604492188
Area/3993 Carbon/452.24169921875
Area/615 Carbon/258.42669677734375
Area/2408 Carbon/2861.366455078125
Area/3231 Carbon/1443.7017822265625
Area/1746 Carbon/1366.90673828125
Area/803 Carbon/205.7200469970703
Area/3036 Carbon/1421.84130859375
Area/2208 Carbon/1332.7142333984375
Area/2535 Carbon/434.6543884277344
Area/3028 Carbon/992.5401611328125
Area/612 Carbon/433.9619445800781
Area/1251 Carbon/476.86199951171875
Area/1421 Carbon/1260.23681640625
Area/2725 Carbon/288.50970458984375
Area/956 Carbon/1135.1712646484375
Area/4108 Carbon/281.7135314941406
Area/3092 Carbon/198.91549682617188
Area/2479 Carbon/895.5599365234375
Area/984 Carbon/290.0633544921875
Area/951 Carbon/1286.410400390625
Area/1760 Carbon/3636.312744140625
Area/2876 Carbon/1357.163818359375
Area/3492 Carbon/1265.5997314453125
Area/121 Carbon/862.13623046875
Area/3024 Carbon/396.4185791015625
Area/1048 Carbon/1457.7314453125
Area/334 Carbon/885.7535400390625
Area/2936 Carbon/995.8695068359375
Area/32 Carbon/940.4255981445312
Area/3089 Carbon/136.05259704589844
Area/289 Carbon/487.5826416015625
Area/2703 Carbon/563.990966796875
Area/581 Carbon/1077.52197265625
Area/1919 Carbon/738.4066772460938
Area/4056 Carbon/427.2445068359375
Area/1992 Carbon/621.5877075195312
Area/610 Carbon/521.85546875
Area/706 Carbon/318.62286376953125
Area/930 Carbon/630.9734497070312
Area/4155 Carbon/917.7035522460938
Area/836 Carbon/564.1771240234375
Area/1395 Carbon/1849.6710205078125
Area/4162 Carbon/1160.620849609375
Area/1176 Carbon/302.84808349609375
Area/1440 Carbon/934.7062377929688
Area/3146 Carbon/1237.65185546875
Area/2347 Carbon/523.1052856445312
Area/2490 Carbon/3210.126953125
Area/1051 Carbon/1307.680908203125
Area/2716 Carbon/412.8399963378906
Area/2717 Carbon/366.85357666015625
Area/3961 Carbon/483.5908508300781
Area/1132 Carbon/1864.14697265625
Area/187 Carbon/194.7315216064453
Area/1507 Carbon/2707.977294921875
Area/3290 Carbon/310.8209228515625
Area/2384 Carbon/831.1403198242188
Area/2935 Carbon/829.4403076171875
Area/3547 Carbon/112.98575592041016
Area/4192 Carbon/87.4822006225586
Area/1465 Carbon/274.96630859375
Area/780 Carbon/1065.02001953125
Area/2111 Carbon/1303.3360595703125
Area/4267 Carbon/429.2391052246094
Area/1895 Carbon/1290.359619140625
Area/795 Carbon/444.6611633300781
Area/682 Carbon/844.4486083984375
Area/3143 Carbon/1267.984619140625
Area/2571 Carbon/889.0619506835938
Area/692 Carbon/1160.7197265625
Area/1469 Carbon/408.7364196777344
Area/3670 Carbon/1065.0321044921875
Area/2097 Carbon/638.8463745117188
Area/2040 Carbon/3868.216064453125
Area/42 Carbon/407.2399597167969
Area/1276 Carbon/67.74079895019531
Area/2666 Carbon/1366.9395751953125
Area/801 Carbon/237.47744750976562
Area/1319 Carbon/2211.89208984375
Area/3658 Carbon/467.7271728515625
Area/2599 Carbon/2194.1123046875
Area/3093 Carbon/217.0004119873047
Area/3006 Carbon/70.56114196777344
Area/361 Carbon/149.2353515625
Area/3617 Carbon/2268.00390625
Area/4083 Carbon/612.0318603515625
Area/1738 Carbon/557.8117065429688
Area/2259 Carbon/748.0447998046875
Area/1040 Carbon/1817.65185546875
Area/1736 Carbon/496.8891296386719
Area/908 Carbon/215.85154724121094
Area/1629 Carbon/564.0396118164062
Area/2907 Carbon/143.8772735595703
Area/3074 Carbon/586.5181884765625
Area/2803 Carbon/478.4001770019531
Area/3848 Carbon/758.7610473632812
Area/1865 Carbon/5545.75732421875
Area/4152 Carbon/695.927978515625
Area/2400 Carbon/2825.26904296875
Area/520 Carbon/364.91864013671875
Area/2873 Carbon/1884.5177001953125
Area/1654 Carbon/982.2077026367188
Area/1766 Carbon/4967.294921875
Area/907 Carbon/204.75733947753906
Area/866 Carbon/1025.2410888671875
Area/3610 Carbon/1085.810302734375
Area/935 Carbon/1200.072509765625
Area/1491 Carbon/2362.0595703125
Area/643 Carbon/169.3202667236328
Area/2802 Carbon/449.5029296875
Area/1635 Carbon/150.10467529296875
Area/2684 Carbon/3334.744873046875
Area/4151 Carbon/594.1185302734375
Area/1410 Carbon/2195.51123046875
Area/2969 Carbon/901.8402099609375
Area/1936 Carbon/2096.228271484375
Area/3137 Carbon/1610.04345703125
Area/3654 Carbon/444.86236572265625
Area/1696 Carbon/1342.8895263671875
Area/3008 Carbon/107.69828033447266
Area/670 Carbon/1268.072021484375
Area/2835 Carbon/97.67155456542969
Area/4023 Carbon/240.85626220703125
Area/3223 Carbon/1279.56640625
Area/76 Carbon/123.22189331054688
Area/1087 Carbon/195.90960693359375
Area/1085 Carbon/201.00942993164062
Area/3280 Carbon/70.16160583496094
Area/4098 Carbon/31.167457580566406
Area/1995 Carbon/454.469970703125
Area/884 Carbon/488.8665771484375
Area/940 Carbon/2406.652099609375
Area/1289 Carbon/373.89495849609375
Area/3921 Carbon/196.45741271972656
Area/919 Carbon/248.22531127929688
Area/300 Carbon/570.9801025390625
Area/3684 Carbon/917.8775634765625
Area/3753 Carbon/741.6417846679688
Area/1864 Carbon/5597.17578125
Area/3814 Carbon/264.4222106933594
Area/2075 Carbon/1002.8823852539062
Area/4138 Carbon/557.096923828125
Area/3976 Carbon/1287.5626220703125
Area/3218 Carbon/1416.2645263671875
Area/609 Carbon/628.1969604492188
Area/2415 Carbon/2738.786376953125
Area/2160 Carbon/910.2131958007812
Area/2502 Carbon/2698.640625
Area/1104 Carbon/290.6113586425781
Area/4212 Carbon/464.3753356933594
Area/939 Carbon/2257.97119140625
Area/2303 Carbon/2175.866455078125
Area/4003 Carbon/87.20256805419922
Area/1868 Carbon/5597.17578125
Area/2937 Carbon/1020.173583984375
Area/3802 Carbon/1405.6458740234375
Area/1598 Carbon/2748.734375
Area/4112 Carbon/181.1197509765625
Area/627 Carbon/141.41522216796875
Area/4052 Carbon/452.007080078125
Area/4185 Carbon/79.85848999023438
Area/515 Carbon/967.63916015625
Area/3945 Carbon/847.98193359375
Area/3416 Carbon/775.3176879882812
Area/3096 Carbon/44.720333099365234
Area/634 Carbon/196.52700805664062
Area/81 Carbon/79.09512329101562
Area/4204 Carbon/167.4718475341797
Area/4147 Carbon/430.8641357421875
Area/86 Carbon/70.72964477539062
Area/504 Carbon/759.3198852539062
Area/444 Carbon/108.36370086669922
Area/3916 Carbon/47.65162658691406
Area/3566 Carbon/488.21636962890625
Area/313 Carbon/691.973876953125
Area/3699 Carbon/959.4783325195312
Area/244 Carbon/569.0184326171875
Area/2294 Carbon/935.20458984375
Area/652 Carbon/614.9804077148438
Area/2845 Carbon/904.3714599609375
Area/1430 Carbon/621.8146362304688
Area/1814 Carbon/401.9696350097656
Area/2279 Carbon/466.5496520996094
Area/2312 Carbon/2654.69921875
Area/585 Carbon/863.563232421875
Area/262 Carbon/91.48684692382812
Area/302 Carbon/766.5999145507812
Area/2002 Carbon/113.12127685546875
Area/654 Carbon/566.260498046875
Area/2441 Carbon/573.21728515625
Area/2850 Carbon/1476.6971435546875
Area/724 Carbon/176.9293212890625
Area/4164 Carbon/1198.546630859375
Area/2017 Carbon/1145.96923828125
Area/1908 Carbon/208.47706604003906
Area/905 Carbon/177.7845458984375
Area/1631 Carbon/390.2862243652344
Area/791 Carbon/611.3187866210938
Area/608 Carbon/732.5054321289062
Area/2139 Carbon/3489.00146484375
Area/2519 Carbon/758.771728515625
Area/1073 Carbon/350.0572204589844
Area/1628 Carbon/681.3775634765625
Area/1717 Carbon/947.6973876953125
Area/3640 Carbon/19.469173431396484
Area/1650 Carbon/566.3018188476562
Area/50 Carbon/336.4097595214844
Area/3923 Carbon/269.3669738769531
Area/2426 Carbon/998.109619140625
Area/1214 Carbon/1843.3922119140625
Area/1058 Carbon/959.4539794921875
Area/2708 Carbon/405.0334167480469
Area/3932 Carbon/276.33740234375
Area/1646 Carbon/422.2212219238281
Area/1273 Carbon/131.4654541015625
Area/4245 Carbon/723.4251708984375
Area/1572 Carbon/1776.7767333984375
Area/2242 Carbon/1458.6634521484375
Area/1472 Carbon/566.4063110351562
Area/3676 Carbon/1079.37939453125
Area/2353 Carbon/578.564697265625
Area/420 Carbon/1057.897216796875
Area/2754 Carbon/897.7679443359375
Area/1502 Carbon/2698.531005859375
Area/2225 Carbon/3058.3681640625
Area/781 Carbon/1056.21875
Area/776 Carbon/965.2523803710938
Area/2563 Carbon/268.8387145996094
Area/529 Carbon/153.24713134765625
Area/308 Carbon/1176.63671875
Area/665 Carbon/1425.6488037109375
Area/1247 Carbon/589.6449584960938
Area/356 Carbon/83.61884307861328
Area/2406 Carbon/2806.620361328125
Area/3068 Carbon/656.356689453125
Area/944 Carbon/1510.322998046875
Area/3192 Carbon/125.364990234375
Area/3255 Carbon/989.2185668945312
Area/156 Carbon/287.4592590332031
Area/962 Carbon/1071.1812744140625
Area/2197 Carbon/694.8558349609375
Area/3648 Carbon/236.24484252929688
Area/1863 Carbon/5082.98681640625
Area/1935 Carbon/2011.612548828125
Area/4035 Carbon/640.237060546875
Area/698 Carbon/755.4589233398438
Area/994 Carbon/189.271240234375
Area/3289 Carbon/278.3376770019531
Area/659 Carbon/508.697509765625
Area/66 Carbon/206.8483123779297
Area/2747 Carbon/269.6070251464844
Area/230 Carbon/522.1893310546875
Area/21 Carbon/373.238525390625
Area/4227 Carbon/430.84600830078125
Area/3419 Carbon/700.5557250976562
Area/1685 Carbon/4208.8662109375
Area/2647 Carbon/145.98988342285156
Area/3235 Carbon/980.418701171875
Area/3641 Carbon/22.054994583129883
Area/2910 Carbon/306.1929931640625
Area/2897 Carbon/389.20086669921875
Area/386 Carbon/469.72314453125
Area/2600 Carbon/2064.80419921875
Area/2970 Carbon/825.099609375
Area/952 Carbon/1330.9981689453125
Area/3682 Carbon/811.3350830078125
Area/1653 Carbon/953.9103393554688
Area/3819 Carbon/125.64663696289062
Area/4000 Carbon/133.8795928955078
Area/36 Carbon/1012.582275390625
Area/536 Carbon/120.57099914550781
Area/1607 Carbon/1014.609130859375
Area/3480 Carbon/671.246826171875
Area/210 Carbon/686.6754760742188
Area/1306 Carbon/1842.0880126953125
Area/459 Carbon/120.26513671875
Area/611 Carbon/455.2008361816406
Area/3690 Carbon/570.0986328125
Area/3260 Carbon/395.68017578125
Area/4195 Carbon/208.0037078857422
Area/1256 Carbon/591.6018676757812
Area/1096 Carbon/77.8629379272461
Area/1519 Carbon/789.1258544921875
Area/2092 Carbon/602.2931518554688
Area/467 Carbon/459.91522216796875
Area/1663 Carbon/2080.54931640625
Area/3101 Carbon/102.11852264404297
Area/2975 Carbon/567.5390625
Area/1539 Carbon/459.1269226074219
Area/3943 Carbon/852.4527587890625
Area/2545 Carbon/682.2265625
Area/1665 Carbon/2233.25927734375
Area/1697 Carbon/1194.7593994140625
Area/832 Carbon/512.4230346679688
Area/519 Carbon/490.1264343261719
Area/1813 Carbon/464.1944885253906
Area/2308 Carbon/2598.980712890625
Area/1466 Carbon/303.1373291015625
Area/1684 Carbon/4053.92919921875
Area/3529 Carbon/1229.79345703125
Area/2478 Carbon/838.9857788085938
Area/64 Carbon/388.2425231933594
Area/2227 Carbon/3180.48828125
Area/1475 Carbon/991.2577514648438
Area/2507 Carbon/2376.4501953125
Area/1729 Carbon/78.2254867553711
Area/2112 Carbon/1393.755126953125
Area/2796 Carbon/453.8511962890625
Area/3404 Carbon/1082.3021240234375
Area/373 Carbon/289.02801513671875
Area/333 Carbon/1003.982421875
Area/4259 Carbon/1302.446533203125
Area/3565 Carbon/454.9641418457031
Area/613 Carbon/332.7416687011719
Area/2611 Carbon/659.41357421875
Area/2042 Carbon/3983.908447265625
Area/3233 Carbon/1171.016845703125
Area/4077 Carbon/1319.5185546875
Area/2820 Carbon/418.650390625
Area/1986 Carbon/1223.302978515625
Area/568 Carbon/488.38006591796875
Area/2590 Carbon/3283.325927734375
Area/2086 Carbon/474.41009521484375
Area/2451 Carbon/465.4844970703125
Area/2525 Carbon/431.5644226074219
Area/2527 Carbon/420.20086669921875
Area/3903 Carbon/412.616455078125
Area/2781 Carbon/2146.060546875
Area/1120 Carbon/1754.5445556640625
Area/3365 Carbon/121.58395385742188
Area/3314 Carbon/1142.4560546875
Area/3277 Carbon/26.963361740112305
Area/2191 Carbon/954.286865234375
Area/2794 Carbon/502.5355224609375
Area/946 Carbon/1483.39453125
Area/1056 Carbon/1109.1824951171875
Area/3440 Carbon/594.21337890625
Area/1116 Carbon/1028.5018310546875
Area/2128 Carbon/2942.181884765625
Area/2443 Carbon/547.8416137695312
Area/3749 Carbon/427.1737060546875
Area/768 Carbon/963.5294799804688
Area/2697 Carbon/943.3456420898438
Area/899 Carbon/242.1590118408203
Area/747 Carbon/538.5181274414062
Area/2675 Carbon/2711.61474609375
Area/2700 Carbon/645.7335815429688
Area/1563 Carbon/651.5624389648438
Area/2395 Carbon/2277.75537109375
Area/1833 Carbon/88261.125
Area/309 Carbon/1068.6649169921875
Area/3097 Carbon/62.67610168457031
Area/508 Carbon/928.3443603515625
Area/840 Carbon/632.7660522460938
Area/1529 Carbon/1198.2515869140625
Area/4059 Carbon/566.9278564453125
Area/3262 Carbon/332.9517822265625
Area/2612 Carbon/578.6929931640625
Area/526 Carbon/205.8986358642578
Area/1169 Carbon/451.7940673828125
Area/2184 Carbon/116.10087585449219
Area/4232 Carbon/496.9368591308594
Area/2325 Carbon/2921.213134765625
Area/4050 Carbon/556.5675659179688
Area/3704 Carbon/1912.6212158203125
Area/3533 Carbon/487.5872802734375
Area/190 Carbon/319.0898742675781
Area/4093 Carbon/93.29786682128906
Area/1530 Carbon/1204.9658203125
Area/88 Carbon/73.70435333251953
Area/2151 Carbon/1615.22998046875
Area/3742 Carbon/314.2475280761719
Area/1771 Carbon/5314.37158203125
Area/1982 Carbon/1284.2364501953125
Area/3987 Carbon/1092.8931884765625
Area/1199 Carbon/483.3162841796875
Area/1989 Carbon/901.3096923828125
Area/1049 Carbon/1340.9595947265625
Area/1694 Carbon/1737.220947265625
Area/1787 Carbon/1438.276123046875
Area/4197 Carbon/295.36749267578125
Area/2724 Carbon/234.10630798339844
Area/3285 Carbon/173.82943725585938
Area/3605 Carbon/642.3671264648438
Area/2929 Carbon/189.30938720703125
Area/2749 Carbon/414.1806335449219
Area/2537 Carbon/357.631591796875
Area/759 Carbon/1674.8199462890625
Area/3465 Carbon/165.44943237304688
Area/799 Carbon/314.569580078125
Area/3543 Carbon/132.06752014160156
Area/2380 Carbon/499.2511291503906
Area/891 Carbon/273.7403869628906
Area/3899 Carbon/674.4121704101562
Area/2683 Carbon/3437.5830078125
Area/3317 Carbon/1098.436279296875
Area/3693 Carbon/599.3880615234375
Area/4251 Carbon/941.4932861328125
Area/4210 Carbon/337.85455322265625
Area/1779 Carbon/4877.3115234375
Area/90 Carbon/71.40841674804688
Area/3556 Carbon/179.9326934814453
Area/2990 Carbon/244.14617919921875
Area/2511 Carbon/1637.9268798828125
Area/3022 Carbon/259.3002624511719
Area/3064 Carbon/792.7882080078125
Area/3777 Carbon/734.2139892578125
Area/3606 Carbon/658.7085571289062
Area/4225 Carbon/371.41619873046875
Area/2941 Carbon/1384.7906494140625
Area/2209 Carbon/1497.4873046875
Area/2579 Carbon/2748.107421875
Area/3457 Carbon/121.33895111083984
Area/1969 Carbon/1694.00439453125
Area/1952 Carbon/4360.20751953125
Area/1468 Carbon/404.4869689941406
Area/1866 Carbon/5597.17578125
Area/229 Carbon/493.0902404785156
Area/3810 Carbon/502.68890380859375
Area/194 Carbon/721.4937744140625
Area/141 Carbon/431.806640625
Area/3838 Carbon/276.2158203125
Area/139 Carbon/374.3523254394531
Area/1206 Carbon/1044.2730712890625
Area/1330 Carbon/1157.271484375
Area/3176 Carbon/134.1436309814453
Area/3510 Carbon/631.1401977539062
Area/3679 Carbon/885.2235717773438
Area/376 Carbon/438.1270446777344
Area/3748 Carbon/410.5381164550781
Area/1141 Carbon/1555.4833984375
Area/1602 Carbon/1692.8397216796875
Area/2752 Carbon/728.98876953125
Area/825 Carbon/139.2470245361328
Area/4166 Carbon/1361.451904296875
Area/1485 Carbon/43062.11328125
Area/3780 Carbon/578.6348876953125
Area/2838 Carbon/201.7760467529297
Area/2834 Carbon/86.26824188232422
Area/928 Carbon/560.7985229492188
Area/883 Carbon/544.0297241210938
Area/3197 Carbon/129.6704864501953
Area/488 Carbon/1088.00146484375
Area/2559 Carbon/192.853515625
Area/1690 Carbon/3103.02001953125
Area/3855 Carbon/992.9259643554688
Area/2318 Carbon/2659.38232421875
Area/1810 Carbon/755.9541015625
Area/754 Carbon/1176.63671875
Area/1133 Carbon/1855.0631103515625
Area/1638 Carbon/86.52713775634766
Area/2028 Carbon/1835.425048828125
Area/1152 Carbon/776.8223266601562
Area/410 Carbon/584.367431640625
Area/3820 Carbon/111.18223571777344
Area/3645 Carbon/110.66200256347656
Area/1396 Carbon/1932.4896240234375
Area/41 Carbon/440.58935546875
Area/24 Carbon/283.082763671875
Area/2087 Carbon/451.3767395019531
Area/1185 Carbon/66.13981628417969
Area/3852 Carbon/950.82177734375
Area/3768 Carbon/1002.2210083007812
Area/2412 Carbon/2701.412109375
Area/2552 Carbon/248.38522338867188
Area/2846 Carbon/1025.5758056640625
Area/125 Carbon/1130.2802734375
Area/3265 Carbon/178.57086181640625
Area/534 Carbon/150.76385498046875
Area/3567 Carbon/464.4068298339844
Area/2899 Carbon/253.01722717285156
Area/4148 Carbon/483.83563232421875
Area/1610 Carbon/839.4171142578125
Area/168 Carbon/127.19776153564453
Area/1322 Carbon/2255.056396484375
Area/2331 Carbon/1758.590087890625
Area/1128 Carbon/1879.41748046875
Area/1416 Carbon/2276.546875
Area/3526 Carbon/2103.28076171875
Area/3664 Carbon/798.9501953125
Area/3729 Carbon/111.96900939941406
Area/1244 Carbon/794.135009765625
Area/2215 Carbon/2855.094482421875
Area/934 Carbon/939.2659912109375
Area/3148 Carbon/1129.5567626953125
Area/1220 Carbon/2029.54052734375
Area/2316 Carbon/2487.327392578125
Area/2291 Carbon/791.419677734375
Area/2669 Carbon/2387.656494140625
Area/3390 Carbon/691.814453125
Area/1479 Carbon/1560.5618896484375
Area/1111 Carbon/663.2703857421875
Area/2526 Carbon/436.7883605957031
Area/342 Carbon/145.68356323242188
Area/2328 Carbon/2496.637939453125
Area/2349 Carbon/588.8370971679688
Area/945 Carbon/1474.65234375
Area/533 Carbon/149.578125
Area/2763 Carbon/2325.579345703125
Area/352 Carbon/111.42657470703125
Area/1818 Carbon/170.67982482910156
Area/2547 Carbon/937.6864013671875
Area/1740 Carbon/610.7085571289062
Area/547 Carbon/84.31967163085938
Area/119 Carbon/668.0224609375
Area/1651 Carbon/580.1444702148438
Area/60 Carbon/605.0399780273438
Area/3321 Carbon/1392.1328125
Area/1621 Carbon/1316.552490234375
Area/435 Carbon/180.6252899169922
Area/834 Carbon/542.1936645507812
Area/1221 Carbon/2018.8153076171875
Area/527 Carbon/176.73634338378906
Area/2959 Carbon/1940.807861328125
Area/591 Carbon/767.0385131835938
Area/2057 Carbon/2374.331787109375
Area/3874 Carbon/454.06805419921875
Area/3183 Carbon/154.46218872070312
Area/2844 Carbon/796.3381958007812
Area/2841 Carbon/495.7735900878906
Area/1427 Carbon/785.4801025390625
Area/717 Carbon/186.4458465576172
Area/2764 Carbon/2488.83447265625
Area/4189 Carbon/30.40352439880371
Area/3884 Carbon/1377.4180908203125
Area/684 Carbon/854.3475341796875
Area/3722 Carbon/315.646484375
Area/2474 Carbon/397.94696044921875
Area/2536 Carbon/402.2039489746094
Area/4237 Carbon/415.38763427734375
Area/2530 Carbon/476.1119384765625
Area/1045 Carbon/1552.0986328125
Area/2671 Carbon/2797.74951171875
Area/3256 Carbon/871.5880126953125
Area/211 Carbon/697.5333251953125
Area/3953 Carbon/750.7484130859375
Area/2988 Carbon/350.8272705078125
Area/2190 Carbon/810.0162353515625
Area/145 Carbon/551.4342041015625
Area/898 Carbon/232.34896850585938
Area/1778 Carbon/5288.66259765625
Area/2416 Carbon/2616.814208984375
Area/1573 Carbon/1889.39453125
Area/2927 Carbon/123.32991790771484
Area/2951 Carbon/2175.613525390625
Area/106 Carbon/691.0933227539062
Area/2287 Carbon/675.1087036132812
Area/107 Carbon/612.4964599609375
Area/214 Carbon/1079.047119140625
Area/2667 Carbon/1565.38525390625
Area/2030 Carbon/2510.986328125
Area/979 Carbon/382.2508544921875
Area/2102 Carbon/819.4745483398438
Area/2837 Carbon/156.8203887939453
Area/3591 Carbon/917.8162841796875
Area/653 Carbon/644.8605346679688
Area/12 Carbon/847.6177368164062
Area/632 Carbon/130.39144897460938
Area/2524 Carbon/500.3625183105469
Area/657 Carbon/513.1116333007812
Area/2342 Carbon/622.3418579101562
Area/2769 Carbon/3116.21435546875
Area/3602 Carbon/556.0056762695312
Area/3996 Carbon/333.40350341796875
Area/2626 Carbon/366.85357666015625
Area/623 Carbon/169.5972442626953
Area/1556 Carbon/395.58624267578125
Area/890 Carbon/306.0597229003906
Area/1326 Carbon/1862.4742431640625
Area/104 Carbon/711.4371948242188
Area/3557 Carbon/241.17987060546875
Area/1834 Carbon/848.8201293945312
Area/2851 Carbon/1498.6312255859375
Area/375 Carbon/417.1986389160156
Area/2238 Carbon/2323.55224609375
Area/3296 Carbon/471.65277099609375
Area/867 Carbon/1014.7996826171875
Area/400 Carbon/1020.914794921875
Area/3841 Carbon/291.58038330078125
Area/3377 Carbon/199.0385284423828
Area/2005 Carbon/408.85980224609375
Area/2341 Carbon/721.1749267578125
Area/3349 Carbon/683.7734985351562
Area/3347 Carbon/955.4795532226562
Area/203 Carbon/482.1062927246094
Area/3318 Carbon/1199.4803466796875
Area/621 Carbon/158.71803283691406
Area/3951 Carbon/774.1238403320312
Area/2469 Carbon/224.1530303955078
Area/1723 Carbon/344.4462890625
Area/3232 Carbon/1325.4210205078125
Area/530 Carbon/147.1270751953125
Area/2041 Carbon/4041.754638671875
Area/3200 Carbon/226.5824737548828
Area/3508 Carbon/703.6121215820312
Area/2138 Carbon/3180.48828125
Area/3460 Carbon/29.011178970336914
Area/742 Carbon/641.335205078125
Area/3167 Carbon/562.9509887695312
Area/2529 Carbon/453.54791259765625
Area/1743 Carbon/876.4632568359375
Area/2088 Carbon/474.7604675292969
Area/2630 Carbon/202.09048461914062
Area/34 Carbon/1058.2396240234375
Area/1195 Carbon/309.81036376953125
Area/785 Carbon/1030.748046875
Area/295 Carbon/473.6115417480469
Area/2233 Carbon/3591.839599609375
Area/861 Carbon/1090.354248046875
Area/2784 Carbon/1559.288818359375
Area/2234 Carbon/3231.906982421875
Area/1363 Carbon/151.35159301757812
Area/2114 Carbon/1366.06982421875
Area/3829 Carbon/161.19961547851562
Area/3259 Carbon/453.8496398925781
Area/105 Carbon/691.0711669921875
